ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.94,Q. 2 /2.91,Q. 3 /2.91,Q. 4 /2.14,Q. 5 /0.19,Q. 6 /3.11,Q. 7 /1.55,Q. 8 /0.58,Q. 9 /1.17,Q. 10 /3.50
3812573.0,Finished,18 octobre 2021  4:10 ,18 octobre 2021  5:29 ,79.0,19.78,1.73,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28610484.0,Finished,21 octobre 2021  6:00 ,21 octobre 2021  7:39 ,98.0,19.07,1.40,2.91,2.91,2.14,0.19,3.11,1.36,0.58,1.17,3.30
21110432.0,Finished,22 octobre 2021  10:45 ,22 octobre 2021  12:10 ,84.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
3701350.0,Finished,18 octobre 2021  4:27 ,18 octobre 2021  5:53 ,85.0,18.26,1.83,2.79,2.57,2.14,0.19,2.33,1.55,0.58,1.17,3.11
28600748.0,Finished,21 octobre 2021  6:00 ,21 octobre 2021  6:59 ,58.82,17.44,0.76,2.79,2.83,2.14,0.19,2.72,1.55,0.58,0.97,2.91
3671406.0,Finished,21 octobre 2021  6:00 ,21 octobre 2021  7:17 ,76.0,19.31,1.83,2.91,2.91,2.14,0.19,3.11,1.17,0.39,1.17,3.50
3601270.0,Finished,18 octobre 2021  4:15 ,18 octobre 2021  6:44 ,148.0,17.56,1.62,2.91,2.91,1.96,0.19,1.55,1.17,0.58,1.17,3.50
28610319.0,Finished,20 octobre 2021  10:47 ,20 octobre 2021  12:08 ,81.0,17.28,1.94,2.91,2.91,2.14,0.19,1.55,1.55,0.58,0.00,3.50
28609336.0,Finished,18 octobre 2021  4:14 ,18 octobre 2021  5:45 ,91.0,15.09,1.94,2.79,2.40,2.14,0.19,2.52,1.55,0.39,0.19,0.97
28600163.0,Finished,20 octobre 2021  10:50 ,20 octobre 2021  12:05 ,74.0,19.30,1.94,2.41,2.91,2.14,0.19,2.91,1.55,0.58,1.17,3.50
3804630.0,Finished,19 octobre 2021  4:06 ,19 octobre 2021  5:50 ,103.0,19.70,1.83,2.91,2.91,2.14,0.19,2.91,1.55,0.58,1.17,3.50
28610440.0,Finished,18 octobre 2021  4:30 ,18 octobre 2021  6:11 ,100.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28610730.0,Finished,19 octobre 2021  4:04 ,19 octobre 2021  5:47 ,103.0,18.71,1.83,2.79,2.83,2.14,0.19,3.11,1.17,0.58,1.17,2.91
3801962.0,Finished,19 octobre 2021  4:03 ,19 octobre 2021  5:37 ,94.0,16.85,1.51,2.91,2.91,2.14,0.19,1.55,1.36,0.58,0.39,3.30
28603394.0,Finished,18 octobre 2021  4:14 ,18 octobre 2021  5:18 ,63.0,19.22,1.83,2.91,2.83,2.14,0.19,2.72,1.55,0.58,0.97,3.50
28600844.0,Finished,20 octobre 2021  10:52 ,20 octobre 2021  12:34 ,102.0,19.12,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,2.72
3703308.0,Finished,19 octobre 2021  4:07 ,19 octobre 2021  5:05 ,57.63,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28610497.0,Finished,18 octobre 2021  4:10 ,18 octobre 2021  5:37 ,86.0,17.98,1.83,2.79,2.48,2.14,0.19,3.11,1.36,0.39,0.78,2.91
28600211.0,Finished,18 octobre 2021  4:14 ,18 octobre 2021  5:44 ,89.0,19.43,1.94,2.53,2.91,2.14,0.19,3.11,1.36,0.58,1.17,3.50
21115204.0,Finished,18 octobre 2021  4:10 ,18 octobre 2021  5:33 ,83.0,17.17,1.83,2.91,2.91,2.14,0.19,1.17,1.55,0.58,0.39,3.50
21112734.0,Finished,18 octobre 2021  4:14 ,18 octobre 2021  5:42 ,88.0,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
3803162.0,Finished,19 octobre 2021  4:06 ,19 octobre 2021  5:51 ,104.0,19.61,1.83,2.91,2.83,2.14,0.19,3.11,1.55,0.39,1.17,3.50
