ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /2.44,Q. 2 /4.88,Q. 3 /0.98,Q. 4 /0.49,Q. 5 /2.93,Q. 6 /0.49,Q. 7 /0.73,Q. 8 /2.44,Q. 9 /0.98,Q. 10 /0.98,Q. 11 /0.24,Q. 12 /1.22,Q. 13 /1.22
3812573.0,Finished,25 octobre 2021  4:04 ,25 octobre 2021  5:28 ,84.0,18.54,2.44,4.88,0.98,0.24,2.93,0.49,0.73,1.95,0.98,0.98,0.00,1.22,0.73
28610484.0,Finished,28 octobre 2021  6:01 ,28 octobre 2021  7:46 ,105.0,16.88,2.44,4.18,0.98,0.24,2.70,0.49,0.24,1.46,0.98,0.98,0.24,1.22,0.73
3802791.0,Finished,27 octobre 2021  10:58 ,27 octobre 2021  12:27 ,88.0,16.99,2.30,4.88,0.98,0.24,2.25,0.24,0.24,1.95,0.73,0.98,0.00,1.22,0.98
21110432.0,Finished,29 octobre 2021  10:56 ,29 octobre 2021  12:21 ,84.0,19.27,2.44,4.88,0.98,0.49,2.93,0.49,0.24,2.20,0.98,0.98,0.24,1.22,1.22
3701350.0,Finished,25 octobre 2021  4:18 ,25 octobre 2021  5:38 ,79.0,17.33,2.44,4.65,0.49,0.49,2.93,0.49,0.73,1.95,0.73,0.49,0.00,1.22,0.73
28600748.0,Finished,28 octobre 2021  6:00 ,28 octobre 2021  7:11 ,70.0,16.61,2.44,4.41,0.98,0.49,2.93,0.49,0.73,1.46,0.98,0.00,0.00,0.98,0.73
3671406.0,Finished,28 octobre 2021  6:00 ,28 octobre 2021  7:33 ,93.0,17.57,2.44,4.65,0.49,0.49,2.93,0.49,0.24,1.95,0.98,0.49,0.24,1.22,0.98
3601270.0,Finished,29 octobre 2021  11:02 ,29 octobre 2021  12:40 ,98.0,19.02,2.44,4.88,0.73,0.49,2.93,0.49,0.24,2.20,0.98,0.98,0.24,1.22,1.22
28610319.0,Finished,27 octobre 2021  10:56 ,27 octobre 2021  12:10 ,73.0,19.02,2.44,4.88,0.98,0.49,2.93,0.49,0.73,1.71,0.98,0.98,0.24,1.22,0.98
3808688.0,Finished,27 octobre 2021  10:55 ,27 octobre 2021  12:18 ,82.0,17.27,2.15,4.88,0.98,0.24,2.93,0.24,0.24,2.20,0.73,0.49,0.00,1.22,0.98
3804270.0,Finished,28 octobre 2021  6:00 ,28 octobre 2021  7:24 ,84.0,18.56,2.44,4.88,0.98,0.49,2.70,0.49,0.24,1.95,0.98,0.98,0.24,1.22,0.98
28608499.0,Finished,25 octobre 2021  4:19 ,25 octobre 2021  5:49 ,89.0,15.67,2.44,3.95,0.73,0.49,2.70,0.24,0.73,1.71,0.73,0.00,0.00,1.22,0.73
3804630.0,Finished,26 octobre 2021  4:00 ,26 octobre 2021  5:45 ,105.0,18.05,2.44,4.88,0.73,0.49,2.93,0.49,0.73,0.98,0.98,0.98,0.24,1.22,0.98
3803479.0,Finished,26 octobre 2021  4:00 ,26 octobre 2021  5:28 ,88.0,17.34,2.44,4.41,0.98,0.49,2.93,0.49,0.73,1.46,0.73,0.49,0.00,1.22,0.98
28610730.0,Finished,26 octobre 2021  4:00 ,26 octobre 2021  5:45 ,104.0,16.34,2.44,4.88,0.73,0.49,2.93,0.49,0.24,1.95,0.73,0.49,0.00,0.24,0.73
3801962.0,Finished,26 octobre 2021  4:02 ,26 octobre 2021  5:41 ,98.0,15.25,2.30,4.65,0.98,0.49,2.70,0.49,0.00,1.46,0.73,0.00,0.00,0.49,0.98
21109706.0,Finished,28 octobre 2021  6:04 ,28 octobre 2021  7:38 ,94.0,14.66,2.44,4.65,0.73,0.49,2.70,0.24,0.00,1.46,0.73,0.98,-,0.00,0.24
3703308.0,Finished,21 novembre 2021  10:30 ,21 novembre 2021  11:54 ,84.0,12.27,2.44,3.72,0.49,0.49,2.70,0.24,0.00,1.22,0.49,0.00,-,0.24,0.24
28610497.0,Finished,25 octobre 2021  4:04 ,25 octobre 2021  5:40 ,96.0,16.69,2.01,4.65,0.49,0.49,2.48,0.49,0.49,1.46,0.98,0.98,0.00,1.22,0.98
21115204.0,Finished,25 octobre 2021  4:00 ,25 octobre 2021  5:39 ,98.0,13.29,2.01,4.41,0.00,0.24,2.48,0.24,0.73,1.71,0.98,0.00,0.00,0.00,0.49
