ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /2.70,Q. 2 /1.62,Q. 3 /2.16,Q. 4 /0.54,Q. 5 /0.54,Q. 6 /0.54,Q. 7 /2.16,Q. 8 /1.62,Q. 9 /1.62,Q. 10 /0.54,Q. 11 /0.54,Q. 12 /2.16,Q. 13 /3.24
28610484.0,Finished,14 octobre 2021  5:59 ,14 octobre 2021  7:54 ,114.0,19.57,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,1.73,3.24
21110432.0,Finished,15 octobre 2021  10:45 ,15 octobre 2021  12:00 ,75.0,19.46,2.70,1.62,2.16,0.54,0.54,0.54,1.62,1.62,1.62,0.54,0.54,2.16,3.24
28606489.0,Finished,11 octobre 2021  4:13 ,11 octobre 2021  6:04 ,111.0,14.36,2.70,1.62,2.16,0.27,0.36,0.00,1.62,0.81,1.62,0.54,0.27,1.30,1.08
3701350.0,Finished,11 octobre 2021  4:20 ,11 octobre 2021  5:44 ,84.0,16.13,2.70,1.62,2.16,0.27,0.18,0.54,2.16,1.62,1.62,0.54,0.54,2.16,-
28600748.0,Finished,14 octobre 2021  5:57 ,14 octobre 2021  7:12 ,75.0,17.97,2.70,1.62,2.16,0.27,0.54,0.00,2.16,0.68,1.62,0.54,0.27,2.16,3.24
3671406.0,Finished,14 octobre 2021  6:01 ,14 octobre 2021  7:37 ,95.0,19.46,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.54,2.16,3.24
3601270.0,Finished,11 octobre 2021  4:26 ,11 octobre 2021  7:26 ,180.0,7.57,2.70,1.62,2.16,0.54,0.54,0.00,0.00,-,-,-,-,-,-
3601270.0,Finished,15 octobre 2021  10:50 ,15 octobre 2021  12:47 ,117.0,19.05,2.30,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28710546.0,Finished,12 octobre 2021  4:06 ,12 octobre 2021  6:03 ,117.0,17.78,2.57,1.62,2.16,0.54,0.54,0.54,1.89,0.68,1.62,0.54,0.54,1.30,3.24
28610319.0,Finished,13 octobre 2021  10:48 ,13 octobre 2021  12:20 ,91.0,19.43,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.41,0.54,1.73,3.24
3808688.0,Finished,13 octobre 2021  10:48 ,13 octobre 2021  12:24 ,96.0,18.62,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.14,0.54,1.73,2.70
3804270.0,Finished,14 octobre 2021  6:01 ,14 octobre 2021  7:29 ,87.0,17.03,2.70,1.62,2.16,0.54,0.54,0.00,2.16,0.81,1.62,0.54,0.54,2.16,1.62
3803860.0,Finished,12 octobre 2021  4:04 ,12 octobre 2021  6:04 ,120.0,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-
28601465.0,Finished,13 octobre 2021  10:48 ,13 octobre 2021  12:24 ,96.0,19.19,2.70,1.62,1.89,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,2.70
28609336.0,Finished,11 octobre 2021  4:08 ,11 octobre 2021  5:45 ,96.0,17.00,2.57,1.22,2.16,0.54,0.54,0.00,2.16,0.41,1.62,0.54,0.27,1.73,3.24
21113008.0,Finished,12 octobre 2021  4:02 ,12 octobre 2021  5:38 ,96.0,16.40,2.70,1.62,2.16,0.27,0.18,0.00,2.16,0.81,1.62,0.54,0.54,2.16,1.62
21115553.0,Finished,11 octobre 2021  5:56 ,11 octobre 2021  6:13 ,17.2,18.51,2.70,1.62,2.16,0.54,0.54,0.00,2.16,0.68,1.62,0.54,0.54,2.16,3.24
28607963.0,Finished,13 octobre 2021  10:48 ,13 octobre 2021  12:29 ,101.0,19.86,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.41,0.54,2.16,3.24
28610440.0,Finished,11 octobre 2021  4:31 ,11 octobre 2021  6:05 ,94.0,17.84,2.70,1.62,2.16,0.54,0.54,0.00,1.35,0.81,1.62,0.54,0.54,2.16,3.24
3801962.0,Finished,12 octobre 2021  4:04 ,12 octobre 2021  5:41 ,97.0,18.46,2.70,1.62,2.16,0.54,0.54,0.54,1.62,1.62,1.62,0.41,0.54,1.30,3.24
21109706.0,Finished,14 octobre 2021  6:07 ,14 octobre 2021  8:07 ,120.0,13.77,2.43,1.62,2.16,0.27,0.18,0.54,2.16,0.68,1.62,0.54,0.27,1.30,0.00
28603394.0,Finished,11 octobre 2021  3:58 ,11 octobre 2021  5:37 ,99.0,18.65,2.43,1.62,2.16,0.27,0.54,0.00,2.16,1.62,1.35,0.54,0.54,2.16,3.24
28600844.0,Finished,13 octobre 2021  10:48 ,13 octobre 2021  12:14 ,85.0,14.46,2.70,1.62,2.16,0.27,0.54,0.00,0.54,0.27,1.62,0.41,0.54,2.16,1.62
28610497.0,Finished,11 octobre 2021  3:58 ,11 octobre 2021  5:45 ,106.0,15.53,1.76,1.62,2.16,0.27,0.18,0.54,2.16,0.68,1.62,0.54,0.54,1.30,2.16
21115204.0,Finished,11 octobre 2021  3:58 ,11 octobre 2021  5:40 ,102.0,18.51,2.70,1.62,2.16,0.54,0.54,0.00,2.16,0.68,1.62,0.54,0.54,2.16,3.24
21112734.0,Finished,11 octobre 2021  4:11 ,11 octobre 2021  5:35 ,83.0,19.05,2.70,1.62,2.16,0.54,0.54,0.54,2.16,0.68,1.62,0.54,0.54,2.16,3.24
28602627.0,Finished,12 octobre 2021  4:05 ,12 octobre 2021  5:40 ,94.0,17.41,1.76,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.41,0.54,1.73,2.70
21114737.0,Finished,12 octobre 2021  4:06 ,12 octobre 2021  5:43 ,97.0,13.82,1.35,1.62,2.16,0.54,0.36,0.00,1.35,0.27,1.62,0.54,0.54,1.30,2.16
3804195.0,Finished,11 octobre 2021  4:03 ,11 octobre 2021  6:00 ,116.0,16.03,2.70,1.62,2.16,0.54,0.54,0.00,2.16,0.81,1.62,0.41,0.54,1.30,1.62
3802503.0,Finished,11 octobre 2021  4:01 ,11 octobre 2021  5:44 ,103.0,12.59,2.43,0.81,2.16,0.54,0.54,0.00,1.35,0.27,1.62,0.27,0.54,0.43,1.62
28720090.0,Finished,14 octobre 2021  6:02 ,14 octobre 2021  7:31 ,89.0,19.19,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.27,2.16,3.24
3407463.0,Finished,11 octobre 2021  4:05 ,11 octobre 2021  5:35 ,89.0,17.03,1.76,1.62,2.16,0.54,0.54,0.54,1.89,1.49,1.62,0.54,0.00,2.16,2.16
3677161.0,Finished,12 octobre 2021  4:05 ,12 octobre 2021  6:00 ,114.0,19.19,2.70,1.62,2.16,0.54,0.54,0.54,2.16,0.81,1.62,0.54,0.54,2.16,3.24
28603418.0,Finished,11 octobre 2021  4:07 ,11 octobre 2021  5:35 ,88.0,18.65,2.70,1.62,2.16,0.27,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,2.16
28607538.0,Finished,12 octobre 2021  4:05 ,12 octobre 2021  5:43 ,98.0,17.30,2.70,1.62,2.16,0.54,0.54,0.00,2.16,0.54,1.62,0.54,0.54,2.16,2.16
3407716.0,Finished,12 octobre 2021  4:07 ,12 octobre 2021  5:32 ,85.0,18.05,2.43,1.62,2.16,0.27,0.54,0.54,2.16,1.62,1.62,0.54,0.54,1.30,2.70
3674474.0,Finished,11 octobre 2021  4:04 ,11 octobre 2021  6:04 ,120.0,13.84,2.70,1.62,2.16,0.54,0.54,0.54,0.27,1.62,1.62,0.54,0.27,0.86,0.54
28604190.0,Finished,12 octobre 2021  4:04 ,12 octobre 2021  5:38 ,94.0,19.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.41,0.54,1.30,3.24
21113747.0,Finished,11 octobre 2021  3:58 ,11 octobre 2021  5:29 ,90.0,16.76,2.70,1.62,2.16,0.54,0.54,0.00,1.35,0.27,1.62,0.54,0.54,2.16,2.70
3800028.0,Finished,11 octobre 2021  4:00 ,11 octobre 2021  5:38 ,98.0,16.76,2.70,1.62,1.89,0.54,0.54,0.00,1.62,0.54,1.62,0.54,0.27,2.16,2.70
28607117.0,Finished,11 octobre 2021  4:12 ,11 octobre 2021  6:00 ,108.0,16.70,2.70,1.62,2.16,0.54,0.54,0.00,1.35,0.54,1.62,0.54,0.54,1.30,3.24
28620112.0,Finished,14 octobre 2021  6:00 ,14 octobre 2021  7:11 ,71.0,17.66,2.70,1.62,2.16,0.27,0.36,0.00,1.62,0.81,1.62,0.54,0.54,2.16,3.24
28602386.0,Finished,14 octobre 2021  6:02 ,14 octobre 2021  7:11 ,68.0,19.05,2.70,1.62,2.16,0.54,0.54,0.54,2.16,0.68,1.62,0.54,0.54,2.16,3.24
28600769.0,Finished,13 octobre 2021  10:45 ,13 octobre 2021  12:26 ,100.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28606830.0,Finished,11 octobre 2021  4:05 ,11 octobre 2021  5:51 ,106.0,18.22,2.30,1.62,2.16,0.54,0.54,0.54,2.16,0.68,1.62,0.54,0.54,1.73,3.24
28600492.0,Finished,11 octobre 2021  3:57 ,11 octobre 2021  5:16 ,78.0,18.01,2.70,1.62,2.16,0.54,0.36,0.54,1.89,0.95,1.62,0.54,0.54,1.30,3.24
28711440.0,Finished,11 octobre 2021  3:59 ,11 octobre 2021  5:50 ,110.0,17.43,2.57,1.62,2.16,0.27,0.54,0.00,2.16,0.41,1.62,0.41,0.27,2.16,3.24
28600464.0,Finished,12 octobre 2021  4:01 ,12 octobre 2021  5:53 ,112.0,15.01,2.70,1.62,2.16,0.27,0.36,0.54,2.16,0.00,1.62,0.54,0.54,0.86,1.62
28506638.0,Finished,13 octobre 2021  10:48 ,13 octobre 2021  12:20 ,92.0,18.62,2.43,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.08,0.41,0.54,1.73,3.24
3800477.0,Finished,15 octobre 2021  12:27 ,15 octobre 2021  2:05 ,98.0,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-
28604304.0,Finished,11 octobre 2021  3:58 ,11 octobre 2021  5:44 ,106.0,16.95,2.70,1.62,2.16,0.27,0.36,0.00,2.16,0.00,1.62,0.54,0.54,1.73,3.24
3708782.0,Finished,12 octobre 2021  4:04 ,12 octobre 2021  5:39 ,95.0,15.57,2.70,1.62,2.16,0.27,0.54,0.54,2.16,0.81,1.62,0.54,0.54,0.43,1.62
28610448.0,Finished,13 octobre 2021  10:48 ,13 octobre 2021  12:23 ,94.0,16.46,1.76,1.62,2.16,0.27,0.54,0.54,2.16,1.62,1.62,0.27,0.54,1.73,1.62
28610117.0,Finished,14 octobre 2021  6:02 ,14 octobre 2021  7:53 ,111.0,17.57,2.70,1.62,2.16,0.54,0.54,0.00,2.16,0.81,1.08,0.54,0.54,2.16,2.70
