ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.05,Q. 2 /1.58,Q. 3 /0.53,Q. 4 /0.53,Q. 5 /0.53,Q. 6 /1.58,Q. 7 /0.53,Q. 8 /0.53,Q. 9 /1.58,Q. 10 /1.05,Q. 11 /3.68,Q. 12 /0.53,Q. 13 /4.21,Q. 14 /2.11
3670527.0,Finished,11 December 2020  11:39 AM,11 December 2020  12:27 PM,48.08,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3700191.0,Finished,11 December 2020  5:02 PM,11 December 2020  5:51 PM,48.88,15.79,1.05,0.53,0.53,0.00,0.53,1.58,0.53,0.53,1.05,1.05,3.68,0.53,3.16,1.05
3803468.0,Finished,11 December 2020  11:50 AM,11 December 2020  12:36 PM,46.2,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3802500.0,Finished,11 December 2020  5:46 PM,11 December 2020  5:54 PM,7.77,15.79,1.05,0.53,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,2.11
3671086.0,Finished,11 December 2020  10:45 AM,11 December 2020  12:20 PM,95.0,16.32,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,2.11
3670280.0,Finished,11 December 2020  10:53 AM,11 December 2020  12:19 PM,85.0,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3671439.0,Finished,7 December 2020  6:24 PM,7 December 2020  7:31 PM,67.0,14.74,0.53,1.58,0.53,0.00,0.53,1.05,0.00,0.53,1.58,1.05,2.11,0.53,2.63,2.11
3971070.0,Finished,11 December 2020  5:06 PM,11 December 2020  6:40 PM,94.0,13.68,1.05,1.05,0.53,0.00,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3670050.0,Finished,11 December 2020  4:37 PM,11 December 2020  5:54 PM,76.0,14.74,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,3.16,0.00
3800364.0,Finished,11 December 2020  4:21 PM,11 December 2020  6:03 PM,101.0,14.74,1.05,1.58,0.53,0.53,0.53,1.58,0.53,0.53,1.05,1.05,0.00,0.53,3.16,2.11
28717021.0,Finished,11 December 2020  5:13 PM,11 December 2020  5:26 PM,13.57,11.58,0.53,0.00,0.53,0.00,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3802291.0,Finished,7 December 2020  4:16 PM,7 December 2020  5:52 PM,96.0,9.47,0.00,0.00,0.53,0.00,0.00,1.05,0.53,0.53,1.58,1.05,3.16,0.53,0.53,0.00
3801474.0,Finished,9 December 2020  10:58 AM,9 December 2020  11:48 AM,50.68,17.89,1.05,1.58,0.53,0.53,0.53,1.58,0.00,0.53,1.05,1.05,3.68,0.53,3.16,2.11
3301246.0,Finished,10 December 2020  9:36 PM,10 December 2020  10:38 PM,61.0,18.95,1.05,1.58,0.53,0.53,0.53,1.58,0.53,0.53,1.58,1.05,3.68,0.53,3.16,2.11
3703993.0,Finished,11 December 2020  4:29 PM,11 December 2020  5:58 PM,88.0,15.79,1.05,0.53,0.53,0.53,0.53,1.58,0.53,0.53,1.05,1.05,3.16,0.53,2.11,2.11
3802621.0,Finished,9 December 2020  11:05 AM,9 December 2020  12:31 PM,86.0,15.79,1.05,0.53,0.53,0.00,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,3.68,2.11
3803961.0,Finished,11 December 2020  4:40 PM,11 December 2020  6:24 PM,104.0,12.63,0.53,1.05,0.53,0.53,0.00,1.05,0.00,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3671913.0,Finished,7 December 2020  6:21 PM,7 December 2020  6:55 PM,34.28,15.79,1.05,1.05,0.53,0.00,0.53,1.05,0.53,0.53,1.58,1.05,3.16,0.53,3.16,1.05
3700565.0,Finished,11 December 2020  5:10 PM,11 December 2020  6:03 PM,52.27,13.68,1.05,1.58,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,0.00,0.53,2.63,2.11
3803009.0,Finished,11 December 2020  5:36 PM,11 December 2020  6:56 PM,79.0,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3800446.0,Finished,7 December 2020  4:37 PM,7 December 2020  5:57 PM,80.0,13.68,0.00,1.58,0.53,0.53,0.53,1.58,0.53,0.53,1.05,1.05,2.63,0.53,2.63,0.00
3803454.0,Finished,9 December 2020  11:43 AM,9 December 2020  12:42 PM,58.93,11.58,0.53,0.53,0.53,0.53,0.53,1.05,0.00,0.53,1.05,1.05,3.16,0.53,1.58,0.00
3802614.0,Finished,11 December 2020  10:50 AM,11 December 2020  12:29 PM,98.0,13.16,1.05,0.53,0.53,0.53,0.53,1.05,0.00,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3800511.0,Finished,9 December 2020  10:47 AM,9 December 2020  12:05 PM,78.0,17.37,1.05,1.58,0.53,0.00,0.53,1.58,0.53,0.00,1.05,1.05,3.68,0.53,3.16,2.11
28717024.0,Finished,9 December 2020  6:48 PM,9 December 2020  8:07 PM,79.0,10.00,0.53,0.00,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,1.05,0.53,2.63,0.00
3679357.0,Finished,11 December 2020  11:17 AM,11 December 2020  12:15 PM,57.3,13.68,1.05,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3802515.0,Finished,11 December 2020  5:38 PM,11 December 2020  6:29 PM,50.87,13.68,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.58,1.05,3.16,0.53,2.63,0.00
3703346.0,Finished,13 December 2020  7:32 AM,13 December 2020  8:45 AM,72.0,15.26,0.53,1.58,0.53,0.00,0.00,1.58,0.53,0.53,1.58,1.05,3.68,0.53,3.16,0.00
3711387.0,Finished,11 December 2020  4:40 PM,11 December 2020  6:13 PM,92.0,13.16,0.53,0.53,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3800256.0,Finished,9 December 2020  10:55 AM,9 December 2020  11:59 AM,63.0,17.89,1.05,1.05,0.53,0.53,0.53,1.58,0.53,0.53,1.05,1.05,3.68,0.53,3.16,2.11
3309168.0,Finished,11 December 2020  3:22 PM,11 December 2020  4:38 PM,76.0,13.68,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,1.05,0.53,3.16,1.05
3873784.0,Finished,11 December 2020  3:55 PM,11 December 2020  5:34 PM,98.0,15.26,0.53,0.53,0.00,0.00,0.53,1.05,0.00,0.53,1.05,1.05,3.16,0.53,4.21,2.11
3872354.0,Finished,11 December 2020  11:49 AM,11 December 2020  1:31 PM,102.0,16.32,1.05,0.53,0.53,0.53,0.53,1.58,0.00,0.00,1.05,1.05,3.68,0.53,3.16,2.11
3802420.0,Finished,11 December 2020  4:37 PM,11 December 2020  6:03 PM,85.0,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
2800282.0,Finished,10 December 2020  11:54 AM,10 December 2020  1:40 PM,105.0,9.47,0.53,0.53,0.53,0.00,0.53,1.05,0.00,0.53,1.05,-,2.11,-,2.63,-
3811132.0,Finished,11 December 2020  4:40 PM,11 December 2020  5:08 PM,27.92,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3415762.0,Finished,10 December 2020  10:51 AM,10 December 2020  12:32 PM,101.0,13.68,1.05,0.00,0.53,0.53,0.00,1.05,0.53,0.53,1.58,-,3.16,-,2.63,2.11
3803151.0,Finished,11 December 2020  5:46 PM,11 December 2020  6:34 PM,47.32,15.26,1.05,0.53,0.53,0.00,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,2.11
3800104.0,Finished,9 December 2020  10:55 AM,9 December 2020  12:12 PM,76.0,16.84,1.05,1.05,0.53,0.53,0.53,1.58,0.53,0.00,1.05,1.05,3.68,0.53,3.68,1.05
3703893.0,Finished,11 December 2020  10:51 AM,11 December 2020  12:16 PM,85.0,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3701184.0,Finished,11 December 2020  2:10 PM,11 December 2020  2:28 PM,18.73,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
28616082.0,Finished,11 December 2020  3:22 PM,11 December 2020  4:23 PM,60.0,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3802805.0,Finished,11 December 2020  4:58 PM,11 December 2020  6:23 PM,85.0,15.79,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,-,3.16,0.53,3.16,2.11
3971120.0,Finished,11 December 2020  2:46 PM,11 December 2020  4:30 PM,104.0,15.26,1.05,0.00,0.53,0.53,0.53,1.58,0.53,0.53,1.05,1.05,3.68,0.53,2.63,1.05
3670888.0,Finished,11 December 2020  5:44 PM,11 December 2020  6:49 PM,64.0,13.68,1.05,0.53,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
28705217.0,Finished,11 December 2020  1:40 PM,11 December 2020  2:25 PM,45.1,11.58,0.53,0.00,0.53,0.00,0.00,1.05,0.53,0.53,1.58,1.05,2.11,0.53,3.16,0.00
3970712.0,Finished,7 December 2020  4:09 PM,7 December 2020  5:56 PM,106.0,7.89,0.53,0.00,0.53,-,0.00,1.58,0.00,0.53,1.58,1.05,0.00,0.53,1.58,0.00
3800002.0,Finished,11 December 2020  4:37 PM,11 December 2020  5:54 PM,76.0,14.21,1.05,1.05,0.53,0.00,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,3.16,0.00
3700451.0,Finished,11 December 2020  4:14 PM,11 December 2020  5:00 PM,46.75,16.32,1.05,1.58,0.53,0.53,0.53,1.05,0.53,0.00,1.58,1.05,2.11,0.53,3.16,2.11
28503374.0,Finished,9 December 2020  11:22 AM,9 December 2020  12:33 PM,71.0,16.84,1.05,1.58,0.53,0.53,0.53,1.05,0.00,0.53,1.05,1.05,2.63,0.53,3.68,2.11
3800274.0,Finished,11 December 2020  11:01 AM,11 December 2020  12:33 PM,91.0,5.79,1.05,0.00,0.53,-,0.00,1.58,0.53,0.53,1.58,-,-,-,-,-
3407325.0,Finished,11 December 2020  1:38 PM,11 December 2020  2:33 PM,55.08,18.42,1.05,1.58,0.53,0.53,0.53,1.58,0.53,0.53,1.58,1.05,3.68,0.53,2.63,2.11
28614283.0,Finished,7 December 2020  3:53 PM,7 December 2020  4:32 PM,39.8,17.37,1.05,1.05,0.53,0.00,0.53,1.58,0.53,0.53,1.05,1.05,3.68,0.53,3.16,2.11
3804264.0,Finished,11 December 2020  4:15 PM,11 December 2020  5:38 PM,82.0,18.95,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.58,1.05,3.68,0.53,4.21,2.11
3802892.0,Finished,11 December 2020  4:55 PM,11 December 2020  6:10 PM,74.0,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3874133.0,Finished,11 December 2020  2:55 PM,11 December 2020  3:01 PM,6.82,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3703339.0,Finished,11 December 2020  5:42 PM,11 December 2020  7:00 PM,77.0,4.21,0.00,0.00,0.53,-,0.53,1.05,0.53,0.53,1.05,-,-,-,0.00,0.00
3201608.0,Finished,11 December 2020  10:51 AM,11 December 2020  12:15 PM,83.0,12.63,0.00,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3672502.0,Finished,11 December 2020  4:17 PM,11 December 2020  5:58 PM,100.0,7.89,0.00,0.53,0.53,0.00,0.00,1.05,0.53,-,1.05,1.05,-,-,3.16,-
3802984.0,Finished,11 December 2020  4:05 PM,11 December 2020  5:43 PM,97.0,18.42,1.05,1.58,0.53,0.53,0.53,1.58,0.53,0.53,1.05,1.05,3.68,0.53,3.16,2.11
3801996.0,Finished,11 December 2020  3:27 PM,11 December 2020  4:32 PM,64.0,15.26,1.05,0.00,0.53,0.53,0.53,1.58,0.53,0.53,1.05,1.05,3.68,0.53,2.63,1.05
3706648.0,Finished,10 December 2020  5:13 PM,10 December 2020  5:58 PM,45.72,13.68,1.05,0.00,0.53,0.53,0.53,1.58,0.00,0.53,1.05,1.05,3.68,0.53,2.63,0.00
3700914.0,Finished,11 December 2020  5:09 PM,11 December 2020  6:52 PM,102.0,12.63,0.53,0.53,0.53,0.00,0.53,1.05,0.00,0.53,1.05,1.05,3.16,0.53,3.16,-
3800559.0,Finished,10 December 2020  10:07 PM,10 December 2020  11:14 PM,66.0,15.26,1.05,1.05,0.53,0.53,0.53,1.05,0.00,0.53,1.05,1.05,2.63,0.53,2.63,2.11
3700052.0,Finished,11 December 2020  10:50 AM,11 December 2020  12:11 PM,80.0,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3804472.0,Finished,11 December 2020  4:26 PM,11 December 2020  5:24 PM,58.55,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
28007865.0,Finished,7 December 2020  4:07 PM,7 December 2020  4:45 PM,37.85,17.37,1.05,1.58,0.53,0.00,0.53,1.05,0.53,0.53,1.05,1.05,3.68,0.53,3.16,2.11
3670334.0,Finished,11 December 2020  11:22 AM,11 December 2020  12:37 PM,75.0,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3700044.0,Finished,9 December 2020  3:22 PM,9 December 2020  5:06 PM,103.0,1.05,-,-,0.00,-,0.00,-,0.53,0.53,0.00,-,0.00,-,-,-
3702332.0,Finished,11 December 2020  4:20 PM,11 December 2020  6:04 PM,103.0,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3872484.0,Finished,9 December 2020  3:22 PM,9 December 2020  5:05 PM,102.0,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3970770.0,Finished,10 December 2020  10:49 PM,11 December 2020  12:34 AM,105.0,12.63,1.05,0.00,0.53,0.53,0.53,1.05,0.53,-,1.58,1.05,2.11,0.53,3.16,0.00
3413637.0,Finished,11 December 2020  4:37 PM,11 December 2020  6:01 PM,84.0,13.68,0.53,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3802658.0,Finished,11 December 2020  4:12 PM,11 December 2020  5:51 PM,98.0,13.16,0.53,1.05,0.53,0.53,0.00,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3520893.0,Finished,11 December 2020  5:01 PM,11 December 2020  6:35 PM,94.0,12.63,0.53,0.53,0.53,0.00,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
3800131.0,Finished,11 December 2020  11:57 AM,11 December 2020  12:26 PM,28.8,16.32,1.05,0.53,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,3.16,2.11
3800297.0,Finished,11 December 2020  11:13 AM,11 December 2020  12:27 PM,74.0,16.32,1.05,0.53,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,3.16,2.11
2351624.0,Finished,11 December 2020  11:48 AM,11 December 2020  1:17 PM,89.0,9.47,0.00,0.00,0.00,-,0.53,1.58,0.00,0.53,1.58,1.05,0.53,0.53,3.16,-
3710230.0,Finished,11 December 2020  4:34 PM,11 December 2020  5:42 PM,67.0,14.21,1.05,1.05,0.53,0.53,0.53,1.05,0.53,0.53,1.05,1.05,3.16,0.53,2.63,0.00
28008879.0,Finished,11 December 2020  4:03 PM,11 December 2020  5:49 PM,105.0,4.21,0.53,0.00,0.53,-,0.53,1.05,0.53,-,1.05,-,-,-,-,-
3709947.0,Finished,11 December 2020  4:01 PM,11 December 2020  5:25 PM,84.0,13.16,1.05,0.00,0.53,0.53,0.53,1.05,0.53,0.00,1.05,1.05,3.16,0.53,2.11,1.05
3708962.0,Finished,9 December 2020  2:22 PM,9 December 2020  3:20 PM,58.45,14.21,1.05,1.58,0.53,0.53,0.53,1.05,0.00,0.00,1.05,1.05,2.11,0.53,3.16,1.05
3680880.0,Finished,11 December 2020  5:26 PM,11 December 2020  6:59 PM,92.0,14.74,1.05,1.05,0.53,0.00,0.53,1.58,0.53,0.53,1.58,1.05,2.11,0.53,1.58,2.11
