ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.33,Q. 2 /4.67,Q. 3 /1.33,Q. 4 /2.67,Q. 5 /3.33,Q. 6 /4.67
3703346.0,Finished,8 January 2021  10:40 AM,8 January 2021  11:27 AM,47.25,14.63,3.00,2.67,0.67,2.07,3.33,2.89
3711387.0,Finished,8 January 2021  4:02 PM,8 January 2021  4:58 PM,55.4,19.11,3.33,4.67,1.33,2.67,2.67,4.44
3800256.0,Finished,6 January 2021  10:48 AM,6 January 2021  11:46 AM,58.4,13.11,2.00,0.67,0.67,2.67,3.33,3.78
3309168.0,Finished,8 January 2021  4:16 PM,8 January 2021  4:41 PM,24.72,18.78,2.33,4.67,1.33,2.67,3.33,4.44
3873784.0,Finished,8 January 2021  4:11 PM,8 January 2021  5:36 PM,84.0,15.26,3.33,4.00,-,2.37,2.00,3.56
3872354.0,Finished,4 January 2021  4:18 PM,4 January 2021  5:27 PM,68.0,18.67,3.33,4.67,0.67,2.67,3.33,4.00
3802420.0,Finished,8 January 2021  1:01 PM,8 January 2021  1:27 PM,25.52,19.78,3.33,4.67,1.33,2.67,3.33,4.44
2800282.0,Finished,18 January 2021  10:46 AM,18 January 2021  12:08 PM,81.0,13.63,3.33,0.67,0.00,2.07,3.33,4.22
3811132.0,Finished,8 January 2021  3:19 PM,8 January 2021  3:46 PM,26.82,18.81,3.33,4.67,1.33,1.48,3.33,4.67
3803151.0,Finished,8 January 2021  4:39 PM,8 January 2021  5:18 PM,38.77,19.78,3.33,4.67,1.33,2.67,3.33,4.44
3800104.0,Finished,6 January 2021  10:57 AM,6 January 2021  11:41 AM,43.58,14.93,3.00,3.33,0.00,2.37,2.67,3.56
3703893.0,Finished,8 January 2021  10:48 AM,8 January 2021  12:06 PM,78.0,19.78,3.33,4.67,1.33,2.67,3.33,4.44
3701184.0,Finished,7 January 2021  11:30 PM,7 January 2021  11:58 PM,28.55,19.48,3.33,4.67,1.33,2.37,3.33,4.44
28616082.0,Finished,8 January 2021  4:09 PM,8 January 2021  5:19 PM,70.0,19.56,3.33,4.67,1.33,2.67,3.33,4.22
3802805.0,Finished,8 January 2021  4:00 PM,8 January 2021  5:27 PM,86.0,19.78,3.33,4.67,1.33,2.67,3.33,4.44
3971120.0,Finished,8 January 2021  3:47 PM,8 January 2021  4:51 PM,64.0,19.48,3.33,4.67,1.33,2.37,3.33,4.44
3670888.0,Finished,8 January 2021  4:53 PM,8 January 2021  5:39 PM,46.4,19.33,3.33,4.67,1.33,2.67,2.67,4.67
28705217.0,Finished,7 January 2021  6:25 PM,7 January 2021  7:11 PM,46.03,13.33,2.67,2.67,0.00,2.67,3.33,2.00
3970712.0,Finished,7 January 2021  10:30 PM,7 January 2021  11:11 PM,40.83,17.11,3.33,4.67,1.33,2.67,1.33,3.78
3800002.0,Finished,8 January 2021  2:58 PM,8 January 2021  3:40 PM,42.2,18.81,3.33,4.67,0.67,2.37,3.33,4.44
3700451.0,Finished,8 January 2021  4:04 PM,8 January 2021  5:13 PM,69.0,12.22,3.33,0.67,0.00,2.67,3.33,2.22
28503374.0,Finished,6 January 2021  10:46 AM,6 January 2021  12:05 PM,78.0,19.78,3.33,4.67,1.33,2.67,3.33,4.44
3407325.0,Finished,8 January 2021  3:59 PM,8 January 2021  5:37 PM,97.0,15.70,3.33,4.67,1.33,2.37,3.33,0.67
28614283.0,Finished,4 January 2021  4:24 PM,4 January 2021  5:16 PM,51.98,18.44,3.33,4.67,0.67,2.67,3.33,3.78
3804264.0,Finished,8 January 2021  4:20 PM,8 January 2021  5:15 PM,54.65,19.33,3.33,4.67,1.33,2.67,2.67,4.67
3874133.0,Finished,8 January 2021  12:34 PM,8 January 2021  12:40 PM,5.87,18.48,3.00,4.67,0.67,2.37,3.33,4.44
