ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /2.70,Q. 2 /1.62,Q. 3 /2.16,Q. 4 /0.54,Q. 5 /0.54,Q. 6 /0.54,Q. 7 /2.16,Q. 8 /1.62,Q. 9 /1.62,Q. 10 /0.54,Q. 11 /0.54,Q. 12 /2.16,Q. 13 /3.24
28708977.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:41 PM,101.0,18.30,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.41,0.27,0.86,3.24
21218709.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:30 PM,90.0,19.19,2.70,1.62,2.16,0.54,0.54,0.00,1.89,1.62,1.62,0.54,0.54,2.16,3.24
28614730.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:35 PM,95.0,18.04,2.70,1.62,2.16,0.54,0.36,0.54,2.16,0.27,1.62,0.54,0.54,1.73,3.24
28707797.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:37 PM,97.0,17.89,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.27,0.86,2.70
28706415.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:45 PM,105.0,18.38,2.70,0.81,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.27,2.16,2.70
28706087.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:33 PM,93.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28716428.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:42 PM,102.0,18.92,2.70,1.62,2.16,0.54,0.54,0.00,1.89,1.35,1.62,0.54,0.54,2.16,3.24
28630611.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:37 PM,97.0,19.03,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,1.73,2.70
28718775.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:55 PM,115.0,19.57,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,1.73,3.24
3804494.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:32 PM,92.0,17.65,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.22,1.62,0.54,0.54,1.30,2.70
21212519.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:57 PM,117.0,13.10,2.70,1.62,1.89,0.27,0.18,-,0.00,0.27,1.62,0.27,0.27,1.30,2.70
3971297.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:28 PM,88.0,14.00,1.76,1.62,1.89,0.54,0.54,0.00,0.81,0.27,1.62,0.14,0.27,1.30,3.24
28706664.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:34 PM,93.0,19.46,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,2.70
3872127.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:33 PM,93.0,17.41,2.70,1.62,1.89,0.27,0.54,0.54,1.35,0.81,1.62,0.54,0.54,1.73,3.24
21208501.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:25 PM,84.0,19.19,2.70,1.62,2.16,0.27,0.54,0.00,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28617316.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:57 PM,117.0,13.13,1.76,1.62,2.16,0.27,0.18,-,0.00,0.27,1.62,0.27,0.54,1.73,2.70
3803110.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:50 PM,110.0,15.78,2.70,1.62,1.89,0.54,0.54,0.00,0.27,0.54,1.62,0.54,0.54,1.73,3.24
28720263.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:27 PM,86.0,19.14,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,1.30,3.24
21207306.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:25 PM,84.0,17.64,2.70,1.42,2.16,0.54,0.54,0.54,1.35,0.81,1.62,0.54,0.54,2.16,2.70
28706848.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:05 PM,65.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28725032.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:10 PM,70.0,16.16,2.16,1.62,2.16,0.54,0.54,0.00,1.35,0.81,1.62,0.54,0.27,1.30,3.24
3520774.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:52 PM,111.0,18.20,2.70,1.62,2.16,0.54,0.36,0.54,1.35,0.81,1.62,0.54,0.54,2.16,3.24
28707404.0,Finished,10 October 2022  4:00 PM,10 October 2022  6:00 PM,120.0,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-
28706112.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:37 PM,96.0,19.82,2.70,1.62,2.16,0.54,0.36,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28707798.0,Finished,10 October 2022  4:00 PM,10 October 2022  5:40 PM,99.0,15.51,2.57,1.62,2.16,0.54,0.54,0.00,1.89,0.41,1.62,0.54,0.27,1.73,1.62
28706138.0,Finished,10 October 2022  4:01 PM,10 October 2022  5:34 PM,92.0,18.92,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.54,2.16,2.70
28632942.0,Finished,10 October 2022  4:01 PM,10 October 2022  5:12 PM,71.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
21201851.0,Finished,10 October 2022  4:01 PM,10 October 2022  5:59 PM,117.0,14.91,1.08,1.62,2.16,0.27,0.18,0.00,1.35,0.81,1.62,0.41,0.54,2.16,2.70
28631029.0,Finished,10 October 2022  4:01 PM,10 October 2022  5:42 PM,101.0,18.49,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.54,1.73,2.70
28711811.0,Finished,10 October 2022  4:01 PM,10 October 2022  5:18 PM,76.0,15.68,2.70,1.62,1.89,0.27,0.54,0.00,0.81,0.41,1.62,0.41,0.54,2.16,2.70
3800655.0,Finished,10 October 2022  4:01 PM,10 October 2022  5:47 PM,106.0,17.81,2.70,1.62,2.16,0.27,0.54,0.00,2.16,0.68,1.62,0.54,0.54,1.73,3.24
28707726.0,Finished,10 October 2022  4:01 PM,10 October 2022  5:48 PM,106.0,17.77,2.70,1.62,2.16,0.54,0.36,0.00,2.16,1.62,1.62,0.54,0.54,1.73,2.16
28706879.0,Finished,10 October 2022  4:02 PM,10 October 2022  5:39 PM,97.0,19.46,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.54,2.16,3.24
21215887.0,Finished,10 October 2022  4:03 PM,10 October 2022  5:31 PM,88.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
21200169.0,Finished,10 October 2022  4:03 PM,10 October 2022  5:46 PM,102.0,18.27,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,0.43,3.24
28706411.0,Finished,10 October 2022  4:03 PM,10 October 2022  5:45 PM,102.0,19.46,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28706052.0,Finished,10 October 2022  4:03 PM,10 October 2022  5:45 PM,101.0,17.68,2.70,1.62,2.16,0.54,0.54,0.00,1.62,0.81,1.62,0.54,0.54,1.73,3.24
21212724.0,Finished,10 October 2022  4:04 PM,10 October 2022  5:37 PM,93.0,18.08,2.70,1.62,1.89,0.27,0.54,0.00,2.16,1.62,1.62,0.41,0.27,1.73,3.24
28707365.0,Finished,10 October 2022  4:05 PM,10 October 2022  5:45 PM,100.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28620097.0,Finished,10 October 2022  4:07 PM,10 October 2022  5:49 PM,101.0,14.86,2.70,1.62,2.16,0.54,0.54,0.00,0.54,0.27,1.62,0.54,0.54,2.16,1.62
28606787.0,Finished,10 October 2022  4:08 PM,10 October 2022  6:08 PM,120.0,14.41,2.70,1.62,2.16,0.27,0.36,0.00,1.62,0.81,1.62,0.54,0.54,2.16,-
28710344.0,Finished,10 October 2022  4:12 PM,10 October 2022  5:54 PM,101.0,17.84,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.54,0.54,2.16,1.62
21208283.0,Finished,10 October 2022  4:27 PM,10 October 2022  6:27 PM,120.0,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-
28610654.0,Finished,10 October 2022  5:16 PM,10 October 2022  7:16 PM,120.0,11.89,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,-,-,-,-,-
21119283.0,Finished,11 October 2022  3:47 PM,11 October 2022  5:17 PM,90.0,18.92,2.70,1.62,2.16,0.27,0.54,0.54,2.16,0.81,1.62,0.54,0.54,2.16,3.24
3802649.0,Finished,11 October 2022  3:48 PM,11 October 2022  5:16 PM,87.0,19.73,2.70,1.62,2.16,0.27,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28711733.0,Finished,11 October 2022  3:49 PM,11 October 2022  5:27 PM,98.0,19.03,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,1.73,2.70
28608444.0,Finished,11 October 2022  3:49 PM,11 October 2022  5:06 PM,76.0,18.19,2.70,1.62,2.16,0.27,0.54,0.54,1.89,1.62,1.62,0.41,0.27,1.30,3.24
28711626.0,Finished,11 October 2022  3:49 PM,11 October 2022  5:06 PM,76.0,12.14,1.76,1.62,2.16,0.54,0.54,0.00,0.00,0.00,1.62,0.54,0.54,1.73,1.08
21215141.0,Finished,11 October 2022  3:50 PM,11 October 2022  5:14 PM,84.0,18.92,2.70,1.62,2.16,0.27,0.54,0.54,2.16,0.81,1.62,0.54,0.54,2.16,3.24
21218316.0,Finished,11 October 2022  3:51 PM,11 October 2022  5:36 PM,105.0,18.11,2.43,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,1.62
28709878.0,Finished,11 October 2022  3:51 PM,11 October 2022  5:15 PM,84.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
21200397.0,Finished,11 October 2022  3:51 PM,11 October 2022  5:38 PM,107.0,15.95,2.70,1.62,2.16,0.27,0.54,0.00,0.27,0.27,1.62,0.54,0.54,2.16,3.24
28706232.0,Finished,11 October 2022  3:51 PM,11 October 2022  4:59 PM,67.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
28706636.0,Finished,11 October 2022  3:51 PM,11 October 2022  5:21 PM,89.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
21200527.0,Finished,11 October 2022  3:51 PM,11 October 2022  5:27 PM,95.0,18.46,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.41,0.54,1.30,3.24
28706076.0,Finished,11 October 2022  3:53 PM,11 October 2022  4:46 PM,52.63,19.32,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.41,0.54,2.16,2.70
28707630.0,Finished,11 October 2022  3:54 PM,11 October 2022  5:06 PM,71.0,19.46,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,2.70
28705959.0,Finished,11 October 2022  3:55 PM,11 October 2022  5:05 PM,70.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
21208634.0,Finished,11 October 2022  3:58 PM,11 October 2022  5:14 PM,76.0,18.49,2.70,1.62,2.16,0.27,0.54,0.54,1.35,1.62,1.62,0.54,0.54,1.73,3.24
28618735.0,Finished,11 October 2022  4:00 PM,11 October 2022  5:35 PM,95.0,20.00,2.70,1.62,2.16,0.54,0.54,0.54,2.16,1.62,1.62,0.54,0.54,2.16,3.24
3803088.0,Finished,11 October 2022  4:00 PM,11 October 2022  5:27 PM,87.0,18.49,2.70,1.62,2.16,0.54,0.54,0.54,1.89,1.62,1.35,0.54,0.54,1.73,2.70
28706331.0,Finished,11 October 2022  4:01 PM,11 October 2022  4:50 PM,49.67,15.76,2.70,1.62,2.16,0.27,0.54,0.00,1.62,0.68,1.62,0.54,0.54,1.30,2.16
28706938.0,Finished,11 October 2022  4:01 PM,11 October 2022  5:22 PM,81.0,16.97,2.70,1.62,2.16,0.54,0.54,0.00,2.16,0.00,1.62,0.54,0.54,1.30,3.24
28711501.0,Finished,11 October 2022  4:04 PM,11 October 2022  5:55 PM,110.0,17.68,2.16,1.62,2.16,0.54,0.54,0.00,2.16,0.81,1.62,0.54,0.54,1.73,3.24
28705948.0,Finished,11 October 2022  4:04 PM,11 October 2022  5:13 PM,68.0,17.89,2.70,1.62,2.16,0.27,0.54,0.54,2.16,1.62,1.62,0.54,0.54,0.86,2.70
28713301.0,Finished,11 October 2022  4:05 PM,11 October 2022  6:05 PM,120.0,16.97,2.70,1.62,2.16,0.27,0.54,0.54,2.16,1.62,1.08,0.54,0.27,1.30,2.16
28610536.0,Finished,11 October 2022  4:06 PM,11 October 2022  5:37 PM,91.0,17.59,2.70,1.62,2.16,0.54,0.54,0.00,2.16,1.62,1.62,0.41,0.54,0.43,3.24
28707180.0,Finished,11 October 2022  4:06 PM,11 October 2022  5:23 PM,77.0,18.92,2.70,1.62,2.16,0.27,0.54,0.00,2.16,1.62,1.62,0.54,0.27,2.16,3.24
3672079.0,Finished,11 October 2022  4:09 PM,11 October 2022  6:09 PM,120.0,14.92,2.70,1.62,2.16,0.27,0.54,0.00,2.16,1.62,1.62,0.54,0.27,0.86,0.54
