ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /4.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /8.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /3.00,Q. 8 /1.00
3802501.0,Finished,7 December 2020  1:04 AM,7 December 2020  1:49 AM,44.97,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3803112.0,Finished,7 December 2020  1:22 AM,7 December 2020  1:33 AM,10.83,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28710978.0,Finished,6 December 2020  10:47 AM,6 December 2020  12:47 PM,119.0,12.00,2.00,0.00,0.00,8.00,1.00,1.00,0.00,0.00
3701404.0,Finished,6 December 2020  11:38 PM,7 December 2020  12:43 AM,64.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3700144.0,Finished,6 December 2020  8:37 PM,6 December 2020  10:21 PM,104.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3804929.0,Finished,7 December 2020  12:06 AM,7 December 2020  1:49 AM,102.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3208353.0,Finished,7 December 2020  2:17 AM,7 December 2020  4:06 AM,108.0,12.00,4.00,1.00,1.00,0.00,1.00,1.00,3.00,1.00
3670543.0,Finished,6 December 2020  8:26 PM,6 December 2020  8:54 PM,27.72,7.00,2.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3806311.0,Finished,6 December 2020  12:09 AM,6 December 2020  12:12 AM,3.3,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3710493.0,Finished,7 December 2020  6:34 AM,7 December 2020  7:48 AM,73.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3671340.0,Finished,6 December 2020  10:12 AM,6 December 2020  11:27 AM,74.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28717430.0,Finished,6 December 2020  10:33 PM,6 December 2020  11:43 PM,70.0,16.75,3.75,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3677177.0,Finished,6 December 2020  12:51 PM,6 December 2020  2:39 PM,108.0,4.50,2.50,1.00,0.00,0.00,0.00,0.00,0.00,1.00
28616068.0,Finished,6 December 2020  9:47 PM,6 December 2020  10:39 PM,51.78,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3670795.0,Finished,6 December 2020  2:20 PM,6 December 2020  3:35 PM,74.0,3.00,-,0.00,1.00,0.00,1.00,0.00,0.00,1.00
3801935.0,Finished,6 December 2020  11:59 PM,7 December 2020  12:52 AM,52.88,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3680559.0,Finished,30 November 2020  2:02 PM,30 November 2020  3:28 PM,85.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3677063.0,Finished,6 December 2020  9:57 PM,6 December 2020  10:00 PM,2.9,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3672216.0,Finished,6 December 2020  9:59 PM,6 December 2020  10:01 PM,1.9,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3677850.0,Finished,5 December 2020  2:14 PM,5 December 2020  2:37 PM,23.08,7.00,4.00,1.00,1.00,-,0.00,0.00,-,1.00
3971113.0,Finished,7 December 2020  12:33 AM,7 December 2020  1:01 AM,28.45,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28616582.0,Finished,7 December 2020  6:02 AM,7 December 2020  6:08 AM,5.53,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28507548.0,Finished,6 December 2020  7:59 PM,6 December 2020  8:27 PM,28.17,1.50,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00
3802696.0,Finished,6 December 2020  7:58 PM,6 December 2020  8:15 PM,16.73,5.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
28717951.0,Finished,7 December 2020  3:16 AM,7 December 2020  3:23 AM,6.87,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28614429.0,Finished,6 December 2020  6:40 PM,6 December 2020  8:04 PM,84.0,7.00,2.00,1.00,1.00,-,1.00,1.00,0.00,1.00
3803521.0,Finished,6 December 2020  5:59 PM,6 December 2020  7:28 PM,89.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3521310.0,Finished,6 December 2020  12:51 PM,6 December 2020  1:00 PM,9.05,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
3700288.0,Finished,6 December 2020  11:53 AM,6 December 2020  12:50 PM,57.38,7.00,2.00,1.00,1.00,-,1.00,1.00,0.00,1.00
3810883.0,Finished,30 November 2020  2:03 PM,30 November 2020  3:28 PM,85.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3802927.0,Finished,7 December 2020  1:26 AM,7 December 2020  1:35 AM,9.03,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3706553.0,Finished,6 December 2020  10:54 AM,6 December 2020  12:14 PM,79.0,14.00,2.00,1.00,1.00,8.00,1.00,1.00,0.00,0.00
3708951.0,Finished,6 December 2020  11:43 PM,7 December 2020  12:16 AM,33.37,16.00,4.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
28720090.0,Finished,7 December 2020  6:16 AM,7 December 2020  8:06 AM,109.0,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3701943.0,Finished,7 December 2020  12:18 AM,7 December 2020  12:40 AM,21.45,1.00,-,0.00,0.00,0.00,0.00,1.00,0.00,0.00
3302425.0,Finished,6 December 2020  5:34 PM,6 December 2020  6:58 PM,84.0,9.00,4.00,1.00,1.00,-,1.00,1.00,0.00,1.00
3801875.0,Finished,6 December 2020  7:33 PM,6 December 2020  7:59 PM,25.62,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3800455.0,Finished,1 December 2020  12:47 AM,1 December 2020  1:40 AM,53.17,7.00,2.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3700584.0,Finished,6 December 2020  8:17 PM,6 December 2020  9:47 PM,89.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3800333.0,Finished,6 December 2020  10:23 AM,6 December 2020  12:14 PM,110.0,8.00,4.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
3700463.0,Finished,6 December 2020  8:12 PM,6 December 2020  8:23 PM,10.78,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3800411.0,Finished,3 December 2020  11:40 AM,3 December 2020  12:28 PM,47.75,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3706539.0,Finished,30 November 2020  2:03 PM,30 November 2020  3:28 PM,85.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
28718098.0,Finished,7 December 2020  12:40 AM,7 December 2020  1:39 AM,59.4,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3520680.0,Finished,7 December 2020  5:16 AM,7 December 2020  5:23 AM,7.48,16.75,3.75,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3800042.0,Finished,6 December 2020  9:15 PM,6 December 2020  10:01 PM,46.65,15.00,2.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3520431.0,Finished,6 December 2020  9:53 PM,6 December 2020  10:36 PM,43.05,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3800417.0,Finished,6 December 2020  10:17 PM,6 December 2020  10:47 PM,29.35,14.00,2.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
3520375.0,Finished,6 December 2020  1:03 PM,6 December 2020  1:29 PM,25.42,7.00,2.00,1.00,1.00,-,1.00,1.00,0.00,1.00
3702742.0,Finished,6 December 2020  9:06 PM,6 December 2020  11:06 PM,119.0,14.75,1.75,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3872455.0,Finished,6 December 2020  11:09 PM,7 December 2020  12:40 AM,90.0,15.00,2.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3802719.0,Finished,6 December 2020  7:58 PM,6 December 2020  8:59 PM,60.0,7.50,3.50,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3802466.0,Finished,6 December 2020  8:18 PM,6 December 2020  10:10 PM,112.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3671094.0,Finished,6 December 2020  11:36 PM,7 December 2020  12:23 AM,47.7,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3803565.0,Finished,6 December 2020  8:30 PM,6 December 2020  8:55 PM,24.9,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3670777.0,Finished,6 December 2020  8:20 PM,6 December 2020  9:54 PM,93.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3702385.0,Finished,7 December 2020  8:21 AM,7 December 2020  8:29 AM,8.68,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3802999.0,Finished,6 December 2020  10:57 PM,6 December 2020  11:02 PM,5.22,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3700149.0,Finished,6 December 2020  9:25 PM,6 December 2020  9:29 PM,3.67,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3802342.0,Finished,6 December 2020  10:18 PM,6 December 2020  10:47 PM,29.08,13.00,1.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
3803025.0,Finished,7 December 2020  8:45 AM,7 December 2020  10:31 AM,106.0,15.00,2.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3971371.0,Finished,7 December 2020  5:06 AM,7 December 2020  6:24 AM,78.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3800494.0,Finished,6 December 2020  7:50 PM,6 December 2020  8:29 PM,39.6,5.75,1.75,1.00,1.00,0.00,1.00,0.00,0.00,1.00
28507556.0,Finished,2 December 2020  11:07 AM,2 December 2020  11:16 AM,9.82,0.00,-,-,-,-,-,-,-,-
3413360.0,Finished,5 December 2020  5:59 PM,5 December 2020  6:53 PM,54.15,7.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
3971280.0,Finished,7 December 2020  12:21 AM,7 December 2020  12:48 AM,27.03,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3702996.0,Finished,6 December 2020  10:36 PM,6 December 2020  11:02 PM,26.42,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3802811.0,Finished,7 December 2020  12:31 AM,7 December 2020  1:01 AM,29.8,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3801528.0,Finished,6 December 2020  9:35 PM,6 December 2020  10:03 PM,27.6,15.00,2.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28716768.0,Finished,7 December 2020  8:29 AM,7 December 2020  10:15 AM,105.0,8.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
3802881.0,Finished,5 December 2020  7:48 PM,5 December 2020  9:10 PM,82.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3709095.0,Finished,2 December 2020  10:36 AM,2 December 2020  11:06 AM,29.73,7.00,2.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3704090.0,Finished,6 December 2020  11:26 PM,7 December 2020  12:48 AM,82.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28718372.0,Finished,5 December 2020  1:21 PM,5 December 2020  2:47 PM,86.0,7.00,3.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3302184.0,Finished,7 December 2020  12:12 AM,7 December 2020  12:39 AM,27.37,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3802410.0,Finished,6 December 2020  1:39 PM,6 December 2020  1:44 PM,4.77,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3802713.0,Finished,6 December 2020  6:19 PM,6 December 2020  7:55 PM,96.0,7.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
3521322.0,Finished,7 December 2020  2:36 AM,7 December 2020  4:23 AM,107.0,4.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
28616887.0,Finished,6 December 2020  9:23 PM,6 December 2020  11:12 PM,109.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3700530.0,Finished,6 December 2020  11:49 PM,7 December 2020  12:34 AM,45.1,16.00,4.00,1.00,1.00,8.00,0.00,1.00,0.00,1.00
3800103.0,Finished,6 December 2020  6:57 PM,6 December 2020  7:49 PM,51.68,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3700640.0,Finished,6 December 2020  11:17 PM,7 December 2020  1:17 AM,119.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3805644.0,Finished,6 December 2020  10:18 PM,6 December 2020  10:47 PM,28.9,14.00,2.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
3800099.0,Finished,5 December 2020  6:21 PM,5 December 2020  7:53 PM,92.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3802336.0,Finished,7 December 2020  12:11 AM,7 December 2020  12:45 AM,34.28,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3710442.0,Finished,6 December 2020  9:07 PM,6 December 2020  9:11 PM,3.65,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3671035.0,Finished,6 December 2020  7:47 PM,6 December 2020  9:33 PM,105.0,6.00,2.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
28717834.0,Finished,6 December 2020  10:12 PM,6 December 2020  10:41 PM,29.23,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3670056.0,Finished,6 December 2020  10:23 PM,6 December 2020  11:47 PM,84.0,4.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00
3603619.0,Finished,6 December 2020  6:27 PM,6 December 2020  7:38 PM,71.0,16.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,0.00
3772433.0,Finished,6 December 2020  8:16 PM,6 December 2020  8:50 PM,33.98,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3711799.0,Finished,6 December 2020  6:38 PM,6 December 2020  7:41 PM,63.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3801695.0,Finished,6 December 2020  11:11 AM,6 December 2020  11:12 AM,1.45,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3800519.0,Finished,6 December 2020  8:15 PM,6 December 2020  9:28 PM,73.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3709743.0,Finished,2 December 2020  1:10 PM,2 December 2020  1:12 PM,2.47,8.75,3.75,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3705179.0,Finished,7 December 2020  1:00 AM,7 December 2020  1:48 AM,47.88,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3706599.0,Finished,30 November 2020  4:15 PM,30 November 2020  4:26 PM,10.28,0.00,-,-,-,-,-,-,-,-
3706599.0,Finished,6 December 2020  9:28 PM,6 December 2020  11:16 PM,107.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28712991.0,Finished,6 December 2020  11:36 PM,7 December 2020  1:19 AM,103.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28504995.0,Finished,6 December 2020  6:05 PM,6 December 2020  7:46 PM,100.0,8.00,4.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00
3520624.0,Finished,6 December 2020  3:42 PM,6 December 2020  4:33 PM,50.75,9.00,4.00,1.00,1.00,-,1.00,1.00,0.00,1.00
3971141.0,Finished,7 December 2020  12:21 AM,7 December 2020  12:27 AM,6.22,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3707173.0,Finished,7 December 2020  10:28 AM,7 December 2020  10:32 AM,3.65,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3801173.0,Finished,6 December 2020  2:20 PM,6 December 2020  2:28 PM,8.32,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28613397.0,Finished,1 December 2020  5:17 PM,1 December 2020  6:00 PM,42.87,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3875020.0,Finished,6 December 2020  8:20 PM,6 December 2020  9:41 PM,80.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3800422.0,Finished,5 December 2020  6:21 PM,5 December 2020  7:54 PM,92.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3876023.0,Finished,7 December 2020  9:20 AM,7 December 2020  10:38 AM,77.0,15.00,3.00,1.00,1.00,8.00,0.00,1.00,0.00,1.00
3802432.0,Finished,6 December 2020  8:36 PM,6 December 2020  10:35 PM,119.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3700421.0,Finished,3 December 2020  9:36 PM,3 December 2020  10:27 PM,51.22,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-,1.00
3971668.0,Finished,7 December 2020  12:04 AM,7 December 2020  12:54 AM,50.28,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3700479.0,Finished,6 December 2020  8:34 PM,6 December 2020  10:22 PM,108.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3700615.0,Finished,6 December 2020  9:56 PM,6 December 2020  11:55 PM,119.0,16.00,3.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3522190.0,Finished,6 December 2020  10:27 PM,6 December 2020  10:47 PM,20.37,8.00,4.00,1.00,1.00,0.00,1.00,0.00,-,1.00
3201218.0,Finished,6 December 2020  11:54 PM,7 December 2020  1:30 AM,96.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3803950.0,Finished,7 December 2020  12:01 AM,7 December 2020  12:35 AM,33.85,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3874897.0,Finished,6 December 2020  8:13 PM,6 December 2020  10:13 PM,120.0,6.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,-
3700041.0,Finished,7 December 2020  12:33 AM,7 December 2020  12:35 AM,2.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3803611.0,Finished,6 December 2020  9:07 PM,6 December 2020  9:13 PM,5.87,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28502791.0,Finished,6 December 2020  9:47 AM,6 December 2020  10:11 AM,23.87,7.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
3971165.0,Finished,6 December 2020  11:27 PM,6 December 2020  11:31 PM,3.35,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3802558.0,Finished,7 December 2020  12:51 AM,7 December 2020  1:55 AM,64.0,9.00,4.00,1.00,1.00,-,1.00,1.00,0.00,1.00
3670527.0,Finished,6 December 2020  10:45 PM,6 December 2020  10:48 PM,2.73,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3700191.0,Finished,30 November 2020  10:40 PM,1 December 2020  12:41 AM,120.0,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3803468.0,Finished,7 December 2020  5:10 AM,7 December 2020  6:45 AM,95.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3802500.0,Finished,6 December 2020  11:59 PM,7 December 2020  12:30 AM,30.72,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3671086.0,Finished,6 December 2020  10:03 PM,6 December 2020  11:18 PM,75.0,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3670280.0,Finished,6 December 2020  11:08 PM,6 December 2020  11:27 PM,19.63,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3671439.0,Finished,6 December 2020  10:00 PM,6 December 2020  11:56 PM,115.0,7.00,3.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3971070.0,Finished,6 December 2020  10:02 PM,6 December 2020  11:31 PM,88.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3670050.0,Finished,6 December 2020  9:32 PM,6 December 2020  9:58 PM,25.9,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3800364.0,Finished,6 December 2020  9:36 PM,6 December 2020  9:44 PM,8.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28717021.0,Finished,6 December 2020  10:10 PM,6 December 2020  11:01 PM,51.25,15.00,4.00,1.00,0.00,8.00,0.00,1.00,0.00,1.00
3802291.0,Finished,4 December 2020  11:25 PM,4 December 2020  11:53 PM,27.27,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
3801474.0,Finished,5 December 2020  5:00 PM,5 December 2020  6:34 PM,94.0,6.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3301246.0,Finished,6 December 2020  3:08 PM,6 December 2020  4:39 PM,90.0,16.00,4.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
3521154.0,Finished,7 December 2020  1:18 AM,7 December 2020  1:23 AM,5.27,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3703993.0,Finished,6 December 2020  9:12 PM,6 December 2020  9:33 PM,21.07,8.00,4.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
3802621.0,Finished,5 December 2020  6:26 PM,5 December 2020  7:24 PM,57.77,13.00,3.00,0.00,0.00,8.00,1.00,0.00,0.00,1.00
3671913.0,Finished,5 December 2020  1:55 PM,5 December 2020  3:25 PM,90.0,8.00,3.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3700565.0,Finished,6 December 2020  10:02 PM,6 December 2020  10:14 PM,12.4,6.00,2.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
3803009.0,Finished,6 December 2020  10:12 PM,6 December 2020  10:41 PM,28.93,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3800446.0,Finished,6 December 2020  10:20 AM,6 December 2020  12:05 PM,105.0,8.00,4.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
3803454.0,Finished,7 December 2020  2:04 AM,7 December 2020  3:04 AM,60.0,5.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
3802614.0,Finished,6 December 2020  10:45 PM,7 December 2020  12:43 AM,117.0,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3800511.0,Finished,5 December 2020  4:33 PM,5 December 2020  5:08 PM,35.33,7.00,2.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
28717024.0,Finished,6 December 2020  10:53 PM,6 December 2020  11:03 PM,10.35,15.00,4.00,1.00,0.00,8.00,0.00,1.00,0.00,1.00
3679357.0,Finished,6 December 2020  8:22 PM,6 December 2020  8:24 PM,1.57,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3802515.0,Finished,6 December 2020  9:32 PM,6 December 2020  9:49 PM,17.38,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3703346.0,Finished,6 December 2020  7:31 PM,6 December 2020  8:00 PM,28.18,6.00,2.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00
3800256.0,Finished,6 December 2020  8:30 PM,6 December 2020  9:22 PM,51.02,7.00,4.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
3309168.0,Finished,6 December 2020  7:40 PM,6 December 2020  8:59 PM,79.0,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3873784.0,Finished,6 December 2020  8:33 PM,6 December 2020  9:58 PM,85.0,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
3872354.0,Finished,6 December 2020  8:13 PM,6 December 2020  8:51 PM,37.85,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3802420.0,Finished,7 December 2020  1:16 AM,7 December 2020  1:24 AM,7.9,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
2800282.0,Finished,5 December 2020  7:46 PM,5 December 2020  9:46 PM,120.0,3.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
3811132.0,Finished,6 December 2020  10:53 PM,6 December 2020  11:36 PM,42.35,9.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
3415762.0,Finished,5 December 2020  6:34 PM,5 December 2020  7:08 PM,34.45,14.00,2.00,1.00,1.00,8.00,1.00,0.00,0.00,1.00
3803151.0,Finished,6 December 2020  11:45 PM,7 December 2020  12:26 AM,41.5,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
3800104.0,Finished,6 December 2020  9:14 PM,6 December 2020  10:46 PM,91.0,2.00,0.00,1.00,1.00,-,0.00,0.00,-,0.00
3703893.0,Finished,30 November 2020  10:40 PM,1 December 2020  12:40 AM,119.0,8.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
3701184.0,Finished,6 December 2020  11:18 PM,6 December 2020  11:27 PM,8.98,17.00,4.00,1.00,1.00,8.00,1.00,1.00,0.00,1.00
28616082.0,Finished,6 December 2020  8:44 PM,6 December 2020  10:44 PM,120.0,17.00,4.00,1.00,1.00,8.00,1.00,1.00,-,1.00
3802805.0,Finished,6 December 2020  4:33 PM,6 December 2020  5:23 PM,50.08,5.50,2.50,1.00,0.00,0.00,1.00,1.00,0.00,0.00
