ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.33,Q. 2 /8.67,Q. 3 /8.00
3709095.0,Finished,4 November 2020  9:44 AM,4 November 2020  10:38 AM,54.03,10.00,2.00,2.67,5.33
3704090.0,Finished,8 November 2020  7:07 PM,8 November 2020  8:45 PM,97.0,20.00,3.33,8.67,8.00
28718372.0,Finished,8 November 2020  10:31 AM,8 November 2020  11:03 AM,31.88,20.00,3.33,8.67,8.00
3302184.0,Finished,9 November 2020  12:50 AM,9 November 2020  1:10 AM,20.18,20.00,3.33,8.67,8.00
3802410.0,Finished,8 November 2020  5:25 PM,8 November 2020  5:30 PM,5.33,20.00,3.33,8.67,8.00
3802713.0,Finished,8 November 2020  4:46 PM,8 November 2020  6:05 PM,79.0,20.00,3.33,8.67,8.00
3521322.0,Finished,9 November 2020  2:42 AM,9 November 2020  3:19 AM,37.25,3.33,0.67,0.67,2.00
28616887.0,Finished,8 November 2020  9:50 PM,8 November 2020  10:34 PM,44.35,20.00,3.33,8.67,8.00
3700530.0,Finished,8 November 2020  11:25 PM,9 November 2020  12:23 AM,58.15,20.00,3.33,8.67,8.00
3800103.0,Finished,8 November 2020  3:09 PM,8 November 2020  5:09 PM,119.0,19.33,3.33,8.00,8.00
3700640.0,Finished,9 November 2020  1:04 AM,9 November 2020  2:50 AM,106.0,20.00,3.33,8.67,8.00
3805644.0,Finished,8 November 2020  9:33 PM,8 November 2020  9:50 PM,16.55,16.67,3.33,6.67,6.67
3800099.0,Finished,7 November 2020  4:55 PM,7 November 2020  5:50 PM,55.12,10.67,3.33,4.00,3.33
3802336.0,Finished,9 November 2020  1:35 AM,9 November 2020  2:03 AM,28.17,20.00,3.33,8.67,8.00
3710442.0,Finished,8 November 2020  5:53 PM,8 November 2020  6:05 PM,11.57,20.00,3.33,8.67,8.00
3671035.0,Finished,9 November 2020  1:00 AM,9 November 2020  1:37 AM,36.75,20.00,3.33,8.67,8.00
28717834.0,Finished,9 November 2020  12:19 AM,9 November 2020  1:01 AM,41.83,20.00,3.33,8.67,8.00
3670056.0,Finished,9 November 2020  4:50 AM,9 November 2020  5:05 AM,15.83,20.00,3.33,8.67,8.00
3603619.0,Finished,8 November 2020  1:11 PM,8 November 2020  1:52 PM,40.42,18.67,3.33,8.67,6.67
3772433.0,Finished,9 November 2020  8:56 AM,9 November 2020  9:16 AM,19.63,19.33,3.33,8.00,8.00
3711799.0,Finished,3 November 2020  12:05 AM,3 November 2020  12:27 AM,22.43,20.00,3.33,8.67,8.00
3801695.0,Finished,7 November 2020  9:43 PM,7 November 2020  10:25 PM,42.12,20.00,3.33,8.67,8.00
3800519.0,Finished,8 November 2020  9:37 PM,8 November 2020  10:00 PM,23.37,20.00,3.33,8.67,8.00
3709743.0,Finished,4 November 2020  12:35 PM,4 November 2020  12:59 PM,24.08,20.00,3.33,8.67,8.00
3705179.0,Finished,9 November 2020  2:12 AM,9 November 2020  2:57 AM,45.8,20.00,3.33,8.67,8.00
3802257.0,Finished,8 November 2020  12:07 PM,8 November 2020  12:47 PM,39.87,20.00,3.33,8.67,8.00
3706599.0,Finished,9 November 2020  12:02 AM,9 November 2020  12:36 AM,34.27,20.00,3.33,8.67,8.00
28712991.0,Finished,8 November 2020  11:43 PM,9 November 2020  12:24 AM,40.37,20.00,3.33,8.67,8.00
28504995.0,Finished,8 November 2020  7:25 PM,8 November 2020  8:48 PM,83.0,20.00,3.33,8.67,8.00
3520624.0,Finished,8 November 2020  5:39 PM,8 November 2020  6:25 PM,45.27,6.67,2.67,4.00,-
3971141.0,Finished,9 November 2020  12:54 AM,9 November 2020  1:26 AM,31.55,20.00,3.33,8.67,8.00
3707173.0,Finished,9 November 2020  1:46 AM,9 November 2020  2:18 AM,31.68,20.00,3.33,8.67,8.00
3801173.0,Finished,8 November 2020  5:20 PM,8 November 2020  5:25 PM,4.4,20.00,3.33,8.67,8.00
28613397.0,Finished,3 November 2020  9:30 AM,3 November 2020  9:42 AM,11.28,20.00,3.33,8.67,8.00
3875020.0,Finished,7 November 2020  7:45 PM,7 November 2020  8:47 PM,62.0,20.00,3.33,8.67,8.00
3702867.0,Finished,6 November 2020  5:27 PM,6 November 2020  6:25 PM,58.35,20.00,3.33,8.67,8.00
3800422.0,Finished,7 November 2020  4:55 PM,7 November 2020  5:50 PM,54.68,10.67,3.33,4.00,3.33
3876023.0,Finished,9 November 2020  9:10 AM,9 November 2020  10:44 AM,94.0,8.00,2.67,1.33,4.00
3802432.0,Finished,8 November 2020  9:18 PM,8 November 2020  9:25 PM,7.43,18.67,3.33,8.00,7.33
3700421.0,Finished,7 November 2020  3:24 PM,7 November 2020  4:02 PM,38.6,8.00,3.33,2.00,2.67
3971668.0,Finished,9 November 2020  8:32 AM,9 November 2020  10:20 AM,107.0,20.00,3.33,8.67,8.00
3700479.0,Finished,8 November 2020  4:39 PM,8 November 2020  4:50 PM,11.45,20.00,3.33,8.67,8.00
3700615.0,Finished,8 November 2020  6:26 PM,8 November 2020  7:47 PM,80.0,20.00,3.33,8.67,8.00
3522190.0,Finished,8 November 2020  4:30 PM,8 November 2020  4:46 PM,15.67,20.00,3.33,8.67,8.00
3201218.0,Finished,8 November 2020  6:10 PM,8 November 2020  6:32 PM,21.45,20.00,3.33,8.67,8.00
3803950.0,Finished,8 November 2020  11:11 PM,8 November 2020  11:38 PM,26.42,20.00,3.33,8.67,8.00
3874897.0,Finished,9 November 2020  8:35 AM,9 November 2020  9:41 AM,65.0,20.00,3.33,8.67,8.00
3700041.0,Finished,8 November 2020  11:43 PM,8 November 2020  11:45 PM,1.88,20.00,3.33,8.67,8.00
3803611.0,Finished,9 November 2020  7:41 AM,9 November 2020  7:48 AM,7.02,20.00,3.33,8.67,8.00
28502791.0,Finished,8 November 2020  11:09 PM,8 November 2020  11:14 PM,4.57,20.00,3.33,8.67,8.00
3971165.0,Finished,8 November 2020  11:23 PM,8 November 2020  11:32 PM,9.13,20.00,3.33,8.67,8.00
3802558.0,Finished,9 November 2020  12:59 AM,9 November 2020  1:31 AM,31.4,20.00,3.33,8.67,8.00
3670527.0,Finished,8 November 2020  10:28 PM,8 November 2020  10:32 PM,3.68,19.33,2.67,8.67,8.00
3700191.0,Finished,2 November 2020  9:36 PM,2 November 2020  10:10 PM,34.3,20.00,3.33,8.67,8.00
3803468.0,Finished,9 November 2020  12:17 AM,9 November 2020  1:28 AM,70.0,20.00,3.33,8.67,8.00
3802500.0,Finished,9 November 2020  1:32 AM,9 November 2020  1:46 AM,13.53,20.00,3.33,8.67,8.00
3671086.0,Finished,8 November 2020  5:33 PM,8 November 2020  5:53 PM,20.22,20.00,3.33,8.67,8.00
3670280.0,Finished,8 November 2020  11:44 PM,9 November 2020  12:24 AM,40.43,20.00,3.33,8.67,8.00
3671439.0,Finished,8 November 2020  12:32 PM,8 November 2020  1:09 PM,37.0,20.00,3.33,8.67,8.00
3971070.0,Finished,8 November 2020  11:26 PM,8 November 2020  11:47 PM,20.68,20.00,3.33,8.67,8.00
3670050.0,Finished,8 November 2020  1:42 PM,8 November 2020  2:02 PM,19.5,19.33,2.67,8.67,8.00
28717021.0,Finished,8 November 2020  8:56 PM,8 November 2020  9:21 PM,25.12,17.33,3.33,7.33,6.67
3802291.0,Finished,9 November 2020  2:52 AM,9 November 2020  3:01 AM,8.8,20.00,3.33,8.67,8.00
3801474.0,Finished,6 November 2020  5:26 PM,6 November 2020  6:26 PM,59.75,20.00,3.33,8.67,8.00
3301246.0,Finished,8 November 2020  5:58 PM,8 November 2020  6:27 PM,29.17,19.33,2.67,8.67,8.00
3521154.0,Finished,9 November 2020  9:38 AM,9 November 2020  9:46 AM,7.98,20.00,3.33,8.67,8.00
3703993.0,Finished,8 November 2020  3:42 PM,8 November 2020  3:50 PM,7.78,20.00,3.33,8.67,8.00
3802621.0,Finished,8 November 2020  5:55 PM,8 November 2020  6:15 PM,19.98,20.00,3.33,8.67,8.00
3803961.0,Finished,9 November 2020  8:45 AM,9 November 2020  9:01 AM,15.75,20.00,3.33,8.67,8.00
3671913.0,Finished,8 November 2020  10:23 PM,8 November 2020  10:51 PM,28.2,20.00,3.33,8.67,8.00
3700565.0,Finished,7 November 2020  8:40 PM,7 November 2020  9:47 PM,66.0,8.67,2.67,2.67,3.33
3803009.0,Finished,9 November 2020  1:16 AM,9 November 2020  1:22 AM,6.03,20.00,3.33,8.67,8.00
3800446.0,Finished,7 November 2020  2:44 PM,7 November 2020  3:29 PM,45.88,20.00,3.33,8.67,8.00
3803454.0,Finished,9 November 2020  1:55 AM,9 November 2020  2:10 AM,15.0,20.00,3.33,8.67,8.00
3802614.0,Finished,9 November 2020  10:03 AM,9 November 2020  10:33 AM,29.48,12.67,3.33,4.67,4.67
3800511.0,Finished,6 November 2020  1:18 PM,6 November 2020  2:17 PM,59.07,16.67,3.33,7.33,6.00
28717024.0,Finished,8 November 2020  9:11 PM,8 November 2020  9:21 PM,9.95,16.67,3.33,6.67,6.67
3679357.0,Finished,8 November 2020  10:30 AM,8 November 2020  10:34 AM,3.25,20.00,3.33,8.67,8.00
3802515.0,Finished,8 November 2020  11:14 PM,8 November 2020  11:37 PM,23.13,20.00,3.33,8.67,8.00
3703346.0,Finished,8 November 2020  4:39 PM,8 November 2020  5:03 PM,24.1,15.33,3.33,7.33,4.67
