ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.53,Q. 2 /2.94,Q. 3 /0.59,Q. 4 /0.59,Q. 5 /7.06,Q. 6 /1.18,Q. 7 /2.35,Q. 8 /1.76
3703893.0,Finished,21 September 2020  7:10 PM,21 September 2020  8:38 PM,87.0,16.47,1.76,2.94,0.59,0.00,7.06,1.18,1.76,1.18
3701184.0,Finished,25 September 2020  9:46 PM,25 September 2020  11:34 PM,108.0,8.24,0.00,0.00,0.00,0.00,7.06,1.18,0.00,0.00
28616082.0,Finished,27 September 2020  10:30 PM,27 September 2020  11:25 PM,54.75,17.65,3.53,2.94,0.59,0.00,7.06,1.18,1.76,0.59
3802805.0,Finished,27 September 2020  6:01 PM,27 September 2020  7:21 PM,79.0,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
3971120.0,Finished,27 September 2020  4:22 PM,27 September 2020  6:22 PM,120.0,17.65,3.53,2.94,0.59,0.00,7.06,1.18,1.18,1.18
3970712.0,Finished,26 September 2020  11:42 AM,26 September 2020  1:17 PM,94.0,16.47,3.53,1.76,0.59,0.59,7.06,1.18,0.59,1.18
3800002.0,Finished,25 September 2020  2:29 PM,25 September 2020  2:38 PM,8.75,16.47,1.76,2.94,0.59,0.59,7.06,1.18,1.76,0.59
3700451.0,Finished,24 September 2020  10:24 AM,24 September 2020  11:13 AM,49.08,5.88,1.18,0.59,0.00,0.00,2.35,1.18,0.59,0.00
28503374.0,Finished,27 September 2020  1:22 PM,27 September 2020  3:20 PM,117.0,3.53,1.18,0.00,0.00,0.00,-,1.18,0.59,0.59
3800274.0,Finished,27 September 2020  3:30 PM,27 September 2020  5:20 PM,109.0,14.71,2.94,2.35,0.00,0.00,7.06,0.00,1.18,1.18
3407325.0,Finished,27 September 2020  3:44 PM,27 September 2020  5:41 PM,117.0,17.65,3.53,2.94,0.59,0.59,7.06,1.18,1.18,0.59
28614283.0,Finished,22 September 2020  10:17 AM,22 September 2020  11:19 AM,61.0,18.82,3.53,2.94,0.59,0.59,7.06,1.18,2.35,0.59
3804264.0,Finished,25 September 2020  4:51 PM,25 September 2020  6:14 PM,83.0,16.47,1.76,2.94,0.59,0.59,7.06,1.18,2.35,0.00
3802892.0,Finished,27 September 2020  7:48 PM,27 September 2020  9:30 PM,102.0,14.12,0.59,0.59,0.59,0.59,7.06,1.18,2.35,1.18
3874133.0,Finished,27 September 2020  3:48 PM,27 September 2020  4:01 PM,12.2,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
3672502.0,Finished,26 September 2020  7:33 AM,26 September 2020  9:13 AM,99.0,12.35,1.18,0.59,0.59,0.00,7.06,1.18,0.59,1.18
3802984.0,Finished,27 September 2020  4:47 PM,27 September 2020  6:31 PM,103.0,18.24,3.53,2.94,0.59,0.00,7.06,1.18,2.35,0.59
3801996.0,Finished,27 September 2020  4:21 PM,27 September 2020  4:28 PM,7.25,3.53,1.76,1.76,-,-,-,-,-,-
3706648.0,Finished,22 September 2020  10:46 AM,22 September 2020  12:06 PM,80.0,14.12,1.76,2.94,0.59,0.00,7.06,1.18,0.59,0.00
3800559.0,Finished,23 September 2020  6:48 PM,23 September 2020  8:02 PM,73.0,12.35,1.18,0.59,0.00,0.00,7.06,0.00,2.35,1.18
3700052.0,Finished,25 September 2020  10:08 AM,25 September 2020  11:23 AM,74.0,11.18,1.18,0.59,0.59,0.00,7.06,1.18,0.59,0.00
3804472.0,Finished,27 September 2020  5:46 PM,27 September 2020  7:30 PM,103.0,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
28007865.0,Finished,25 September 2020  2:10 PM,25 September 2020  3:25 PM,75.0,13.53,1.18,1.18,0.59,0.00,7.06,1.18,1.18,1.18
3670334.0,Finished,22 September 2020  1:53 PM,22 September 2020  3:35 PM,101.0,14.12,1.76,2.94,0.59,0.00,7.06,1.18,0.59,0.00
3811248.0,Finished,28 September 2020  9:07 AM,28 September 2020  10:42 AM,95.0,11.76,1.76,1.18,0.00,-,7.06,1.18,0.59,0.00
3801327.0,Finished,22 September 2020  11:40 AM,22 September 2020  12:43 PM,63.0,14.71,1.76,2.94,0.59,0.59,7.06,0.00,1.76,0.00
3700044.0,Finished,27 September 2020  3:40 PM,27 September 2020  4:41 PM,61.0,11.18,0.59,1.76,0.00,0.00,7.06,1.18,0.59,0.00
3702332.0,Finished,27 September 2020  8:52 PM,27 September 2020  10:15 PM,82.0,17.06,1.76,2.94,0.59,0.00,7.06,1.18,2.35,1.18
3872484.0,Finished,22 September 2020  9:14 PM,22 September 2020  10:16 PM,62.0,5.29,1.76,2.94,0.00,0.00,-,0.59,-,-
3970770.0,Finished,27 September 2020  10:43 PM,28 September 2020  12:11 AM,88.0,19.41,3.53,2.94,0.59,0.59,7.06,1.18,2.35,1.18
3413637.0,Finished,21 September 2020  9:14 PM,21 September 2020  11:13 PM,118.0,8.82,0.59,-,0.59,0.00,7.06,0.00,0.59,0.00
3802658.0,Finished,27 September 2020  11:34 PM,28 September 2020  12:14 AM,39.87,14.12,0.59,0.59,0.59,0.59,7.06,1.18,2.35,1.18
3800297.0,Finished,27 September 2020  4:49 PM,27 September 2020  6:19 PM,90.0,14.12,3.53,2.94,0.59,0.00,3.53,1.18,1.76,0.59
3710230.0,Finished,27 September 2020  3:52 PM,27 September 2020  5:48 PM,115.0,15.29,1.76,2.94,0.59,0.00,7.06,1.18,1.18,0.59
3709947.0,Finished,27 September 2020  4:14 PM,27 September 2020  5:38 PM,83.0,16.47,2.94,2.35,0.00,0.00,7.06,1.18,1.76,1.18
3708962.0,Finished,24 September 2020  2:44 PM,24 September 2020  4:37 PM,112.0,18.82,3.53,2.94,0.59,0.00,7.06,1.18,2.35,1.18
3680880.0,Finished,22 September 2020  3:28 PM,22 September 2020  4:46 PM,78.0,15.29,1.18,1.76,0.59,0.59,7.06,1.18,2.35,0.59
