ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.94,Q. 2 /2.91,Q. 3 /2.91,Q. 4 /2.14,Q. 5 /0.19,Q. 6 /3.11,Q. 7 /1.55,Q. 8 /0.58,Q. 9 /1.17,Q. 10 /3.50
3802135.0,Finished,30 October 2020  3:03 PM,30 October 2020  3:57 PM,54.37,18.67,1.40,2.79,2.83,2.14,0.19,3.11,1.36,0.39,1.17,3.30
3803619.0,Finished,26 October 2020  5:31 PM,26 October 2020  7:11 PM,99.0,18.13,1.83,2.79,2.83,2.14,0.19,1.94,1.55,0.58,0.97,3.30
3802009.0,Finished,30 October 2020  3:55 PM,30 October 2020  5:02 PM,66.0,17.75,1.73,2.79,2.74,1.96,0.19,3.11,1.36,0.39,0.39,3.11
3804139.0,Finished,29 October 2020  2:31 PM,29 October 2020  3:44 PM,73.0,19.49,1.83,2.79,2.83,2.14,0.19,3.11,1.55,0.58,1.17,3.30
3800432.0,Finished,26 October 2020  4:18 PM,26 October 2020  6:00 PM,102.0,18.69,1.51,2.79,2.74,2.14,0.19,3.11,1.55,0.58,1.17,2.91
3876256.0,Finished,30 October 2020  4:06 PM,30 October 2020  5:23 PM,76.0,19.18,1.73,2.79,2.83,2.14,0.19,3.11,1.36,0.58,1.17,3.30
28502318.0,Finished,28 October 2020  11:00 AM,28 October 2020  12:44 PM,103.0,19.29,1.83,2.79,2.83,2.14,0.19,3.11,1.36,0.58,1.17,3.30
3802651.0,Finished,30 October 2020  12:20 PM,30 October 2020  12:40 PM,20.0,17.86,1.51,2.79,2.48,1.96,0.19,2.52,1.36,0.58,1.17,3.30
3416871.0,Finished,28 October 2020  10:59 AM,28 October 2020  12:40 PM,100.0,18.49,1.40,2.79,2.66,2.14,0.19,3.11,1.55,0.58,1.17,2.91
3671634.0,Finished,30 October 2020  2:07 PM,30 October 2020  3:53 PM,105.0,10.81,1.51,2.79,2.83,2.14,0.19,0.19,1.17,-,-,-
3700108.0,Finished,26 October 2020  4:30 PM,26 October 2020  5:44 PM,73.0,15.34,1.19,2.79,2.83,2.14,0.19,1.17,1.55,0.39,0.00,3.11
3410283.0,Finished,30 October 2020  4:18 PM,30 October 2020  5:23 PM,65.0,18.86,1.51,2.66,2.66,2.14,0.19,3.11,1.55,0.58,1.17,3.30
3802501.0,Finished,29 October 2020  11:12 AM,29 October 2020  12:57 PM,104.0,18.99,1.73,2.79,2.83,2.14,0.19,3.11,1.36,0.58,1.17,3.11
3803112.0,Finished,29 October 2020  3:06 PM,29 October 2020  4:19 PM,73.0,18.99,1.73,2.79,2.83,2.14,0.19,3.11,1.36,0.39,1.17,3.30
28710978.0,Finished,26 October 2020  4:39 PM,26 October 2020  6:05 PM,85.0,16.55,1.62,2.79,2.83,2.14,0.19,3.11,1.55,0.58,0.58,1.17
3701404.0,Finished,26 October 2020  4:36 PM,26 October 2020  6:02 PM,86.0,15.46,1.51,2.53,2.48,2.14,0.19,1.36,1.55,0.39,0.00,3.30
3700144.0,Finished,30 October 2020  1:44 PM,30 October 2020  2:37 PM,52.43,19.29,1.83,2.79,2.83,2.14,0.19,3.11,1.55,0.58,1.17,3.11
3208353.0,Finished,30 October 2020  3:55 PM,30 October 2020  4:56 PM,61.0,18.47,1.40,2.79,2.83,2.14,0.19,2.72,1.55,0.58,1.17,3.11
3710439.0,Finished,30 October 2020  2:54 PM,30 October 2020  4:14 PM,79.0,18.97,1.51,2.79,2.83,2.14,0.19,3.11,1.36,0.58,1.17,3.30
3670543.0,Finished,28 October 2020  2:21 PM,28 October 2020  3:26 PM,65.0,18.52,1.40,2.53,2.74,2.14,0.19,3.11,1.55,0.58,1.17,3.11
3806311.0,Finished,30 October 2020  4:04 PM,30 October 2020  5:07 PM,62.0,19.16,1.51,2.79,2.83,2.14,0.19,3.11,1.55,0.58,1.17,3.30
3710493.0,Finished,29 October 2020  9:40 PM,29 October 2020  10:33 PM,53.77,18.77,1.51,2.79,2.83,2.14,0.19,2.91,1.55,0.58,1.17,3.11
3671340.0,Finished,30 October 2020  11:13 AM,30 October 2020  12:44 PM,90.0,18.63,1.51,2.79,2.48,2.14,0.19,3.11,1.36,0.58,1.17,3.30
28717430.0,Finished,29 October 2020  11:16 AM,29 October 2020  12:59 PM,102.0,14.70,1.73,2.66,2.74,2.14,0.19,1.17,1.36,0.58,0.39,1.75
3677177.0,Finished,30 October 2020  3:41 PM,30 October 2020  4:33 PM,51.28,18.62,1.73,2.79,2.83,1.96,0.19,3.11,1.55,0.58,1.17,2.72
3670574.0,Finished,30 October 2020  3:55 PM,30 October 2020  4:55 PM,59.82,16.25,1.83,2.79,2.31,2.14,0.19,1.17,1.55,0.58,0.39,3.30
28616068.0,Finished,30 October 2020  11:24 AM,30 October 2020  1:04 PM,99.0,18.99,1.73,2.79,2.83,2.14,0.19,3.11,1.36,0.39,1.17,3.30
3670795.0,Finished,30 October 2020  4:59 PM,30 October 2020  5:18 PM,18.5,16.48,1.51,2.03,2.66,2.14,0.19,2.72,1.36,0.39,0.97,2.52
3680559.0,Finished,30 October 2020  4:02 PM,30 October 2020  5:04 PM,61.0,16.44,1.51,2.79,2.83,2.14,0.19,1.17,1.55,0.58,0.39,3.30
3677063.0,Finished,29 October 2020  10:38 AM,29 October 2020  11:19 AM,41.02,17.93,1.73,2.79,2.74,2.14,0.19,3.11,1.36,0.39,1.17,2.33
3672216.0,Finished,28 October 2020  2:43 PM,28 October 2020  3:10 PM,27.05,17.29,1.51,2.66,2.83,2.14,0.19,3.11,1.36,0.19,1.17,2.14
3971113.0,Finished,30 October 2020  10:59 AM,30 October 2020  12:34 PM,94.0,18.13,1.40,2.79,2.48,2.14,0.19,3.11,1.36,0.39,1.17,3.11
28616582.0,Finished,30 October 2020  1:39 PM,30 October 2020  1:56 PM,16.87,15.52,1.51,2.79,2.48,2.14,0.19,1.17,1.36,0.58,0.00,3.30
28507548.0,Finished,26 October 2020  4:14 PM,26 October 2020  5:35 PM,80.0,18.19,1.51,2.79,2.83,2.14,0.19,2.72,1.55,0.39,1.17,2.91
3802696.0,Finished,28 October 2020  10:59 AM,28 October 2020  12:35 PM,96.0,13.64,0.76,2.03,2.31,2.14,0.19,1.17,1.55,0.39,0.39,2.72
28717951.0,Finished,28 October 2020  2:01 PM,28 October 2020  3:44 PM,102.0,18.51,1.83,2.79,2.83,2.14,0.19,2.72,1.36,0.58,0.78,3.30
3803521.0,Finished,29 October 2020  2:27 PM,29 October 2020  3:47 PM,79.0,18.90,1.83,2.79,2.83,2.14,0.19,3.11,1.55,0.39,0.78,3.30
