ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.43,Q. 2 /7.14,Q. 3 /6.43
3812573.0,Finished,24 octobre 2021  5:34 ,24 octobre 2021  6:03 ,29.15,13.21,4.29,3.21,5.71
28610484.0,Finished,24 octobre 2021  3:53 ,24 octobre 2021  5:53 ,120.0,14.29,4.29,4.64,5.36
28606227.0,Finished,24 octobre 2021  8:17 ,24 octobre 2021  10:17 ,120.0,16.07,5.36,4.29,6.43
3802791.0,Finished,25 octobre 2021  10:06 ,25 octobre 2021  10:28 ,22.3,15.36,6.43,4.29,4.64
21113025.0,Finished,24 octobre 2021  2:59 ,24 octobre 2021  3:41 ,42.1,15.36,5.71,3.21,6.43
21110432.0,Finished,24 octobre 2021  10:35 ,24 octobre 2021  11:25 ,49.98,17.14,5.36,6.43,5.36
28606489.0,Finished,25 octobre 2021  2:37 ,25 octobre 2021  2:53 ,16.13,19.29,6.07,7.14,6.07
3701350.0,Finished,24 octobre 2021  11:15 ,24 octobre 2021  11:43 ,27.92,17.86,5.00,7.14,5.71
28600748.0,Finished,24 octobre 2021  5:23 ,24 octobre 2021  6:04 ,40.98,15.00,5.00,4.29,5.71
3671406.0,Finished,24 octobre 2021  9:53 ,24 octobre 2021  10:29 ,35.48,14.29,4.29,3.57,6.43
28602178.0,Finished,24 octobre 2021  10:08 ,24 octobre 2021  11:30 ,81.0,15.00,6.43,3.57,5.00
3601270.0,Finished,25 octobre 2021  2:57 ,25 octobre 2021  5:39 ,161.0,13.93,5.36,2.86,5.71
28710546.0,Finished,25 octobre 2021  2:32 ,25 octobre 2021  3:06 ,34.48,20.00,6.43,7.14,6.43
28610319.0,Finished,24 octobre 2021  11:13 ,24 octobre 2021  11:54 ,40.38,18.93,5.36,7.14,6.43
3808688.0,Finished,25 octobre 2021  2:03 ,25 octobre 2021  2:38 ,34.45,16.43,6.07,3.93,6.43
3804270.0,Finished,19 octobre 2021  6:04 ,19 octobre 2021  6:27 ,22.67,15.36,5.36,3.57,6.43
28609148.0,Finished,24 octobre 2021  3:48 ,24 octobre 2021  5:16 ,88.0,16.79,3.93,6.43,6.43
3803860.0,Finished,25 octobre 2021  2:57 ,25 octobre 2021  3:44 ,46.65,11.79,3.21,4.29,4.29
28626848.0,Finished,24 octobre 2021  11:18 ,24 octobre 2021  11:40 ,21.82,13.57,5.00,2.14,6.43
28601465.0,Finished,24 octobre 2021  11:05 ,24 octobre 2021  11:54 ,48.4,16.07,5.36,4.29,6.43
28609336.0,Finished,23 octobre 2021  3:08 ,23 octobre 2021  4:38 ,89.0,14.64,5.00,3.21,6.43
3702933.0,Finished,24 octobre 2021  10:59 ,25 octobre 2021  12:59 ,120.0,17.50,5.00,6.79,5.71
21113008.0,Finished,25 octobre 2021  1:17 ,25 octobre 2021  1:49 ,32.07,20.00,6.43,7.14,6.43
28600163.0,Finished,24 octobre 2021  11:03 ,25 octobre 2021  12:05 ,61.0,19.64,6.43,6.79,6.43
28608499.0,Finished,24 octobre 2021  7:52 ,24 octobre 2021  9:39 ,107.0,10.71,4.29,2.50,3.93
21115553.0,Finished,23 octobre 2021  9:38 ,23 octobre 2021  10:32 ,54.17,20.00,6.43,7.14,6.43
28600786.0,Finished,25 octobre 2021  8:58 ,25 octobre 2021  9:24 ,26.4,13.21,4.29,3.57,5.36
3700196.0,Finished,24 octobre 2021  12:51 ,24 octobre 2021  1:05 ,14.05,15.36,4.64,4.29,6.43
28607963.0,Finished,24 octobre 2021  7:50 ,24 octobre 2021  9:50 ,120.0,14.29,4.29,4.29,5.71
3804630.0,Finished,25 octobre 2021  2:54 ,25 octobre 2021  3:07 ,13.05,20.00,6.43,7.14,6.43
21112712.0,Finished,24 octobre 2021  7:19 ,24 octobre 2021  8:11 ,52.08,15.00,5.36,3.21,6.43
