State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /0.65,Q. 2 /5.16,Q. 3 /1.29,Q. 4 /3.87,Q. 5 /3.87,Q. 6 /2.58,Q. 7 /2.58
Finished,29 September 2022  4:12 PM,29 September 2022  5:06 PM,54,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,29 September 2022  4:12 PM,29 September 2022  4:57 PM,46,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,29 September 2022  4:13 PM,29 September 2022  5:05 PM,52,13.55,0.65,0.00,0.00,3.87,3.87,2.58,2.58
Finished,29 September 2022  5:00 PM,29 September 2022  5:27 PM,27,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,29 September 2022  5:58 PM,29 September 2022  6:25 PM,27,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,29 September 2022  10:50 PM,29 September 2022  11:36 PM,46,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,29 September 2022  11:04 PM,29 September 2022  11:35 PM,31,14.84,0.65,0.00,1.29,3.87,3.87,2.58,2.58
Finished,29 September 2022  11:24 PM,30 September 2022  12:17 AM,53,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  9:32 AM,30 September 2022  10:42 AM,70,15.48,0.65,5.16,1.29,0.00,3.87,2.58,1.94
Finished,30 September 2022  1:36 PM,30 September 2022  1:56 PM,20,12.90,0.00,0.00,0.00,3.87,3.87,2.58,2.58
Finished,30 September 2022  1:37 PM,30 September 2022  2:06 PM,29,10.97,0.65,0.65,1.29,0.00,3.87,2.58,1.94
Finished,30 September 2022  3:06 PM,30 September 2022  3:58 PM,53,15.48,0.65,2.58,0.00,3.87,3.87,2.58,1.94
Finished,30 September 2022  3:12 PM,30 September 2022  4:18 PM,66,10.97,0.65,0.00,0.00,1.29,3.87,2.58,2.58
Finished,30 September 2022  4:07 PM,30 September 2022  4:32 PM,25,15.48,0.65,0.65,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  4:33 PM,30 September 2022  6:29 PM,116,12.90,0.00,2.58,0.00,1.29,3.87,2.58,2.58
Finished,30 September 2022  5:04 PM,30 September 2022  6:04 PM,60,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  5:21 PM,30 September 2022  7:09 PM,107,14.19,0.00,0.00,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  5:57 PM,30 September 2022  6:39 PM,42,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  5:58 PM,30 September 2022  7:27 PM,89,16.13,0.65,5.16,1.29,3.87,0.00,2.58,2.58
Finished,30 September 2022  6:16 PM,30 September 2022  7:30 PM,74,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,30 September 2022  6:17 PM,30 September 2022  7:04 PM,47,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,30 September 2022  6:32 PM,30 September 2022  7:01 PM,29,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,30 September 2022  6:48 PM,30 September 2022  7:47 PM,59,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,30 September 2022  7:06 PM,30 September 2022  7:34 PM,28,8.39,0.65,2.58,0.00,0.00,0.65,2.58,1.94
Finished,30 September 2022  7:18 PM,30 September 2022  9:12 PM,113,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,30 September 2022  7:40 PM,30 September 2022  9:04 PM,83,16.77,0.65,3.23,0.00,3.87,3.87,2.58,2.58
Finished,30 September 2022  8:28 PM,30 September 2022  9:27 PM,59,12.26,0.00,0.00,0.00,3.87,3.87,2.58,1.94
Finished,30 September 2022  8:55 PM,30 September 2022  10:11 PM,76,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,30 September 2022  9:33 PM,30 September 2022  11:03 PM,89,14.84,0.65,2.58,0.00,2.58,3.87,2.58,2.58
Finished,30 September 2022  10:00 PM,30 September 2022  11:04 PM,64,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  10:04 PM,30 September 2022  11:16 PM,72,15.48,0.00,1.29,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  10:04 PM,30 September 2022  11:18 PM,73,15.48,0.00,1.29,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  10:05 PM,30 September 2022  11:34 PM,89,9.68,0.00,0.00,0.00,1.29,3.87,2.58,1.94
Finished,30 September 2022  10:11 PM,30 September 2022  11:04 PM,53,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  10:11 PM,30 September 2022  11:05 PM,54,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,30 September 2022  10:48 PM,1 October 2022  12:13 AM,85,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,30 September 2022  10:48 PM,30 September 2022  11:17 PM,29,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,30 September 2022  11:02 PM,30 September 2022  11:32 PM,30,9.68,0.65,2.58,0.00,0.00,3.87,1.94,0.65
Finished,30 September 2022  11:04 PM,30 September 2022  11:10 PM,7,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,30 September 2022  11:15 PM,1 October 2022  12:16 AM,61,14.84,0.65,5.16,0.00,0.00,3.87,2.58,2.58
Finished,30 September 2022  11:18 PM,1 October 2022  12:04 AM,46,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,30 September 2022  11:35 PM,1 October 2022  12:17 AM,42,12.90,0.65,2.58,0.65,0.00,3.87,2.58,2.58
Finished,30 September 2022  11:41 PM,1 October 2022  12:27 AM,46,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,30 September 2022  11:59 PM,1 October 2022  12:09 AM,10,16.77,0.65,5.16,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  12:04 AM,1 October 2022  12:28 AM,23,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  12:05 AM,1 October 2022  12:28 AM,23,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  2:06 AM,1 October 2022  2:16 AM,10,11.61,0.65,0.00,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  7:41 AM,1 October 2022  8:25 AM,45,15.48,0.00,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  8:19 AM,1 October 2022  9:19 AM,60,9.03,0.65,-,0.00,1.29,3.87,1.29,1.94
Finished,1 October 2022  8:30 AM,1 October 2022  8:38 AM,8,15.48,0.00,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  9:20 AM,1 October 2022  11:20 AM,120,6.45,0.65,0.00,0.00,0.00,0.65,2.58,2.58
Finished,1 October 2022  9:30 AM,1 October 2022  10:44 AM,74,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  9:44 AM,1 October 2022  10:44 AM,60,11.61,0.65,1.94,0.00,3.87,0.00,2.58,2.58
Finished,1 October 2022  9:47 AM,1 October 2022  10:50 AM,63,16.13,0.65,1.29,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  9:51 AM,1 October 2022  11:00 AM,68,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  10:05 AM,1 October 2022  11:00 AM,54,14.84,0.65,2.58,0.00,2.58,3.87,2.58,2.58
Finished,1 October 2022  10:06 AM,1 October 2022  11:00 AM,54,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  10:14 AM,1 October 2022  11:28 AM,73,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  10:19 AM,1 October 2022  11:56 AM,97,15.48,0.65,5.16,1.29,0.00,3.87,2.58,1.94
Finished,1 October 2022  10:21 AM,1 October 2022  10:59 AM,39,12.26,0.65,2.58,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  10:32 AM,1 October 2022  11:15 AM,44,14.84,0.65,0.00,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  10:39 AM,1 October 2022  12:35 PM,116,16.77,0.65,5.16,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  10:45 AM,1 October 2022  11:05 AM,20,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  10:47 AM,1 October 2022  12:47 PM,120,13.55,0.00,5.16,1.29,1.29,0.65,2.58,2.58
Finished,1 October 2022  10:48 AM,1 October 2022  11:35 AM,47,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  10:55 AM,1 October 2022  11:54 AM,59,14.84,0.65,5.16,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  10:58 AM,1 October 2022  12:02 PM,63,15.81,0.65,5.16,1.29,0.00,3.55,2.58,2.58
Finished,1 October 2022  10:58 AM,1 October 2022  11:56 AM,57,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  11:19 AM,1 October 2022  12:40 PM,80,14.84,0.65,5.16,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  11:45 AM,1 October 2022  12:55 PM,70,18.71,0.65,5.16,1.29,2.58,3.87,2.58,2.58
Finished,1 October 2022  12:02 PM,1 October 2022  12:44 PM,42,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  12:07 PM,1 October 2022  12:36 PM,29,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  12:40 PM,1 October 2022  1:59 PM,79,10.97,0.65,5.16,1.29,0.00,1.29,1.29,1.29
Finished,1 October 2022  12:40 PM,1 October 2022  12:57 PM,17,14.84,0.65,2.58,0.00,2.58,3.87,2.58,2.58
Finished,1 October 2022  1:03 PM,1 October 2022  1:26 PM,23,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  1:06 PM,1 October 2022  2:10 PM,63,17.42,0.65,5.16,1.29,1.29,3.87,2.58,2.58
Finished,1 October 2022  1:08 PM,1 October 2022  1:38 PM,29,16.77,0.65,5.16,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  1:14 PM,1 October 2022  1:25 PM,12,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  1:14 PM,1 October 2022  1:25 PM,11,13.55,0.65,0.00,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  1:31 PM,1 October 2022  2:05 PM,34,6.45,0.65,0.00,0.00,0.00,0.65,2.58,2.58
Finished,1 October 2022  1:32 PM,1 October 2022  3:00 PM,87,18.71,0.65,5.16,1.29,2.58,3.87,2.58,2.58
Finished,1 October 2022  1:43 PM,1 October 2022  2:46 PM,62,5.48,0.65,0.00,0.00,0.00,2.26,1.29,1.29
Finished,1 October 2022  1:49 PM,1 October 2022  3:49 PM,119,18.71,0.65,5.16,1.29,3.87,3.87,1.94,1.94
Finished,1 October 2022  1:58 PM,1 October 2022  3:11 PM,72,18.71,0.65,5.16,1.29,3.87,3.87,1.29,2.58
Finished,1 October 2022  2:05 PM,1 October 2022  3:14 PM,69,9.68,0.65,0.00,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  2:07 PM,1 October 2022  3:41 PM,93,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  2:10 PM,1 October 2022  3:44 PM,94,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  2:10 PM,1 October 2022  3:45 PM,95,14.84,0.65,2.58,1.29,1.29,3.87,2.58,2.58
Finished,1 October 2022  2:11 PM,1 October 2022  3:40 PM,89,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  2:11 PM,1 October 2022  4:06 PM,114,11.61,0.00,2.58,0.00,0.00,3.87,2.58,2.58
Finished,1 October 2022  2:12 PM,1 October 2022  2:14 PM,2,15.48,0.65,5.16,0.00,2.58,1.94,2.58,2.58
Finished,1 October 2022  2:26 PM,1 October 2022  3:18 PM,52,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  2:33 PM,1 October 2022  2:57 PM,25,18.71,0.65,5.16,1.29,2.58,3.87,2.58,2.58
Finished,1 October 2022  2:34 PM,1 October 2022  3:12 PM,38,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  2:34 PM,1 October 2022  3:55 PM,80,14.19,0.65,2.58,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  2:39 PM,1 October 2022  3:20 PM,40,17.42,0.65,5.16,1.29,1.29,3.87,2.58,2.58
Finished,1 October 2022  2:41 PM,1 October 2022  3:53 PM,71,17.42,0.65,5.16,1.29,1.29,3.87,2.58,2.58
Finished,1 October 2022  2:46 PM,1 October 2022  3:27 PM,41,9.68,0.65,2.58,1.29,0.00,0.65,1.94,2.58
Finished,1 October 2022  2:47 PM,1 October 2022  4:10 PM,82,16.13,0.65,5.16,1.29,3.87,0.00,2.58,2.58
Finished,1 October 2022  2:49 PM,1 October 2022  3:56 PM,67,14.19,0.65,2.58,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  2:50 PM,1 October 2022  3:34 PM,45,11.61,0.65,2.58,0.00,0.00,3.87,2.58,1.94
Finished,1 October 2022  2:51 PM,1 October 2022  3:36 PM,45,16.77,0.65,5.16,0.65,1.29,3.87,2.58,2.58
Finished,1 October 2022  2:54 PM,1 October 2022  4:23 PM,88,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  2:54 PM,1 October 2022  4:00 PM,66,14.19,0.65,2.58,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  3:04 PM,1 October 2022  3:52 PM,48,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:04 PM,1 October 2022  3:52 PM,48,18.71,0.65,5.16,1.29,2.58,3.87,2.58,2.58
Finished,1 October 2022  3:06 PM,1 October 2022  5:06 PM,120,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:07 PM,1 October 2022  3:29 PM,21,14.84,0.65,0.00,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:10 PM,1 October 2022  4:50 PM,99,15.48,0.65,4.52,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:11 PM,1 October 2022  3:40 PM,30,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:13 PM,1 October 2022  4:23 PM,69,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:15 PM,1 October 2022  4:18 PM,63,19.35,0.00,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:15 PM,1 October 2022  4:09 PM,53,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:20 PM,1 October 2022  4:55 PM,94,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:20 PM,1 October 2022  3:31 PM,11,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:20 PM,1 October 2022  3:42 PM,21,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:22 PM,1 October 2022  3:42 PM,21,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:22 PM,1 October 2022  4:25 PM,63,16.13,0.65,2.58,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:24 PM,1 October 2022  3:50 PM,26,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:24 PM,1 October 2022  3:52 PM,28,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:26 PM,1 October 2022  4:14 PM,48,12.90,0.65,4.52,0.00,0.00,3.23,2.58,1.94
Finished,1 October 2022  3:26 PM,1 October 2022  4:08 PM,42,17.42,0.65,3.87,1.29,2.58,3.87,2.58,2.58
Finished,1 October 2022  3:27 PM,1 October 2022  4:14 PM,47,15.48,0.00,2.58,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:28 PM,1 October 2022  5:03 PM,95,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:33 PM,1 October 2022  4:08 PM,34,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:34 PM,1 October 2022  4:21 PM,47,12.90,0.65,3.87,1.29,0.00,1.94,2.58,2.58
Finished,1 October 2022  3:34 PM,1 October 2022  4:42 PM,68,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:37 PM,1 October 2022  4:25 PM,48,16.13,0.65,1.29,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:38 PM,1 October 2022  3:58 PM,20,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:39 PM,1 October 2022  4:32 PM,53,11.61,0.65,3.23,0.00,2.58,0.65,1.94,2.58
Finished,1 October 2022  3:39 PM,1 October 2022  4:40 PM,60,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:40 PM,1 October 2022  5:40 PM,120,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:40 PM,1 October 2022  4:30 PM,50,12.90,0.00,2.58,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  3:41 PM,1 October 2022  4:23 PM,41,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:46 PM,1 October 2022  4:13 PM,27,6.45,0.00,0.65,0.00,0.00,3.87,0.65,1.29
Finished,1 October 2022  3:47 PM,1 October 2022  5:47 PM,120,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:47 PM,1 October 2022  4:40 PM,53,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:57 PM,1 October 2022  4:42 PM,46,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:58 PM,1 October 2022  5:10 PM,71,14.84,0.65,1.29,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  3:58 PM,1 October 2022  5:18 PM,79,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:00 PM,1 October 2022  6:01 PM,120,19.35,0.65,4.52,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:02 PM,1 October 2022  4:35 PM,34,10.32,0.65,2.58,1.29,0.00,0.65,2.58,2.58
Finished,1 October 2022  4:02 PM,1 October 2022  4:29 PM,27,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:02 PM,1 October 2022  4:27 PM,25,16.13,0.65,1.29,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:02 PM,1 October 2022  5:45 PM,102,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:03 PM,1 October 2022  5:05 PM,61,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:05 PM,1 October 2022  5:15 PM,69,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:11 PM,1 October 2022  5:22 PM,71,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:13 PM,1 October 2022  5:52 PM,99,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:13 PM,1 October 2022  4:48 PM,35,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:13 PM,1 October 2022  4:48 PM,35,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:14 PM,1 October 2022  6:03 PM,109,13.55,0.65,2.58,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  4:15 PM,1 October 2022  4:41 PM,26,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:16 PM,1 October 2022  4:37 PM,21,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:16 PM,1 October 2022  4:40 PM,23,13.23,0.65,5.16,1.29,0.00,1.61,2.58,1.94
Finished,1 October 2022  4:18 PM,1 October 2022  4:56 PM,39,16.13,0.65,2.58,-,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:18 PM,1 October 2022  5:04 PM,46,19.35,0.65,5.16,1.29,3.87,3.23,2.58,2.58
Finished,1 October 2022  4:20 PM,1 October 2022  4:51 PM,31,14.84,0.65,5.16,1.29,0.00,3.87,1.94,1.94
Finished,1 October 2022  4:24 PM,1 October 2022  4:48 PM,24,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:24 PM,1 October 2022  5:07 PM,43,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:24 PM,1 October 2022  5:29 PM,64,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  4:25 PM,1 October 2022  5:21 PM,57,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:25 PM,1 October 2022  5:08 PM,43,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:25 PM,1 October 2022  5:03 PM,38,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:26 PM,1 October 2022  5:53 PM,86,16.77,0.65,5.16,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  4:27 PM,1 October 2022  5:47 PM,80,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:27 PM,1 October 2022  5:29 PM,61,16.13,0.65,5.16,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  4:28 PM,1 October 2022  5:22 PM,54,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:28 PM,1 October 2022  4:36 PM,8,16.13,0.65,1.29,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:28 PM,1 October 2022  5:29 PM,60,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:29 PM,1 October 2022  6:29 PM,120,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:29 PM,1 October 2022  6:00 PM,90,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:30 PM,1 October 2022  5:20 PM,50,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:31 PM,1 October 2022  6:30 PM,118,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:33 PM,1 October 2022  6:21 PM,107,17.42,0.65,2.58,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:38 PM,1 October 2022  5:43 PM,64,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:39 PM,1 October 2022  5:22 PM,43,16.77,0.00,2.58,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:39 PM,1 October 2022  5:27 PM,48,16.13,0.65,1.29,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:39 PM,1 October 2022  5:00 PM,21,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:40 PM,1 October 2022  5:20 PM,40,12.90,0.65,5.16,1.29,0.00,0.65,2.58,2.58
Finished,1 October 2022  4:42 PM,1 October 2022  5:22 PM,40,15.48,0.00,1.29,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  4:43 PM,1 October 2022  5:54 PM,71,13.55,0.65,5.16,1.29,0.00,1.29,2.58,2.58
Finished,1 October 2022  4:50 PM,1 October 2022  6:05 PM,74,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  5:00 PM,1 October 2022  5:54 PM,54,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  5:02 PM,1 October 2022  5:56 PM,55,16.13,0.65,1.29,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  5:07 PM,1 October 2022  5:33 PM,26,14.84,0.00,4.52,1.29,0.00,3.87,2.58,2.58
Finished,1 October 2022  5:09 PM,1 October 2022  5:21 PM,12,17.42,0.65,5.16,1.29,1.29,3.87,2.58,2.58
Finished,1 October 2022  5:12 PM,1 October 2022  6:04 PM,52,20.00,0.65,5.16,1.29,3.87,3.87,2.58,2.58
Finished,1 October 2022  5:14 PM,1 October 2022  5:48 PM,35,18.71,0.65,5.16,0.00,3.87,3.87,2.58,2.58
Finished,1 October 2022  5:14 PM,1 October 2022  6:26 PM,71,16.77,0.65,5.16,1.29,3.87,0.65,2.58,2.58
Finished,1 October 2022  5:18 PM,1 October 2022  5:51 PM,33,19.35,0.00,5.16,1.29,3.87,3.87,2.58,2.58
