State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
Finished,20 November 2022  4:28 PM,20 November 2022  4:48 PM,19.75,14.38,14.38
Finished,20 November 2022  4:28 PM,20 November 2022  4:46 PM,17.5,6.25,6.25
Finished,20 November 2022  4:28 PM,20 November 2022  6:28 PM,119.0,13.13,13.13
Finished,20 November 2022  4:30 PM,20 November 2022  4:57 PM,27.32,14.38,14.38
Finished,20 November 2022  4:30 PM,20 November 2022  6:30 PM,119.0,13.13,13.13
Finished,20 November 2022  4:33 PM,20 November 2022  6:30 PM,116.0,15.00,15.00
Finished,20 November 2022  4:34 PM,20 November 2022  6:21 PM,107.0,13.75,13.75
Finished,20 November 2022  4:34 PM,20 November 2022  4:43 PM,8.8,8.13,8.13
Finished,20 November 2022  4:37 PM,20 November 2022  4:44 PM,7.02,12.50,12.50
Finished,20 November 2022  4:38 PM,20 November 2022  5:56 PM,77.0,15.00,15.00
Finished,20 November 2022  4:42 PM,20 November 2022  6:30 PM,107.0,10.00,10.00
Finished,20 November 2022  4:45 PM,20 November 2022  4:52 PM,6.82,8.75,8.75
Finished,20 November 2022  4:47 PM,20 November 2022  6:04 PM,76.0,13.75,13.75
Finished,20 November 2022  4:48 PM,20 November 2022  6:27 PM,99.0,12.50,12.50
Finished,20 November 2022  4:49 PM,20 November 2022  6:30 PM,100.0,19.38,19.38
Finished,20 November 2022  4:51 PM,20 November 2022  5:44 PM,52.83,16.88,16.88
Finished,20 November 2022  4:51 PM,20 November 2022  6:30 PM,98.0,14.38,14.38
Finished,20 November 2022  4:53 PM,20 November 2022  5:03 PM,9.97,14.38,14.38
Finished,20 November 2022  4:53 PM,20 November 2022  4:59 PM,5.73,13.75,13.75
Finished,20 November 2022  4:55 PM,20 November 2022  6:30 PM,94.0,20.00,20.00
Finished,20 November 2022  5:01 PM,20 November 2022  5:39 PM,38.3,13.75,13.75
Finished,20 November 2022  5:02 PM,20 November 2022  6:06 PM,63.0,11.88,11.88
Finished,20 November 2022  5:03 PM,20 November 2022  5:17 PM,14.2,10.00,10.00
Finished,20 November 2022  5:03 PM,20 November 2022  5:34 PM,30.45,16.25,16.25
Finished,20 November 2022  5:04 PM,20 November 2022  6:30 PM,85.0,3.75,3.75
Finished,20 November 2022  5:05 PM,20 November 2022  6:19 PM,73.0,16.88,16.88
Finished,20 November 2022  5:07 PM,20 November 2022  5:15 PM,7.92,15.00,15.00
Finished,20 November 2022  5:08 PM,20 November 2022  5:17 PM,9.63,15.63,15.63
Finished,20 November 2022  5:08 PM,20 November 2022  6:18 PM,70.0,13.75,13.75
Finished,20 November 2022  5:10 PM,20 November 2022  6:30 PM,79.0,11.88,11.88
Finished,20 November 2022  5:11 PM,20 November 2022  5:53 PM,41.5,8.75,8.75
Finished,20 November 2022  5:12 PM,20 November 2022  6:30 PM,77.0,13.75,13.75
Finished,20 November 2022  5:14 PM,20 November 2022  6:01 PM,46.63,20.00,20.00
Finished,20 November 2022  5:17 PM,20 November 2022  6:14 PM,57.33,14.38,14.38
Finished,20 November 2022  5:20 PM,20 November 2022  6:09 PM,49.02,15.63,15.63
Finished,20 November 2022  5:20 PM,20 November 2022  5:37 PM,17.0,13.75,13.75
Finished,20 November 2022  5:23 PM,20 November 2022  5:38 PM,15.73,15.00,15.00
Finished,20 November 2022  5:23 PM,20 November 2022  5:59 PM,35.65,16.25,16.25
Finished,20 November 2022  5:27 PM,20 November 2022  6:29 PM,62.0,20.00,20.00
Finished,20 November 2022  5:27 PM,20 November 2022  5:49 PM,21.3,10.63,10.63
Finished,20 November 2022  5:36 PM,20 November 2022  5:53 PM,17.08,11.25,11.25
Finished,20 November 2022  5:44 PM,20 November 2022  6:30 PM,45.45,6.88,6.88
Finished,20 November 2022  5:51 PM,20 November 2022  6:11 PM,20.68,20.00,20.00
Finished,20 November 2022  6:09 PM,20 November 2022  6:30 PM,20.25,13.13,13.13
Finished,20 November 2022  6:12 PM,20 November 2022  6:24 PM,11.73,15.00,15.00
Finished,20 November 2022  6:16 PM,20 November 2022  6:27 PM,11.65,13.75,13.75
Finished,20 November 2022  6:24 PM,20 November 2022  6:30 PM,5.03,0.63,0.63
Finished,20 November 2022  8:18 PM,20 November 2022  8:56 PM,38.38,16.88,16.88
