ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
28627904.0,Finished,3 December 2022  11:30 AM,3 December 2022  12:36 PM,66.0,18.10,18.10
28714617.0,Finished,3 December 2022  11:31 AM,3 December 2022  12:45 PM,74.0,18.10,18.10
21215298.0,Finished,3 December 2022  11:32 AM,3 December 2022  12:57 PM,84.0,10.00,10.00
28708977.0,Finished,3 December 2022  11:33 AM,3 December 2022  11:45 AM,12.72,17.62,17.62
3521887.0,Finished,3 December 2022  11:39 AM,3 December 2022  12:14 PM,34.47,16.67,16.67
21213350.0,Finished,3 December 2022  11:46 AM,3 December 2022  1:45 PM,119.0,18.10,18.10
28713301.0,Finished,3 December 2022  11:49 AM,3 December 2022  12:39 PM,50.32,16.19,16.19
28630611.0,Finished,3 December 2022  11:56 AM,3 December 2022  1:30 PM,94.0,18.10,18.10
21212519.0,Finished,3 December 2022  12:03 PM,3 December 2022  1:55 PM,112.0,10.95,10.95
28706827.0,Finished,3 December 2022  12:05 PM,3 December 2022  1:26 PM,81.0,18.57,18.57
21218709.0,Finished,3 December 2022  12:09 PM,3 December 2022  1:21 PM,71.0,10.00,10.00
28609220.0,Finished,3 December 2022  12:12 PM,3 December 2022  1:04 PM,52.07,18.10,18.10
28602418.0,Finished,3 December 2022  12:14 PM,3 December 2022  1:28 PM,73.0,11.90,11.90
28618735.0,Finished,3 December 2022  12:31 PM,3 December 2022  1:05 PM,33.92,11.43,11.43
3800655.0,Finished,3 December 2022  12:34 PM,3 December 2022  1:46 PM,72.0,12.86,12.86
28626896.0,Finished,3 December 2022  12:59 PM,3 December 2022  1:28 PM,29.9,11.90,11.90
28708078.0,Finished,3 December 2022  1:08 PM,3 December 2022  1:20 PM,12.18,15.24,15.24
28705425.0,Finished,3 December 2022  1:16 PM,3 December 2022  1:58 PM,41.93,17.14,17.14
28707195.0,Finished,3 December 2022  1:22 PM,3 December 2022  2:54 PM,92.0,18.57,18.57
3804183.0,Finished,3 December 2022  1:28 PM,3 December 2022  2:39 PM,70.0,10.00,10.00
28709531.0,Finished,3 December 2022  1:34 PM,3 December 2022  3:02 PM,88.0,12.86,12.86
21218316.0,Finished,3 December 2022  1:36 PM,3 December 2022  3:36 PM,119.0,13.33,13.33
3672079.0,Finished,3 December 2022  1:40 PM,3 December 2022  3:39 PM,119.0,14.29,14.29
28710114.0,Finished,3 December 2022  1:40 PM,3 December 2022  3:40 PM,120.0,14.29,14.29
28601294.0,Finished,3 December 2022  1:44 PM,3 December 2022  3:38 PM,113.0,10.00,10.00
21208634.0,Finished,3 December 2022  1:59 PM,3 December 2022  2:41 PM,42.32,16.67,16.67
28725032.0,Finished,3 December 2022  1:59 PM,3 December 2022  2:47 PM,47.4,11.90,11.90
21200977.0,Finished,3 December 2022  2:00 PM,3 December 2022  3:20 PM,80.0,17.14,17.14
3704907.0,Finished,3 December 2022  2:00 PM,3 December 2022  4:00 PM,120.0,18.57,18.57
28706664.0,Finished,3 December 2022  2:09 PM,3 December 2022  2:42 PM,32.53,18.57,18.57
28706112.0,Finished,3 December 2022  2:12 PM,3 December 2022  3:53 PM,101.0,10.00,10.00
3800073.0,Finished,3 December 2022  2:12 PM,3 December 2022  4:12 PM,120.0,17.62,17.62
28717247.0,Finished,3 December 2022  2:16 PM,3 December 2022  3:21 PM,64.0,18.10,18.10
21115284.0,Finished,3 December 2022  2:21 PM,3 December 2022  2:45 PM,24.1,11.43,11.43
28710621.0,Finished,3 December 2022  2:30 PM,3 December 2022  3:21 PM,50.98,18.10,18.10
28616494.0,Finished,3 December 2022  2:31 PM,3 December 2022  3:25 PM,53.42,15.24,15.24
28618109.0,Finished,3 December 2022  2:34 PM,3 December 2022  4:34 PM,120.0,14.29,14.29
28706848.0,Finished,3 December 2022  2:35 PM,3 December 2022  4:28 PM,112.0,14.76,14.76
28631085.0,Finished,3 December 2022  2:44 PM,3 December 2022  3:45 PM,60.0,16.19,16.19
21207306.0,Finished,3 December 2022  2:49 PM,3 December 2022  4:17 PM,88.0,17.62,17.62
28708274.0,Finished,3 December 2022  2:59 PM,3 December 2022  3:42 PM,42.53,15.71,15.71
28721870.0,Finished,3 December 2022  3:00 PM,3 December 2022  5:00 PM,120.0,15.24,15.24
28710097.0,Finished,3 December 2022  3:03 PM,3 December 2022  3:43 PM,39.7,15.71,15.71
28711733.0,Finished,3 December 2022  3:05 PM,3 December 2022  5:02 PM,116.0,18.10,18.10
28706563.0,Finished,3 December 2022  3:06 PM,3 December 2022  4:34 PM,88.0,17.62,17.62
28706331.0,Finished,3 December 2022  3:06 PM,3 December 2022  4:03 PM,56.88,8.57,8.57
28706636.0,Finished,3 December 2022  3:06 PM,3 December 2022  4:14 PM,68.0,8.57,8.57
21215141.0,Finished,3 December 2022  3:07 PM,3 December 2022  5:04 PM,116.0,17.14,17.14
28718611.0,Finished,3 December 2022  3:10 PM,3 December 2022  4:04 PM,53.32,17.62,17.62
28632942.0,Finished,3 December 2022  3:13 PM,3 December 2022  3:47 PM,34.43,18.10,18.10
28634278.0,Finished,3 December 2022  3:13 PM,3 December 2022  5:13 PM,120.0,17.62,17.62
3811446.0,Finished,3 December 2022  3:14 PM,3 December 2022  3:53 PM,38.53,10.00,10.00
3808150.0,Finished,3 December 2022  3:17 PM,3 December 2022  5:09 PM,111.0,11.90,11.90
28710344.0,Finished,3 December 2022  3:18 PM,3 December 2022  4:20 PM,62.0,15.24,15.24
3802649.0,Finished,3 December 2022  3:20 PM,3 December 2022  3:53 PM,32.52,12.38,12.38
28707404.0,Finished,3 December 2022  3:22 PM,3 December 2022  5:17 PM,114.0,18.10,18.10
28720764.0,Finished,3 December 2022  3:22 PM,3 December 2022  4:16 PM,53.3,8.10,8.10
21209708.0,Finished,3 December 2022  3:22 PM,3 December 2022  5:10 PM,107.0,17.62,17.62
21213030.0,Finished,3 December 2022  3:23 PM,3 December 2022  4:06 PM,43.18,18.57,18.57
21113286.0,Finished,3 December 2022  3:23 PM,3 December 2022  5:20 PM,116.0,18.57,18.57
28707475.0,Finished,3 December 2022  3:24 PM,3 December 2022  4:08 PM,43.8,15.24,15.24
28706762.0,Finished,3 December 2022  3:27 PM,3 December 2022  4:15 PM,47.48,16.67,16.67
28707210.0,Finished,3 December 2022  3:27 PM,3 December 2022  4:10 PM,42.32,13.81,13.81
28600768.0,Finished,3 December 2022  3:30 PM,3 December 2022  3:55 PM,24.35,12.86,12.86
28631974.0,Finished,3 December 2022  3:33 PM,3 December 2022  4:02 PM,28.73,16.67,16.67
28705401.0,Finished,3 December 2022  3:34 PM,3 December 2022  4:57 PM,83.0,15.24,15.24
28627431.0,Finished,3 December 2022  3:35 PM,3 December 2022  5:35 PM,120.0,16.19,16.19
28706076.0,Finished,3 December 2022  3:39 PM,3 December 2022  4:17 PM,38.0,17.14,17.14
28707365.0,Finished,3 December 2022  3:43 PM,3 December 2022  5:43 PM,120.0,18.57,18.57
28613143.0,Finished,3 December 2022  3:44 PM,3 December 2022  5:27 PM,102.0,18.10,18.10
3872127.0,Finished,3 December 2022  3:45 PM,3 December 2022  5:07 PM,82.0,13.81,13.81
28717249.0,Finished,3 December 2022  3:46 PM,3 December 2022  4:37 PM,51.55,11.43,11.43
28711710.0,Finished,3 December 2022  3:49 PM,3 December 2022  5:17 PM,88.0,12.86,12.86
28608444.0,Finished,3 December 2022  3:50 PM,3 December 2022  4:25 PM,34.63,18.10,18.10
21200169.0,Finished,3 December 2022  3:52 PM,3 December 2022  5:52 PM,120.0,18.57,18.57
3808685.0,Finished,3 December 2022  3:55 PM,3 December 2022  4:30 PM,35.67,15.71,15.71
28707756.0,Finished,3 December 2022  3:56 PM,3 December 2022  5:56 PM,120.0,15.24,15.24
28708067.0,Finished,3 December 2022  3:56 PM,3 December 2022  4:26 PM,29.5,17.14,17.14
28606874.0,Finished,3 December 2022  3:56 PM,3 December 2022  4:47 PM,50.77,11.43,11.43
21200397.0,Finished,3 December 2022  4:00 PM,3 December 2022  5:55 PM,114.0,18.10,18.10
28711002.0,Finished,3 December 2022  4:00 PM,3 December 2022  5:16 PM,75.0,18.10,18.10
28602563.0,Finished,3 December 2022  4:00 PM,3 December 2022  5:47 PM,106.0,18.57,18.57
28706232.0,Finished,3 December 2022  4:01 PM,3 December 2022  4:49 PM,48.22,18.57,18.57
28717281.0,Finished,3 December 2022  4:02 PM,3 December 2022  4:39 PM,37.3,11.43,11.43
3804052.0,Finished,3 December 2022  4:03 PM,3 December 2022  5:11 PM,68.0,15.71,15.71
3800477.0,Finished,3 December 2022  4:10 PM,3 December 2022  5:36 PM,86.0,18.10,18.10
21208501.0,Finished,3 December 2022  4:13 PM,3 December 2022  6:13 PM,120.0,0.00,-
21208523.0,Finished,3 December 2022  4:14 PM,3 December 2022  4:42 PM,28.57,13.81,13.81
3520774.0,Finished,3 December 2022  4:14 PM,3 December 2022  4:55 PM,41.48,11.43,11.43
28707726.0,Finished,3 December 2022  4:14 PM,3 December 2022  5:40 PM,85.0,11.43,11.43
28708160.0,Finished,3 December 2022  4:14 PM,3 December 2022  6:14 PM,120.0,15.71,15.71
28711772.0,Finished,3 December 2022  4:14 PM,3 December 2022  5:07 PM,52.83,13.33,13.33
28712760.0,Finished,3 December 2022  4:19 PM,3 December 2022  5:45 PM,86.0,18.10,18.10
28707889.0,Finished,3 December 2022  4:22 PM,3 December 2022  5:47 PM,85.0,11.43,11.43
28706138.0,Finished,3 December 2022  4:24 PM,3 December 2022  5:50 PM,86.0,16.67,16.67
28606787.0,Finished,3 December 2022  4:28 PM,3 December 2022  6:28 PM,120.0,13.81,13.81
28712429.0,Finished,3 December 2022  4:28 PM,3 December 2022  6:26 PM,118.0,15.71,15.71
21221977.0,Finished,3 December 2022  4:28 PM,3 December 2022  5:55 PM,86.0,17.62,17.62
28706938.0,Finished,3 December 2022  4:28 PM,3 December 2022  4:57 PM,28.37,17.14,17.14
3702042.0,Finished,3 December 2022  4:29 PM,3 December 2022  5:21 PM,52.2,17.14,17.14
3801002.0,Finished,3 December 2022  4:29 PM,3 December 2022  6:17 PM,108.0,18.10,18.10
28712088.0,Finished,3 December 2022  4:30 PM,3 December 2022  5:56 PM,85.0,14.76,14.76
28602162.0,Finished,3 December 2022  4:30 PM,3 December 2022  6:10 PM,99.0,16.67,16.67
3701324.0,Finished,3 December 2022  4:32 PM,3 December 2022  6:11 PM,99.0,15.24,15.24
28710263.0,Finished,3 December 2022  4:33 PM,3 December 2022  6:03 PM,89.0,18.10,18.10
28709278.0,Finished,3 December 2022  4:34 PM,3 December 2022  5:08 PM,34.38,16.67,16.67
21219706.0,Finished,3 December 2022  4:35 PM,3 December 2022  6:11 PM,95.0,6.67,6.67
28706902.0,Finished,3 December 2022  4:36 PM,3 December 2022  6:30 PM,113.0,11.90,11.90
28708487.0,Finished,3 December 2022  4:37 PM,3 December 2022  6:30 PM,112.0,18.10,18.10
28712800.0,Finished,3 December 2022  4:37 PM,3 December 2022  4:51 PM,14.2,4.29,4.29
28711545.0,Finished,3 December 2022  4:39 PM,3 December 2022  6:14 PM,95.0,17.62,17.62
28603668.0,Finished,3 December 2022  4:39 PM,3 December 2022  6:16 PM,97.0,14.76,14.76
3811684.0,Finished,3 December 2022  4:39 PM,3 December 2022  5:18 PM,39.32,10.95,10.95
21208283.0,Finished,3 December 2022  4:40 PM,3 December 2022  5:31 PM,51.78,2.86,2.86
28711505.0,Finished,3 December 2022  4:46 PM,3 December 2022  5:36 PM,49.93,18.57,18.57
28602661.0,Finished,3 December 2022  4:46 PM,3 December 2022  6:30 PM,103.0,18.57,18.57
28708212.0,Finished,3 December 2022  4:52 PM,3 December 2022  6:04 PM,72.0,18.57,18.57
28705068.0,Finished,3 December 2022  4:53 PM,3 December 2022  6:29 PM,96.0,15.24,15.24
21119283.0,Finished,3 December 2022  4:53 PM,3 December 2022  5:59 PM,66.0,15.71,15.71
21200572.0,Finished,3 December 2022  4:54 PM,3 December 2022  5:19 PM,25.1,18.10,18.10
28614630.0,Finished,3 December 2022  4:55 PM,3 December 2022  6:12 PM,76.0,14.76,14.76
28616341.0,Finished,3 December 2022  5:00 PM,3 December 2022  6:07 PM,67.0,16.67,16.67
28720888.0,Finished,3 December 2022  5:03 PM,3 December 2022  5:55 PM,52.3,11.90,11.90
3702933.0,Finished,3 December 2022  5:03 PM,3 December 2022  6:11 PM,68.0,18.57,18.57
28706415.0,Finished,3 December 2022  5:05 PM,3 December 2022  5:36 PM,31.05,18.57,18.57
28718775.0,Finished,3 December 2022  5:05 PM,3 December 2022  6:24 PM,78.0,18.10,18.10
28707797.0,Finished,3 December 2022  5:08 PM,3 December 2022  6:30 PM,81.0,14.76,14.76
3808418.0,Finished,3 December 2022  5:10 PM,3 December 2022  6:20 PM,70.0,17.14,17.14
28716428.0,Finished,3 December 2022  5:10 PM,3 December 2022  5:45 PM,34.5,18.10,18.10
28711811.0,Finished,3 December 2022  5:12 PM,3 December 2022  5:40 PM,28.83,16.67,16.67
28600470.0,Finished,3 December 2022  5:13 PM,3 December 2022  6:26 PM,72.0,15.71,15.71
3803944.0,Finished,3 December 2022  5:14 PM,3 December 2022  5:49 PM,34.87,18.10,18.10
28706765.0,Finished,3 December 2022  5:19 PM,3 December 2022  6:29 PM,70.0,18.10,18.10
28707180.0,Finished,3 December 2022  5:25 PM,3 December 2022  5:54 PM,29.18,13.81,13.81
28616272.0,Finished,3 December 2022  5:25 PM,3 December 2022  5:52 PM,26.72,15.71,15.71
28600769.0,Finished,3 December 2022  5:26 PM,3 December 2022  5:43 PM,17.3,15.71,15.71
28608893.0,Finished,3 December 2022  5:30 PM,3 December 2022  6:07 PM,36.78,18.57,18.57
28712278.0,Finished,3 December 2022  5:31 PM,3 December 2022  6:06 PM,34.67,18.57,18.57
28712609.0,Finished,3 December 2022  5:31 PM,3 December 2022  6:04 PM,32.8,15.71,15.71
3804887.0,Finished,3 December 2022  5:33 PM,3 December 2022  5:57 PM,24.07,14.29,14.29
21117173.0,Finished,3 December 2022  5:35 PM,3 December 2022  6:30 PM,54.28,11.43,11.43
28602183.0,Finished,3 December 2022  5:47 PM,3 December 2022  6:30 PM,42.25,11.90,11.90
28709428.0,Finished,3 December 2022  5:49 PM,3 December 2022  6:26 PM,36.55,16.67,16.67
28609357.0,Finished,3 December 2022  5:56 PM,3 December 2022  6:05 PM,9.2,18.10,18.10
28720263.0,Finished,3 December 2022  6:05 PM,3 December 2022  6:28 PM,23.72,8.57,8.57
3673536.0,Finished,3 December 2022  6:08 PM,3 December 2022  6:30 PM,21.67,15.71,15.71
