State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /20.00
Finished,20 October 2022  9:45 PM,20 October 2022  10:56 PM,1 hour 11 mins,15.94,15.94
Finished,21 October 2022  9:19 AM,21 October 2022  10:44 AM,1 hour 25 mins,15.65,15.65
Finished,21 October 2022  9:31 AM,21 October 2022  10:45 AM,1 hour 14 mins,15.94,15.94
Finished,21 October 2022  9:59 AM,21 October 2022  10:39 AM,40 mins 5 secs,18.26,18.26
Finished,21 October 2022  10:12 AM,21 October 2022  11:36 AM,1 hour 24 mins,15.07,15.07
Finished,21 October 2022  2:12 PM,21 October 2022  3:20 PM,1 hour 7 mins,14.78,14.78
Finished,21 October 2022  2:23 PM,21 October 2022  3:20 PM,57 mins 31 secs,16.23,16.23
Finished,21 October 2022  3:10 PM,21 October 2022  4:45 PM,1 hour 34 mins,14.49,14.49
Finished,21 October 2022  3:29 PM,21 October 2022  4:13 PM,43 mins 21 secs,11.88,11.88
Finished,21 October 2022  4:02 PM,21 October 2022  6:02 PM,2 hours,18.84,18.84
Finished,21 October 2022  4:02 PM,21 October 2022  6:02 PM,1 hour 59 mins,18.55,18.55
Finished,21 October 2022  4:02 PM,21 October 2022  5:07 PM,1 hour 4 mins,12.17,12.17
Finished,21 October 2022  4:20 PM,21 October 2022  6:18 PM,1 hour 57 mins,15.36,15.36
Finished,21 October 2022  4:32 PM,21 October 2022  6:32 PM,1 hour 59 mins,19.13,19.13
Finished,21 October 2022  4:43 PM,21 October 2022  6:01 PM,1 hour 18 mins,19.13,19.13
Finished,21 October 2022  5:31 PM,21 October 2022  6:01 PM,30 mins 32 secs,9.57,9.57
Finished,21 October 2022  5:52 PM,21 October 2022  7:00 PM,1 hour 8 mins,17.39,17.39
Finished,21 October 2022  5:52 PM,21 October 2022  7:01 PM,1 hour 8 mins,18.26,18.26
Finished,21 October 2022  6:12 PM,21 October 2022  7:16 PM,1 hour 3 mins,17.39,17.39
Finished,21 October 2022  6:24 PM,21 October 2022  7:06 PM,42 mins 27 secs,17.10,17.10
Finished,21 October 2022  6:52 PM,21 October 2022  7:40 PM,47 mins 56 secs,15.36,15.36
Finished,21 October 2022  7:05 PM,21 October 2022  7:53 PM,48 mins 39 secs,13.04,13.04
Finished,21 October 2022  7:33 PM,21 October 2022  9:24 PM,1 hour 51 mins,13.91,13.91
Finished,21 October 2022  7:42 PM,21 October 2022  8:29 PM,47 mins 2 secs,14.49,14.49
Finished,21 October 2022  8:40 PM,21 October 2022  10:18 PM,1 hour 38 mins,17.97,17.97
Finished,21 October 2022  8:41 PM,21 October 2022  10:23 PM,1 hour 41 mins,17.97,17.97
Finished,21 October 2022  9:52 PM,21 October 2022  11:49 PM,1 hour 57 mins,11.88,11.88
Finished,21 October 2022  10:02 PM,21 October 2022  11:50 PM,1 hour 48 mins,17.10,17.10
Finished,21 October 2022  10:06 PM,21 October 2022  11:56 PM,1 hour 49 mins,17.97,17.97
Finished,21 October 2022  10:21 PM,21 October 2022  11:17 PM,56 mins 5 secs,17.97,17.97
Finished,21 October 2022  10:28 PM,22 October 2022  12:28 AM,2 hours,1.16,1.16
Finished,21 October 2022  10:58 PM,22 October 2022  12:59 AM,2 hours,15.65,15.65
Finished,21 October 2022  10:59 PM,22 October 2022  12:58 AM,1 hour 58 mins,17.10,17.10
Finished,21 October 2022  11:50 PM,22 October 2022  1:50 AM,2 hours,14.78,14.78
Finished,22 October 2022  8:01 AM,22 October 2022  9:41 AM,1 hour 39 mins,16.81,16.81
Finished,22 October 2022  8:22 AM,22 October 2022  10:22 AM,2 hours,17.97,17.97
Finished,22 October 2022  8:38 AM,22 October 2022  9:41 AM,1 hour 2 mins,16.81,16.81
Finished,22 October 2022  9:05 AM,22 October 2022  11:02 AM,1 hour 57 mins,15.65,15.65
Finished,22 October 2022  9:35 AM,22 October 2022  10:37 AM,1 hour 2 mins,19.13,19.13
Finished,22 October 2022  9:41 AM,22 October 2022  11:27 AM,1 hour 46 mins,15.94,15.94
Finished,22 October 2022  9:51 AM,22 October 2022  11:51 AM,2 hours,17.68,17.68
Finished,22 October 2022  10:10 AM,22 October 2022  11:45 AM,1 hour 35 mins,15.07,15.07
Finished,22 October 2022  10:10 AM,22 October 2022  11:45 AM,1 hour 35 mins,15.36,15.36
Finished,22 October 2022  10:10 AM,22 October 2022  10:56 AM,46 mins 4 secs,18.55,18.55
Finished,22 October 2022  10:15 AM,22 October 2022  11:54 AM,1 hour 38 mins,17.97,17.97
Finished,22 October 2022  10:17 AM,22 October 2022  11:54 AM,1 hour 36 mins,17.97,17.97
Finished,22 October 2022  10:17 AM,22 October 2022  12:16 PM,1 hour 59 mins,16.81,16.81
Finished,22 October 2022  10:21 AM,22 October 2022  12:21 PM,2 hours,9.28,9.28
Finished,22 October 2022  10:29 AM,22 October 2022  12:29 PM,2 hours,0.00,0.00
Finished,22 October 2022  10:31 AM,22 October 2022  11:50 AM,1 hour 19 mins,13.33,13.33
Finished,22 October 2022  10:31 AM,22 October 2022  11:48 AM,1 hour 17 mins,15.65,15.65
Finished,22 October 2022  10:40 AM,22 October 2022  12:33 PM,1 hour 52 mins,17.97,17.97
Finished,22 October 2022  10:42 AM,22 October 2022  12:06 PM,1 hour 24 mins,15.65,15.65
Finished,22 October 2022  10:54 AM,22 October 2022  12:53 PM,1 hour 58 mins,11.88,11.88
Finished,22 October 2022  11:10 AM,22 October 2022  12:15 PM,1 hour 4 mins,16.52,16.52
Finished,22 October 2022  11:10 AM,22 October 2022  11:47 AM,36 mins 11 secs,19.13,19.13
Finished,22 October 2022  11:20 AM,22 October 2022  12:43 PM,1 hour 22 mins,15.65,15.65
Finished,22 October 2022  11:22 AM,22 October 2022  12:41 PM,1 hour 19 mins,15.94,15.94
Finished,22 October 2022  11:22 AM,22 October 2022  12:41 PM,1 hour 18 mins,15.94,15.94
Finished,22 October 2022  11:23 AM,22 October 2022  1:06 PM,1 hour 43 mins,15.65,15.65
Finished,22 October 2022  11:23 AM,22 October 2022  1:08 PM,1 hour 45 mins,15.07,15.07
Finished,22 October 2022  11:24 AM,22 October 2022  1:16 PM,1 hour 52 mins,17.68,17.68
Finished,22 October 2022  11:34 AM,22 October 2022  12:29 PM,55 mins 24 secs,15.36,15.36
Finished,22 October 2022  11:40 AM,22 October 2022  12:23 PM,43 mins 18 secs,14.78,14.78
Finished,22 October 2022  11:50 AM,22 October 2022  12:17 PM,26 mins 24 secs,17.10,17.10
Finished,22 October 2022  11:54 AM,22 October 2022  12:41 PM,47 mins 8 secs,15.36,15.36
Finished,22 October 2022  12:01 PM,22 October 2022  1:08 PM,1 hour 6 mins,15.94,15.94
Finished,22 October 2022  12:06 PM,22 October 2022  12:46 PM,39 mins 39 secs,11.59,11.59
Finished,22 October 2022  12:10 PM,22 October 2022  1:24 PM,1 hour 13 mins,15.07,15.07
Finished,22 October 2022  12:16 PM,22 October 2022  12:33 PM,16 mins 56 secs,16.52,16.52
Finished,22 October 2022  12:16 PM,22 October 2022  12:43 PM,26 mins 33 secs,18.55,18.55
Finished,22 October 2022  12:16 PM,22 October 2022  1:44 PM,1 hour 28 mins,13.33,13.33
Finished,22 October 2022  12:19 PM,22 October 2022  1:11 PM,51 mins 51 secs,16.81,16.81
Finished,22 October 2022  12:35 PM,22 October 2022  1:59 PM,1 hour 24 mins,18.26,18.26
Finished,22 October 2022  1:01 PM,22 October 2022  2:49 PM,1 hour 48 mins,15.94,15.94
Finished,22 October 2022  1:14 PM,22 October 2022  1:52 PM,38 mins 8 secs,8.41,8.41
Finished,22 October 2022  1:14 PM,22 October 2022  1:44 PM,29 mins 41 secs,15.07,15.07
Finished,22 October 2022  1:17 PM,22 October 2022  1:52 PM,34 mins 54 secs,17.97,17.97
Finished,22 October 2022  1:19 PM,22 October 2022  2:02 PM,43 mins 36 secs,13.62,13.62
Finished,22 October 2022  1:21 PM,22 October 2022  3:01 PM,1 hour 40 mins,18.55,18.55
Finished,22 October 2022  1:23 PM,22 October 2022  1:49 PM,26 mins 25 secs,18.26,18.26
Finished,22 October 2022  1:26 PM,22 October 2022  2:17 PM,50 mins 57 secs,16.52,16.52
Finished,22 October 2022  1:26 PM,22 October 2022  2:20 PM,53 mins 30 secs,17.39,17.39
Finished,22 October 2022  1:27 PM,22 October 2022  2:17 PM,49 mins 55 secs,13.62,13.62
Finished,22 October 2022  1:28 PM,22 October 2022  2:20 PM,52 mins 7 secs,18.55,18.55
Finished,22 October 2022  1:28 PM,22 October 2022  2:46 PM,1 hour 17 mins,18.55,18.55
Finished,22 October 2022  1:29 PM,22 October 2022  2:12 PM,43 mins 12 secs,16.81,16.81
Finished,22 October 2022  1:30 PM,22 October 2022  2:13 PM,42 mins 32 secs,15.07,15.07
Finished,22 October 2022  1:53 PM,22 October 2022  2:36 PM,43 mins 26 secs,15.36,15.36
Finished,22 October 2022  1:54 PM,22 October 2022  3:45 PM,1 hour 50 mins,17.39,17.39
Finished,22 October 2022  1:55 PM,22 October 2022  3:28 PM,1 hour 32 mins,17.97,17.97
Finished,22 October 2022  2:03 PM,22 October 2022  3:11 PM,1 hour 8 mins,12.17,12.17
Finished,22 October 2022  2:04 PM,22 October 2022  2:57 PM,53 mins 48 secs,15.94,15.94
Finished,22 October 2022  2:06 PM,22 October 2022  3:13 PM,1 hour 6 mins,16.23,16.23
Finished,22 October 2022  2:07 PM,22 October 2022  3:43 PM,1 hour 35 mins,15.94,15.94
Finished,22 October 2022  2:12 PM,22 October 2022  4:12 PM,1 hour 59 mins,18.84,18.84
Finished,22 October 2022  2:13 PM,22 October 2022  3:25 PM,1 hour 11 mins,18.26,18.26
Finished,22 October 2022  2:21 PM,22 October 2022  4:18 PM,1 hour 56 mins,16.23,16.23
Finished,22 October 2022  2:22 PM,22 October 2022  4:20 PM,1 hour 57 mins,18.55,18.55
Finished,22 October 2022  2:24 PM,22 October 2022  4:23 PM,1 hour 58 mins,17.10,17.10
Finished,22 October 2022  2:24 PM,22 October 2022  4:18 PM,1 hour 53 mins,17.10,17.10
Finished,22 October 2022  2:34 PM,22 October 2022  3:57 PM,1 hour 23 mins,13.91,13.91
Finished,22 October 2022  2:36 PM,22 October 2022  3:26 PM,49 mins 57 secs,15.36,15.36
Finished,22 October 2022  2:38 PM,22 October 2022  3:04 PM,25 mins 32 secs,17.10,17.10
Finished,22 October 2022  2:46 PM,22 October 2022  4:09 PM,1 hour 23 mins,16.23,16.23
Finished,22 October 2022  2:46 PM,22 October 2022  4:18 PM,1 hour 32 mins,18.26,18.26
Finished,22 October 2022  2:50 PM,22 October 2022  4:23 PM,1 hour 32 mins,16.52,16.52
Finished,22 October 2022  2:56 PM,22 October 2022  4:11 PM,1 hour 14 mins,16.52,16.52
Finished,22 October 2022  2:56 PM,22 October 2022  4:20 PM,1 hour 23 mins,17.68,17.68
Finished,22 October 2022  2:56 PM,22 October 2022  3:29 PM,32 mins 44 secs,17.10,17.10
Finished,22 October 2022  3:03 PM,22 October 2022  5:02 PM,1 hour 58 mins,16.81,16.81
Finished,22 October 2022  3:04 PM,22 October 2022  3:46 PM,41 mins 43 secs,15.65,15.65
Finished,22 October 2022  3:04 PM,22 October 2022  4:45 PM,1 hour 40 mins,18.84,18.84
Finished,22 October 2022  3:05 PM,22 October 2022  4:09 PM,1 hour 3 mins,18.26,18.26
Finished,22 October 2022  3:06 PM,22 October 2022  4:12 PM,1 hour 6 mins,17.10,17.10
Finished,22 October 2022  3:06 PM,22 October 2022  4:10 PM,1 hour 4 mins,17.39,17.39
Finished,22 October 2022  3:06 PM,22 October 2022  5:06 PM,2 hours,17.39,17.39
Finished,22 October 2022  3:07 PM,22 October 2022  4:39 PM,1 hour 31 mins,18.84,18.84
Finished,22 October 2022  3:08 PM,22 October 2022  5:06 PM,1 hour 58 mins,16.81,16.81
Finished,22 October 2022  3:18 PM,22 October 2022  4:11 PM,52 mins 24 secs,17.68,17.68
Finished,22 October 2022  3:20 PM,22 October 2022  4:02 PM,41 mins 41 secs,17.68,17.68
Finished,22 October 2022  3:21 PM,22 October 2022  4:07 PM,46 mins 48 secs,17.10,17.10
Finished,22 October 2022  3:23 PM,22 October 2022  4:53 PM,1 hour 30 mins,17.97,17.97
Finished,22 October 2022  3:25 PM,22 October 2022  4:49 PM,1 hour 23 mins,13.91,13.91
Finished,22 October 2022  3:31 PM,22 October 2022  4:51 PM,1 hour 20 mins,17.68,17.68
Finished,22 October 2022  3:32 PM,22 October 2022  5:32 PM,1 hour 59 mins,18.26,18.26
Finished,22 October 2022  3:35 PM,22 October 2022  4:14 PM,38 mins 38 secs,15.94,15.94
Finished,22 October 2022  3:44 PM,22 October 2022  4:46 PM,1 hour 1 min,16.52,16.52
Finished,22 October 2022  3:45 PM,22 October 2022  4:20 PM,34 mins 58 secs,17.68,17.68
Finished,22 October 2022  3:46 PM,22 October 2022  4:01 PM,15 mins 24 secs,14.49,14.49
Finished,22 October 2022  3:47 PM,22 October 2022  4:13 PM,26 mins 17 secs,16.81,16.81
Finished,22 October 2022  3:49 PM,22 October 2022  4:38 PM,48 mins 28 secs,13.62,13.62
Finished,22 October 2022  3:49 PM,22 October 2022  5:49 PM,1 hour 59 mins,17.39,17.39
Finished,22 October 2022  3:51 PM,22 October 2022  5:51 PM,2 hours,18.26,18.26
Finished,22 October 2022  3:52 PM,22 October 2022  4:33 PM,41 mins 34 secs,16.81,16.81
Finished,22 October 2022  3:53 PM,22 October 2022  4:41 PM,47 mins 17 secs,18.84,18.84
Finished,22 October 2022  3:54 PM,22 October 2022  5:05 PM,1 hour 11 mins,17.39,17.39
Finished,22 October 2022  3:56 PM,22 October 2022  5:07 PM,1 hour 11 mins,17.68,17.68
Finished,22 October 2022  4:01 PM,22 October 2022  4:22 PM,21 mins 14 secs,17.97,17.97
Finished,22 October 2022  4:02 PM,22 October 2022  5:20 PM,1 hour 18 mins,16.81,16.81
Finished,22 October 2022  4:03 PM,22 October 2022  5:31 PM,1 hour 27 mins,17.68,17.68
Finished,22 October 2022  4:05 PM,22 October 2022  5:45 PM,1 hour 40 mins,17.97,17.97
Finished,22 October 2022  4:06 PM,22 October 2022  5:37 PM,1 hour 31 mins,15.94,15.94
Finished,22 October 2022  4:06 PM,22 October 2022  4:41 PM,34 mins 46 secs,18.84,18.84
Finished,22 October 2022  4:07 PM,22 October 2022  5:32 PM,1 hour 25 mins,12.75,12.75
Finished,22 October 2022  4:08 PM,22 October 2022  5:42 PM,1 hour 34 mins,17.39,17.39
Finished,22 October 2022  4:09 PM,22 October 2022  6:02 PM,1 hour 53 mins,17.97,17.97
Finished,22 October 2022  4:09 PM,22 October 2022  4:27 PM,17 mins 36 secs,18.55,18.55
Finished,22 October 2022  4:10 PM,22 October 2022  4:53 PM,42 mins 52 secs,15.94,15.94
Finished,22 October 2022  4:10 PM,22 October 2022  5:39 PM,1 hour 28 mins,17.39,17.39
Finished,22 October 2022  4:12 PM,22 October 2022  6:12 PM,2 hours,15.94,15.94
Finished,22 October 2022  4:14 PM,22 October 2022  5:23 PM,1 hour 8 mins,16.52,16.52
Finished,22 October 2022  4:14 PM,22 October 2022  5:42 PM,1 hour 28 mins,16.81,16.81
Finished,22 October 2022  4:14 PM,22 October 2022  5:03 PM,48 mins 36 secs,17.10,17.10
Finished,22 October 2022  4:16 PM,22 October 2022  5:23 PM,1 hour 7 mins,17.10,17.10
Finished,22 October 2022  4:20 PM,22 October 2022  5:58 PM,1 hour 38 mins,13.62,13.62
Finished,22 October 2022  4:21 PM,22 October 2022  6:21 PM,2 hours,16.23,16.23
Finished,22 October 2022  4:21 PM,22 October 2022  5:12 PM,51 mins 39 secs,17.68,17.68
Finished,22 October 2022  4:21 PM,22 October 2022  6:06 PM,1 hour 44 mins,16.81,16.81
Finished,22 October 2022  4:21 PM,22 October 2022  5:51 PM,1 hour 29 mins,15.65,15.65
Finished,22 October 2022  4:21 PM,22 October 2022  4:53 PM,32 mins 6 secs,16.23,16.23
Finished,22 October 2022  4:22 PM,22 October 2022  4:54 PM,32 mins 5 secs,16.81,16.81
Finished,22 October 2022  4:24 PM,22 October 2022  6:24 PM,2 hours,17.68,17.68
Finished,22 October 2022  4:25 PM,22 October 2022  5:04 PM,39 mins 28 secs,17.97,17.97
Finished,22 October 2022  4:25 PM,22 October 2022  6:18 PM,1 hour 52 mins,18.55,18.55
Finished,22 October 2022  4:25 PM,22 October 2022  6:25 PM,1 hour 59 mins,15.94,15.94
Finished,22 October 2022  4:26 PM,22 October 2022  5:19 PM,53 mins 20 secs,16.52,16.52
Finished,22 October 2022  4:27 PM,22 October 2022  6:22 PM,1 hour 54 mins,15.36,15.36
Finished,22 October 2022  4:29 PM,22 October 2022  6:29 PM,2 hours,17.10,17.10
Finished,22 October 2022  4:29 PM,22 October 2022  6:29 PM,2 hours,17.97,17.97
Finished,22 October 2022  4:30 PM,22 October 2022  6:30 PM,1 hour 59 mins,14.49,14.49
Finished,22 October 2022  4:30 PM,22 October 2022  6:30 PM,1 hour 59 mins,15.65,15.65
Finished,22 October 2022  4:32 PM,22 October 2022  5:31 PM,59 mins 26 secs,17.10,17.10
Finished,22 October 2022  4:32 PM,22 October 2022  5:15 PM,43 mins 35 secs,17.97,17.97
Finished,22 October 2022  4:33 PM,22 October 2022  6:16 PM,1 hour 42 mins,17.68,17.68
Finished,22 October 2022  4:33 PM,22 October 2022  6:30 PM,1 hour 56 mins,17.10,17.10
Finished,22 October 2022  4:37 PM,22 October 2022  6:30 PM,1 hour 52 mins,11.30,11.30
Finished,22 October 2022  4:38 PM,22 October 2022  5:03 PM,25 mins 25 secs,17.68,17.68
Finished,22 October 2022  4:39 PM,22 October 2022  6:08 PM,1 hour 28 mins,17.39,17.39
Finished,22 October 2022  4:40 PM,22 October 2022  6:30 PM,1 hour 49 mins,16.52,16.52
Finished,22 October 2022  4:43 PM,22 October 2022  5:05 PM,22 mins 19 secs,13.33,13.33
Finished,22 October 2022  4:43 PM,22 October 2022  5:37 PM,54 mins 23 secs,17.39,17.39
Finished,22 October 2022  4:45 PM,22 October 2022  6:27 PM,1 hour 42 mins,12.75,12.75
Finished,22 October 2022  4:55 PM,22 October 2022  6:20 PM,1 hour 24 mins,11.30,11.30
Finished,22 October 2022  4:56 PM,22 October 2022  5:31 PM,35 mins 28 secs,16.81,16.81
Finished,22 October 2022  4:58 PM,22 October 2022  6:05 PM,1 hour 6 mins,17.39,17.39
Finished,22 October 2022  4:58 PM,22 October 2022  5:36 PM,38 mins 25 secs,18.55,18.55
Finished,22 October 2022  5:01 PM,22 October 2022  6:30 PM,1 hour 28 mins,14.78,14.78
Finished,22 October 2022  5:04 PM,22 October 2022  5:24 PM,19 mins 39 secs,17.10,17.10
Finished,22 October 2022  5:08 PM,22 October 2022  6:30 PM,1 hour 21 mins,15.36,15.36
Finished,22 October 2022  5:10 PM,22 October 2022  6:29 PM,1 hour 19 mins,16.81,16.81
Finished,22 October 2022  5:13 PM,22 October 2022  6:12 PM,59 mins,12.75,12.75
Finished,22 October 2022  5:17 PM,22 October 2022  5:36 PM,18 mins 34 secs,13.91,13.91
Finished,22 October 2022  5:30 PM,22 October 2022  6:29 PM,59 mins 23 secs,15.94,15.94
Finished,22 October 2022  5:31 PM,22 October 2022  6:03 PM,32 mins 9 secs,14.49,14.49
Finished,22 October 2022  5:37 PM,22 October 2022  6:28 PM,50 mins 44 secs,15.94,15.94
Finished,22 October 2022  5:42 PM,22 October 2022  6:29 PM,46 mins 57 secs,17.10,17.10
Finished,22 October 2022  5:44 PM,22 October 2022  6:23 PM,39 mins 31 secs,17.97,17.97
