ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /6.67,Q. 2 /6.67,Q. 3 /6.67
28600492.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:54 ,83.0,15.74,4.31,6.67,4.75
28605022.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,89.0,10.20,3.36,3.89,2.95
3801873.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:55 ,85.0,8.66,2.84,1.67,4.15
28711440.0,Finished,8 novembre 2021  10:46 ,8 novembre 2021  12:16 ,89.0,8.54,3.68,0.00,4.86
3702996.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,89.0,8.89,3.16,2.78,2.95
28600464.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,8.42,3.32,1.11,3.99
28506638.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,8.56,3.42,3.89,1.26
3800477.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:18 ,107.0,6.34,2.02,0.56,3.77
28604304.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,7.98,3.60,0.56,3.83
28608396.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,11.07,4.15,2.22,4.70
3708782.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,8.61,3.81,2.78,2.02
28610448.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,9.88,3.66,2.78,3.44
28610117.0,Finished,8 novembre 2021  10:46 ,8 novembre 2021  12:14 ,88.0,12.73,4.49,2.78,5.46
28601953.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,8.67,2.99,0.00,5.68
28600470.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:14 ,89.0,3.48,2.22,0.00,1.26
28607314.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,11.52,3.81,3.33,4.37
3800583.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:14 ,88.0,7.83,3.19,3.33,1.31
3702809.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:13 ,88.0,9.83,3.26,1.11,5.46
21116436.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,89.0,11.34,3.11,1.67,6.56
28601301.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:14 ,88.0,7.85,2.10,0.56,5.19
28605864.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:09 ,83.0,6.71,3.38,0.00,3.33
3700453.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:14 ,88.0,6.05,2.17,0.00,3.88
3808875.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:09 ,84.0,13.13,4.94,3.33,4.86
21114731.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,89.0,9.37,3.41,0.56,5.41
28600559.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:13 ,88.0,13.34,5.55,2.22,5.57
3801610.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:13 ,88.0,15.50,4.94,3.89,6.67
28610130.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:14 ,89.0,10.02,3.19,2.78,4.04
28717594.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,89.0,11.88,3.13,3.89,4.86
28614924.0,Finished,8 novembre 2021  12:35 ,8 novembre 2021  2:04 ,89.0,6.80,2.61,2.22,1.97
3800162.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  2:01 ,89.0,6.03,3.27,1.67,1.09
21109170.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,11.52,4.60,5.56,1.37
3709743.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  2:02 ,90.0,13.36,3.71,5.00,4.64
21100776.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,89.0,9.89,2.65,1.67,5.57
28610667.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,10.78,5.19,1.11,4.48
3672320.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,4.52,3.15,0.56,0.82
28610190.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,7.40,2.82,2.22,2.35
21108842.0,Finished,8 novembre 2021  12:35 ,8 novembre 2021  2:04 ,89.0,10.17,3.03,2.22,4.92
3810768.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,14.86,6.50,3.33,5.03
28601393.0,Finished,8 novembre 2021  10:46 ,8 novembre 2021  12:16 ,89.0,8.21,4.94,0.00,3.28
28610187.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,11.06,4.93,0.56,5.57
3309154.0,Finished,8 novembre 2021  12:33 ,8 novembre 2021  2:03 ,90.0,1.51,0.47,0.00,1.04
3812676.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,89.0,12.47,3.44,3.89,5.14
28600563.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,89.0,16.43,4.20,5.56,6.67
28607223.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:58 ,88.0,10.17,4.15,0.56,5.46
28620155.0,Finished,8 novembre 2021  10:46 ,8 novembre 2021  12:16 ,90.0,8.58,3.05,1.11,4.43
3415756.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,9.05,1.75,2.22,5.08
3522190.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,7.90,3.52,0.56,3.83
28609645.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,13.46,3.22,4.44,5.79
28605064.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,10.41,4.26,1.67,4.48
28617603.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,11.07,5.10,0.56,5.41
28600712.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,7.74,2.85,1.67,3.22
28610127.0,Finished,8 novembre 2021  10:46 ,8 novembre 2021  12:16 ,90.0,8.47,3.37,4.44,0.66
28602563.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,5.81,2.30,1.11,2.40
28610328.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,10.00,2.63,2.78,4.59
28717871.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,10.39,5.80,-,4.59
28601343.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,89.0,7.22,4.54,0.56,2.13
3603679.0,Finished,8 novembre 2021  10:46 ,8 novembre 2021  12:16 ,90.0,5.39,2.60,0.00,2.79
3809215.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,89.0,5.76,2.97,0.00,2.79
3800646.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,12.48,3.87,5.00,3.61
28603036.0,Finished,8 novembre 2021  10:46 ,8 novembre 2021  12:16 ,90.0,9.69,3.26,2.22,4.21
21109001.0,Finished,8 novembre 2021  12:33 ,8 novembre 2021  2:03 ,89.0,14.78,4.65,5.00,5.14
28602830.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  1:36 ,64.0,9.44,4.34,1.11,3.99
28609129.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,3.85,1.20,1.67,0.98
28603833.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  1:53 ,80.0,13.19,4.87,4.44,3.88
28720778.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,6.61,0.44,2.78,3.39
3872127.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,4.58,3.26,0.56,0.77
21113646.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,10.76,3.78,2.78,4.21
28709864.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,15.56,4.53,6.11,4.92
21102696.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,13.79,4.39,3.33,6.07
28602191.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  1:58 ,86.0,4.15,3.17,0.00,0.98
28716807.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  2:01 ,88.0,10.19,2.41,1.11,6.67
21112855.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,89.0,9.14,3.89,0.56,4.70
28600602.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  1:58 ,87.0,15.54,4.54,4.44,6.56
3809224.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  1:53 ,81.0,16.74,3.96,6.11,6.67
21104636.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:40 ,69.0,18.63,5.85,6.11,6.67
28600518.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,13.41,4.19,2.78,6.45
21113317.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  1:56 ,84.0,2.34,1.14,0.00,1.20
28636372.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  1:56 ,85.0,14.18,5.94,2.78,5.46
28602737.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  1:58 ,87.0,8.99,4.10,1.67,3.22
28600880.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,8.82,2.13,1.67,5.03
28603735.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:58 ,88.0,9.30,3.70,4.44,1.15
3805942.0,Finished,8 novembre 2021  10:50 ,8 novembre 2021  12:20 ,89.0,10.16,4.46,0.56,5.14
28605296.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,89.0,10.69,2.72,2.78,5.19
3808834.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,8.60,2.96,0.56,5.08
28009976.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,7.14,2.93,0.56,3.66
3700903.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:00 ,89.0,16.38,4.27,5.56,6.56
28606375.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,9.94,4.14,0.56,5.25
21109006.0,Finished,8 novembre 2021  12:47 ,8 novembre 2021  2:02 ,74.0,5.32,3.56,1.11,0.66
2800282.0,Finished,8 novembre 2021  1:01 ,8 novembre 2021  2:31 ,89.0,4.43,0.22,-,4.21
28717408.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,13.68,3.81,5.00,4.86
28610100.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,10.04,3.30,1.67,5.08
28607006.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,8.70,2.94,1.67,4.10
21120079.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,90.0,7.69,2.54,1.11,4.04
28617513.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,6.68,2.82,1.67,2.19
21112391.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,11.34,3.67,1.11,6.56
3800992.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,8.83,4.07,0.00,4.75
28705217.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:59 ,89.0,6.04,2.52,1.67,1.86
28600503.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,9.29,2.41,3.33,3.55
3801541.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,6.25,4.00,0.56,1.69
21119283.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,1.69,0.97,0.56,0.16
28600456.0,Finished,8 novembre 2021  12:33 ,8 novembre 2021  2:30 ,116.0,3.77,3.66,-,0.11
28606343.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,5.67,3.87,0.00,1.80
28618173.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,12.41,4.32,3.33,4.75
3703339.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:59 ,89.0,12.18,3.50,2.78,5.90
21116094.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  2:00 ,88.0,9.77,3.48,0.00,6.28
28614980.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,9.90,2.75,2.78,4.37
28615820.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,12.33,3.82,2.22,6.28
28603688.0,Finished,8 novembre 2021  12:33 ,8 novembre 2021  2:01 ,88.0,5.79,3.48,1.11,1.20
28606345.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,13.68,4.16,4.44,5.08
3811248.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  2:01 ,88.0,10.42,4.33,1.11,4.97
28600150.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,89.0,10.48,3.44,2.22,4.81
3804657.0,Finished,8 novembre 2021  12:32 ,8 novembre 2021  2:02 ,90.0,9.52,3.26,1.67,4.59
3801327.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:56 ,85.0,15.74,4.59,6.67,4.48
21116827.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,13.66,5.86,2.22,5.57
3800191.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:49 ,79.0,11.17,4.74,2.22,4.21
28606994.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:15 ,90.0,12.48,4.02,2.78,5.68
28600741.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,8.98,4.87,0.56,3.55
28604113.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,7.81,3.53,1.11,3.17
21107392.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:00 ,88.0,13.60,3.81,3.33,6.45
28609954.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:58 ,88.0,10.31,5.11,0.56,4.64
21113585.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:59 ,89.0,9.50,3.98,0.00,5.52
28607755.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:27 ,117.0,10.67,3.76,1.67,5.25
28600693.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,90.0,11.71,4.41,2.22,5.08
28601765.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,8.17,4.00,1.11,3.06
28601009.0,Finished,8 novembre 2021  10:45 ,8 novembre 2021  12:14 ,88.0,5.56,1.29,0.56,3.72
3970759.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:59 ,89.0,8.24,3.03,1.11,4.10
3803083.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  2:00 ,89.0,7.46,3.46,0.56,3.44
28607704.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:59 ,88.0,9.59,4.04,2.22,3.33
28601285.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:59 ,89.0,7.33,2.38,2.22,2.73
3680880.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:01 ,89.0,13.41,2.41,4.44,6.56
21101133.0,Finished,8 novembre 2021  12:31 ,8 novembre 2021  2:00 ,89.0,14.13,4.43,5.56,4.15
3703980.0,Finished,8 novembre 2021  12:30 ,8 novembre 2021  1:59 ,89.0,9.39,3.75,0.56,5.08
