State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /14.00
Finished,14 December 2020  3:29 AM,14 December 2020  4:38 AM,68,6.12,0.00,1.00,0.00,1.00,0.00,0.00,4.12
Finished,13 December 2020  12:47 PM,13 December 2020  1:08 PM,21,14.06,1.00,1.00,1.00,1.00,0.00,1.00,9.06
Finished,13 December 2020  4:33 PM,13 December 2020  4:58 PM,24,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  11:02 PM,13 December 2020  11:41 PM,39,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  12:46 AM,14 December 2020  12:55 AM,8,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  10:57 PM,13 December 2020  11:53 PM,56,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  8:02 AM,14 December 2020  9:54 AM,112,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  1:14 PM,13 December 2020  1:28 PM,14,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,14 December 2020  7:41 PM,14 December 2020  9:22 PM,101,18.59,1.00,1.00,1.00,1.00,0.00,1.00,13.59
Finished,8 December 2020  2:17 PM,8 December 2020  3:24 PM,66,16.12,1.00,1.00,1.00,1.00,1.00,0.00,11.12
Finished,11 December 2020  7:39 PM,11 December 2020  7:44 PM,5,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  8:45 AM,14 December 2020  8:57 AM,12,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  10:31 AM,14 December 2020  10:43 AM,12,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  10:13 AM,14 December 2020  10:43 AM,29,11.18,1.00,1.00,1.00,1.00,1.00,0.00,6.18
Finished,14 December 2020  1:39 AM,14 December 2020  2:46 AM,67,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  9:05 PM,13 December 2020  10:55 PM,109,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,8 December 2020  2:18 PM,8 December 2020  3:24 PM,66,16.12,1.00,1.00,1.00,1.00,1.00,0.00,11.12
Finished,14 December 2020  8:53 AM,14 December 2020  9:08 AM,15,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  10:24 AM,13 December 2020  10:58 AM,34,5.76,0.00,0.00,0.00,0.00,0.00,0.00,5.76
Finished,14 December 2020  12:58 AM,14 December 2020  1:54 AM,56,16.12,1.00,1.00,1.00,1.00,1.00,0.00,11.12
Finished,14 December 2020  9:00 AM,14 December 2020  10:08 AM,67,5.06,1.00,1.00,0.00,0.00,1.00,0.00,2.06
Finished,14 December 2020  9:08 AM,14 December 2020  10:24 AM,75,18.18,1.00,1.00,1.00,1.00,1.00,0.00,13.18
Finished,13 December 2020  10:34 PM,13 December 2020  11:14 PM,40,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,13 December 2020  9:02 PM,13 December 2020  11:02 PM,120,17.76,1.00,1.00,1.00,1.00,1.00,0.00,12.76
Finished,9 December 2020  2:12 AM,9 December 2020  3:19 AM,67,15.00,0.00,0.00,0.00,0.00,1.00,0.00,14.00
Finished,14 December 2020  12:13 AM,14 December 2020  12:32 AM,19,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,12 December 2020  3:43 PM,12 December 2020  4:31 PM,47,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,13 December 2020  11:51 PM,14 December 2020  12:11 AM,20,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,8 December 2020  2:18 PM,8 December 2020  3:24 PM,66,16.12,1.00,1.00,1.00,1.00,1.00,0.00,11.12
Finished,14 December 2020  8:44 AM,14 December 2020  10:22 AM,97,17.35,1.00,1.00,1.00,1.00,1.00,0.00,12.35
Finished,14 December 2020  2:28 AM,14 December 2020  3:42 AM,74,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  4:11 AM,14 December 2020  4:21 AM,10,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
Finished,14 December 2020  8:07 AM,14 December 2020  9:47 AM,99,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  9:47 AM,14 December 2020  10:28 AM,41,10.88,0.00,0.00,0.00,0.00,0.00,1.00,9.88
Finished,13 December 2020  4:05 PM,13 December 2020  4:45 PM,40,14.06,1.00,1.00,1.00,1.00,1.00,0.00,9.06
Finished,13 December 2020  6:36 PM,13 December 2020  7:37 PM,61,15.29,1.00,1.00,1.00,1.00,1.00,0.00,10.29
Finished,10 December 2020  5:17 PM,10 December 2020  6:43 PM,85,14.29,1.00,1.00,1.00,1.00,0.00,0.00,10.29
Finished,14 December 2020  9:01 AM,14 December 2020  10:10 AM,69,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
Finished,13 December 2020  10:58 PM,13 December 2020  11:15 PM,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-
Finished,13 December 2020  9:26 PM,13 December 2020  11:25 PM,119,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  12:45 AM,14 December 2020  12:55 AM,11,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  9:43 PM,13 December 2020  10:13 PM,30,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  12:39 AM,14 December 2020  12:45 AM,6,19.00,1.00,0.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  8:17 PM,13 December 2020  8:36 PM,19,14.06,1.00,1.00,1.00,1.00,1.00,0.00,9.06
Finished,14 December 2020  12:39 AM,14 December 2020  12:46 AM,8,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
Finished,13 December 2020  8:21 PM,13 December 2020  8:33 PM,12,14.06,1.00,1.00,1.00,1.00,1.00,0.00,9.06
Finished,14 December 2020  8:44 AM,14 December 2020  10:24 AM,100,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,12 December 2020  2:07 PM,12 December 2020  2:48 PM,41,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
Finished,13 December 2020  10:33 PM,14 December 2020  12:31 AM,118,7.47,1.00,1.00,1.00,1.00,1.00,0.00,2.47
Finished,13 December 2020  6:29 PM,13 December 2020  7:52 PM,82,12.82,1.00,1.00,1.00,1.00,1.00,0.00,7.82
Finished,14 December 2020  12:16 AM,14 December 2020  12:57 AM,41,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  8:39 AM,14 December 2020  8:46 AM,7,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  8:39 AM,14 December 2020  10:32 AM,112,14.24,1.00,1.00,1.00,1.00,1.00,1.00,8.24
Finished,14 December 2020  8:43 AM,14 December 2020  9:18 AM,35,10.82,0.00,0.00,1.00,1.00,1.00,0.00,7.82
Finished,13 December 2020  11:47 PM,14 December 2020  1:24 AM,97,14.88,1.00,1.00,1.00,1.00,1.00,0.00,9.88
Finished,14 December 2020  10:28 AM,14 December 2020  10:38 AM,10,9.53,1.00,1.00,1.00,1.00,1.00,0.00,4.53
Finished,13 December 2020  8:46 PM,13 December 2020  10:23 PM,97,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  5:56 PM,13 December 2020  6:24 PM,29,18.59,1.00,1.00,1.00,1.00,1.00,0.00,13.59
Finished,14 December 2020  12:17 AM,14 December 2020  1:17 AM,60,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  9:39 PM,13 December 2020  9:44 PM,5,18.00,0.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  7:00 PM,13 December 2020  8:25 PM,85,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,14 December 2020  4:13 AM,14 December 2020  4:55 AM,42,10.35,1.00,1.00,1.00,1.00,1.00,0.00,5.35
Finished,14 December 2020  8:47 AM,14 December 2020  10:19 AM,91,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  11:42 PM,14 December 2020  12:47 AM,64,16.12,1.00,1.00,1.00,1.00,1.00,0.00,11.12
Finished,13 December 2020  9:02 PM,13 December 2020  10:54 PM,112,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,13 December 2020  11:52 PM,14 December 2020  1:31 AM,98,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  4:05 PM,13 December 2020  4:53 PM,48,14.06,1.00,1.00,1.00,1.00,1.00,0.00,9.06
Finished,12 December 2020  4:30 PM,12 December 2020  5:50 PM,79,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,14 December 2020  8:34 AM,14 December 2020  8:58 AM,24,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  11:56 PM,14 December 2020  12:05 AM,10,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,14 December 2020  1:19 AM,14 December 2020  2:36 AM,76,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  10:07 PM,13 December 2020  11:02 PM,55,18.00,1.00,0.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  3:17 AM,14 December 2020  4:17 AM,59,8.82,0.00,0.00,0.00,0.00,1.00,0.00,7.82
Finished,14 December 2020  9:26 AM,14 December 2020  10:00 AM,34,16.00,0.00,1.00,0.00,1.00,0.00,0.00,14.00
Finished,14 December 2020  9:43 AM,14 December 2020  10:03 AM,20,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
Finished,11 December 2020  12:08 AM,11 December 2020  1:39 AM,90,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  4:56 PM,13 December 2020  5:02 PM,5,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  12:28 AM,14 December 2020  1:18 AM,50,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,12 December 2020  2:36 PM,12 December 2020  3:28 PM,52,14.35,1.00,0.00,1.00,0.00,0.00,0.00,12.35
Finished,14 December 2020  12:14 AM,14 December 2020  1:36 AM,81,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  12:04 AM,14 December 2020  1:30 AM,85,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  11:44 PM,14 December 2020  1:44 AM,119,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  3:43 PM,13 December 2020  4:29 PM,46,13.65,1.00,1.00,1.00,1.00,0.00,1.00,8.65
Finished,13 December 2020  9:41 PM,13 December 2020  9:51 PM,10,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  10:39 PM,14 December 2020  11:01 PM,22,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  4:40 PM,13 December 2020  4:58 PM,19,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  9:13 AM,13 December 2020  9:58 AM,45,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  6:46 PM,13 December 2020  8:19 PM,93,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  8:24 PM,13 December 2020  10:06 PM,101,10.06,0.00,0.00,0.00,0.00,1.00,0.00,9.06
Finished,12 December 2020  4:30 PM,12 December 2020  5:50 PM,79,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,13 December 2020  11:46 PM,14 December 2020  12:44 AM,58,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
Finished,11 December 2020  10:31 AM,11 December 2020  11:02 AM,31,7.06,1.00,1.00,1.00,1.00,1.00,0.00,2.06
Finished,14 December 2020  7:36 AM,14 December 2020  7:41 AM,6,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  12:40 AM,14 December 2020  12:52 AM,11,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,12 December 2020  3:18 PM,12 December 2020  5:04 PM,106,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,14 December 2020  12:18 AM,14 December 2020  12:55 AM,38,5.82,1.00,1.00,1.00,1.00,1.00,0.00,0.82
Finished,13 December 2020  7:03 PM,13 December 2020  9:02 PM,119,10.24,1.00,1.00,-,-,-,-,8.24
Finished,13 December 2020  6:43 PM,13 December 2020  7:34 PM,51,7.47,1.00,1.00,1.00,1.00,1.00,0.00,2.47
Finished,13 December 2020  11:50 PM,13 December 2020  11:54 PM,4,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  10:10 PM,13 December 2020  10:21 PM,11,17.59,1.00,0.00,1.00,1.00,0.00,1.00,13.59
Finished,11 December 2020  12:18 PM,11 December 2020  12:24 PM,6,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
Finished,13 December 2020  11:57 PM,14 December 2020  12:20 AM,23,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  8:34 AM,14 December 2020  10:34 AM,120,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,13 December 2020  11:16 PM,13 December 2020  11:21 PM,5,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,8 December 2020  9:38 PM,8 December 2020  11:19 PM,101,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  5:02 AM,14 December 2020  6:29 AM,86,18.00,1.00,1.00,1.00,0.00,0.00,1.00,14.00
Finished,14 December 2020  2:28 AM,14 December 2020  3:42 AM,74,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  9:02 PM,13 December 2020  9:20 PM,18,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  11:15 PM,13 December 2020  11:47 PM,32,18.00,1.00,1.00,1.00,1.00,0.00,0.00,14.00
Finished,14 December 2020  9:07 AM,14 December 2020  10:07 AM,60,11.18,1.00,1.00,1.00,1.00,1.00,0.00,6.18
Finished,13 December 2020  10:02 PM,13 December 2020  10:16 PM,14,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
Finished,13 December 2020  11:32 PM,13 December 2020  11:38 PM,6,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,12 December 2020  6:48 PM,12 December 2020  7:16 PM,28,12.82,1.00,1.00,1.00,1.00,1.00,0.00,7.82
Finished,14 December 2020  5:17 AM,14 December 2020  5:58 AM,40,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,12 December 2020  2:07 PM,12 December 2020  2:48 PM,40,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
Finished,13 December 2020  10:20 PM,14 December 2020  12:14 AM,113,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  9:51 AM,14 December 2020  10:01 AM,10,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  5:41 PM,13 December 2020  7:16 PM,95,10.35,1.00,1.00,1.00,1.00,1.00,0.00,5.35
Finished,12 December 2020  7:15 PM,12 December 2020  7:56 PM,42,14.88,1.00,1.00,1.00,1.00,1.00,0.00,9.88
Finished,14 December 2020  8:50 AM,14 December 2020  10:41 AM,111,8.82,0.00,0.00,0.00,0.00,1.00,0.00,7.82
Finished,13 December 2020  11:38 PM,13 December 2020  11:51 PM,13,18.18,1.00,1.00,1.00,1.00,1.00,0.00,13.18
Finished,13 December 2020  10:08 PM,13 December 2020  11:02 PM,55,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  3:00 PM,13 December 2020  4:19 PM,78,17.76,1.00,1.00,1.00,1.00,1.00,0.00,12.76
Finished,13 December 2020  7:51 PM,13 December 2020  9:26 PM,95,12.12,0.00,1.00,0.00,0.00,0.00,0.00,11.12
Finished,13 December 2020  11:40 PM,14 December 2020  1:40 AM,120,13.24,1.00,1.00,1.00,1.00,1.00,0.00,8.24
Finished,9 December 2020  5:26 PM,9 December 2020  6:56 PM,90,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
Finished,13 December 2020  10:14 PM,13 December 2020  10:49 PM,35,12.41,1.00,1.00,1.00,1.00,1.00,0.00,7.41
Finished,10 December 2020  5:27 PM,10 December 2020  5:32 PM,5,17.59,1.00,0.00,1.00,0.00,1.00,1.00,13.59
Finished,13 December 2020  11:58 PM,14 December 2020  12:22 AM,23,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  6:31 AM,14 December 2020  6:42 AM,11,4.00,1.00,1.00,1.00,1.00,-,0.00,0.00
Finished,14 December 2020  2:35 AM,14 December 2020  3:34 AM,59,18.59,1.00,1.00,1.00,1.00,1.00,0.00,13.59
Finished,13 December 2020  9:09 PM,13 December 2020  10:18 PM,68,15.29,1.00,1.00,1.00,1.00,1.00,0.00,10.29
Finished,13 December 2020  11:17 PM,13 December 2020  11:54 PM,37,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
Finished,13 December 2020  12:33 PM,13 December 2020  2:20 PM,106,8.18,1.00,1.00,0.00,0.00,0.00,0.00,6.18
Finished,14 December 2020  9:48 AM,14 December 2020  10:15 AM,27,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  2:38 AM,14 December 2020  2:58 AM,20,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  9:54 PM,13 December 2020  11:33 PM,99,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  1:15 AM,14 December 2020  2:13 AM,59,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
Finished,14 December 2020  8:54 AM,14 December 2020  9:56 AM,62,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  1:38 PM,13 December 2020  2:08 PM,30,8.35,1.00,1.00,0.00,0.00,1.00,0.00,5.35
Finished,8 December 2020  9:38 PM,8 December 2020  11:20 PM,102,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
Finished,13 December 2020  8:07 PM,13 December 2020  8:17 PM,10,13.65,1.00,1.00,1.00,1.00,0.00,1.00,8.65
Finished,14 December 2020  12:04 AM,14 December 2020  1:04 AM,60,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  11:20 PM,13 December 2020  11:46 PM,26,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
Finished,13 December 2020  11:05 PM,14 December 2020  12:40 AM,95,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  2:44 AM,14 December 2020  4:42 AM,117,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  9:57 AM,14 December 2020  10:40 AM,42,9.12,1.00,1.00,1.00,1.00,1.00,0.00,4.12
Finished,13 December 2020  11:51 PM,14 December 2020  12:44 AM,53,14.88,1.00,1.00,1.00,1.00,1.00,0.00,9.88
Finished,13 December 2020  9:54 PM,13 December 2020  10:04 PM,10,18.59,1.00,1.00,1.00,1.00,1.00,0.00,13.59
Finished,8 December 2020  2:18 PM,8 December 2020  3:24 PM,66,15.71,1.00,1.00,1.00,1.00,1.00,0.00,10.71
Finished,13 December 2020  9:39 PM,13 December 2020  10:42 PM,62,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
Finished,13 December 2020  7:32 PM,13 December 2020  8:28 PM,56,8.59,1.00,1.00,-,-,0.00,0.00,6.59
Finished,14 December 2020  12:18 AM,14 December 2020  1:01 AM,42,18.00,1.00,0.00,1.00,0.00,1.00,1.00,14.00
Finished,10 December 2020  8:18 AM,10 December 2020  8:47 AM,29,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  6:04 PM,13 December 2020  6:12 PM,8,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  10:14 PM,13 December 2020  11:46 PM,92,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  11:28 PM,13 December 2020  11:34 PM,6,19.59,1.00,1.00,1.00,1.00,1.00,1.00,13.59
Finished,14 December 2020  7:22 AM,14 December 2020  8:59 AM,96,6.12,1.00,0.00,0.00,0.00,0.00,1.00,4.12
Finished,8 December 2020  9:40 PM,8 December 2020  11:20 PM,99,19.18,1.00,1.00,1.00,1.00,1.00,1.00,13.18
Finished,13 December 2020  6:39 PM,13 December 2020  7:57 PM,77,10.82,1.00,0.00,1.00,0.00,1.00,0.00,7.82
Finished,13 December 2020  11:03 PM,14 December 2020  12:33 AM,90,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,10 December 2020  7:32 PM,10 December 2020  8:26 PM,54,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
Finished,13 December 2020  11:17 PM,14 December 2020  12:10 AM,53,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  12:41 AM,14 December 2020  1:14 AM,33,12.82,1.00,1.00,1.00,1.00,1.00,0.00,7.82
Finished,13 December 2020  6:02 PM,13 December 2020  6:22 PM,20,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  11:39 PM,14 December 2020  12:31 AM,52,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,12 December 2020  1:38 PM,12 December 2020  1:52 PM,15,4.06,1.00,1.00,0.00,0.00,0.00,0.00,2.06
Finished,13 December 2020  5:54 PM,13 December 2020  5:58 PM,4,18.59,1.00,1.00,1.00,1.00,0.00,1.00,13.59
Finished,14 December 2020  8:58 AM,14 December 2020  10:33 AM,94,4.41,1.00,1.00,1.00,1.00,0.00,0.00,0.41
Finished,13 December 2020  6:37 PM,13 December 2020  7:23 PM,47,12.82,1.00,1.00,1.00,1.00,1.00,0.00,7.82
Finished,14 December 2020  12:28 AM,14 December 2020  12:43 AM,15,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,13 December 2020  6:38 PM,13 December 2020  7:25 PM,47,11.59,1.00,1.00,1.00,1.00,1.00,0.00,6.59
Finished,12 December 2020  7:25 PM,12 December 2020  8:03 PM,39,13.06,1.00,1.00,1.00,1.00,0.00,0.00,9.06
Finished,13 December 2020  11:24 PM,13 December 2020  11:59 PM,35,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,14 December 2020  9:33 AM,14 December 2020  10:22 AM,49,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,13 December 2020  11:19 PM,14 December 2020  12:31 AM,72,20.00,1.00,1.00,1.00,1.00,1.00,1.00,14.00
Finished,12 December 2020  3:23 PM,12 December 2020  4:28 PM,64,10.82,1.00,0.00,1.00,0.00,1.00,0.00,7.82
Finished,12 December 2020  3:19 PM,12 December 2020  4:04 PM,45,10.82,1.00,0.00,1.00,0.00,1.00,0.00,7.82
Finished,13 December 2020  5:26 PM,13 December 2020  6:40 PM,73,4.47,1.00,1.00,0.00,0.00,0.00,0.00,2.47
Finished,14 December 2020  8:52 AM,14 December 2020  9:26 AM,35,19.00,1.00,1.00,1.00,1.00,0.00,1.00,14.00
Finished,14 December 2020  3:02 AM,14 December 2020  3:42 AM,40,8.41,0.00,0.00,0.00,0.00,1.00,0.00,7.41
Finished,12 December 2020  3:23 PM,12 December 2020  4:21 PM,58,14.47,1.00,1.00,1.00,1.00,1.00,0.00,9.47
Finished,13 December 2020  2:59 PM,13 December 2020  3:55 PM,56,19.00,1.00,1.00,1.00,1.00,1.00,0.00,14.00
