ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.33,Q. 2 /5.33,Q. 3 /5.33,Q. 4 /1.33,Q. 5 /4.00,Q. 6 /1.33,Q. 7 /1.33
3803151.0,Finished,11 October 2020  11:50 PM,12 October 2020  12:59 AM,69.0,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3800104.0,Finished,11 October 2020  12:07 PM,11 October 2020  2:07 PM,120.0,7.00,1.33,0.00,0.00,0.00,4.00,1.33,0.33
3872902.0,Finished,10 October 2020  4:59 PM,10 October 2020  6:08 PM,69.0,9.33,1.33,2.67,0.00,0.00,3.00,1.00,1.33
3703893.0,Finished,5 October 2020  9:16 PM,5 October 2020  10:22 PM,66.0,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3701184.0,Finished,10 October 2020  7:43 PM,10 October 2020  7:53 PM,9.97,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
28616082.0,Finished,12 October 2020  1:33 AM,12 October 2020  1:57 AM,23.85,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3802805.0,Finished,11 October 2020  10:39 PM,11 October 2020  11:12 PM,32.75,19.33,1.33,5.33,5.33,1.33,3.33,1.33,1.33
3971120.0,Finished,11 October 2020  10:38 PM,12 October 2020  12:30 AM,112.0,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3670888.0,Finished,12 October 2020  3:18 AM,12 October 2020  3:47 AM,29.45,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3703036.0,Finished,11 October 2020  8:35 PM,11 October 2020  10:28 PM,113.0,6.67,1.33,0.00,0.00,0.00,4.00,0.33,1.00
3970712.0,Finished,10 October 2020  9:01 PM,10 October 2020  10:16 PM,75.0,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3800002.0,Finished,11 October 2020  5:09 PM,11 October 2020  5:11 PM,2.92,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3700451.0,Finished,11 October 2020  11:09 PM,11 October 2020  11:18 PM,8.95,17.67,1.33,3.33,5.33,1.33,4.00,1.00,1.33
28503374.0,Finished,11 October 2020  8:23 PM,11 October 2020  9:29 PM,65.0,10.67,0.00,5.33,0.00,1.33,4.00,-,-
3800274.0,Finished,11 October 2020  8:44 PM,11 October 2020  10:23 PM,98.0,9.78,0.00,2.67,-,0.44,4.00,1.33,1.33
3407325.0,Finished,11 October 2020  5:10 PM,11 October 2020  6:43 PM,92.0,14.67,1.33,5.33,0.00,1.33,4.00,1.33,1.33
28614283.0,Finished,6 October 2020  11:04 AM,6 October 2020  11:35 AM,30.77,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3804264.0,Finished,10 October 2020  11:45 PM,10 October 2020  11:50 PM,5.55,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3802892.0,Finished,11 October 2020  11:24 PM,12 October 2020  12:27 AM,63.0,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3874133.0,Finished,11 October 2020  10:41 PM,11 October 2020  11:04 PM,22.75,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3201608.0,Finished,11 October 2020  2:55 PM,11 October 2020  3:36 PM,40.4,10.33,0.00,2.67,0.00,1.33,4.00,1.33,1.00
3672502.0,Finished,11 October 2020  8:24 PM,11 October 2020  9:49 PM,84.0,12.44,0.00,0.00,5.33,0.44,4.00,1.33,1.33
3802984.0,Finished,11 October 2020  4:55 PM,11 October 2020  5:43 PM,47.45,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3801996.0,Finished,12 October 2020  9:02 AM,12 October 2020  9:23 AM,20.2,2.00,0.00,-,-,-,-,1.00,1.00
3706648.0,Finished,8 October 2020  9:47 AM,8 October 2020  10:25 AM,38.02,15.67,1.33,2.67,5.33,0.00,4.00,1.33,1.00
3700914.0,Finished,11 October 2020  10:59 PM,11 October 2020  11:50 PM,50.72,9.33,1.33,0.00,0.00,1.33,4.00,1.33,1.33
3800559.0,Finished,12 October 2020  12:18 AM,12 October 2020  12:43 AM,24.47,7.00,0.00,0.67,0.00,0.00,4.00,1.33,1.00
3700052.0,Finished,11 October 2020  7:38 PM,11 October 2020  8:17 PM,39.17,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3804472.0,Finished,11 October 2020  5:13 PM,11 October 2020  6:23 PM,70.0,18.67,1.33,4.67,5.33,1.33,3.33,1.33,1.33
28007865.0,Finished,11 October 2020  9:34 PM,11 October 2020  10:11 PM,37.17,10.00,1.33,2.67,0.00,0.00,4.00,0.67,1.33
3670334.0,Finished,5 October 2020  10:48 PM,5 October 2020  10:52 PM,3.7,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3811248.0,Finished,11 October 2020  7:13 PM,11 October 2020  8:29 PM,76.0,10.33,1.33,2.67,0.00,0.00,4.00,1.33,1.00
3700044.0,Finished,11 October 2020  3:06 PM,11 October 2020  4:03 PM,57.62,11.00,1.33,2.67,0.00,1.33,4.00,0.67,1.00
3702332.0,Finished,11 October 2020  10:57 PM,11 October 2020  11:16 PM,18.53,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3970770.0,Finished,11 October 2020  2:17 PM,11 October 2020  3:34 PM,77.0,10.33,1.33,2.67,0.00,0.00,4.00,1.33,1.00
3413637.0,Finished,11 October 2020  1:46 PM,11 October 2020  2:24 PM,37.63,18.67,0.00,5.33,5.33,1.33,4.00,1.33,1.33
3802658.0,Finished,11 October 2020  11:47 PM,12 October 2020  12:50 AM,63.0,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3520893.0,Finished,11 October 2020  10:21 PM,12 October 2020  12:14 AM,113.0,9.33,1.33,0.00,0.00,1.33,4.00,1.33,1.33
3800131.0,Finished,11 October 2020  5:05 PM,11 October 2020  5:59 PM,53.4,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
3800297.0,Finished,11 October 2020  4:46 PM,11 October 2020  5:35 PM,48.6,20.00,1.33,5.33,5.33,1.33,4.00,1.33,1.33
2351624.0,Finished,11 October 2020  11:26 AM,11 October 2020  12:20 PM,53.5,10.00,1.33,2.67,0.00,0.00,4.00,0.67,1.33
3710230.0,Finished,11 October 2020  7:29 PM,11 October 2020  9:06 PM,97.0,11.67,1.33,2.67,0.00,1.33,4.00,1.00,1.33
28008879.0,Finished,12 October 2020  6:32 AM,12 October 2020  7:42 AM,70.0,9.33,0.00,2.67,0.00,0.00,4.00,1.33,1.33
3709947.0,Finished,11 October 2020  3:05 PM,11 October 2020  3:41 PM,36.33,10.33,0.00,2.67,0.00,1.33,4.00,1.00,1.33
3708962.0,Finished,11 October 2020  9:51 AM,11 October 2020  10:57 AM,66.0,18.67,1.33,5.33,5.33,0.00,4.00,1.33,1.33
3680880.0,Finished,10 October 2020  6:05 PM,10 October 2020  6:29 PM,23.33,12.44,1.33,4.00,0.00,0.44,4.00,1.33,1.33
