State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /3.00,Q. 3 /4.00,Q. 4 /2.00,Q. 5 /4.00,Q. 6 /1.00,Q. 7 /1.00
Finished,4 October 2020  11:29 PM,4 October 2020  11:46 PM,18,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,30 September 2020  6:25 PM,30 September 2020  7:02 PM,37,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  5:26 PM,4 October 2020  5:35 PM,8,9.56,0.56,3.00,4.00,0.00,0.00,1.00,1.00
Finished,5 October 2020  9:30 AM,5 October 2020  10:04 AM,34,8.56,0.56,3.00,4.00,-,0.00,1.00,0.00
Finished,29 September 2020  3:12 PM,29 September 2020  3:47 PM,35,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,5 October 2020  6:32 AM,5 October 2020  6:43 AM,11,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  4:17 PM,4 October 2020  5:15 PM,57,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:43 PM,4 October 2020  9:32 PM,49,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  9:01 AM,5 October 2020  9:15 AM,13,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  6:11 PM,2 October 2020  7:56 PM,104,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  1:04 PM,4 October 2020  1:43 PM,39,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  4:07 AM,5 October 2020  4:53 AM,47,13.44,4.44,3.00,4.00,0.00,0.00,1.00,1.00
Finished,4 October 2020  10:48 AM,4 October 2020  10:57 AM,8,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  10:46 AM,2 October 2020  11:22 AM,36,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:21 PM,3 October 2020  3:55 PM,33,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  1:56 PM,4 October 2020  2:39 PM,44,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,29 September 2020  3:11 PM,29 September 2020  3:46 PM,34,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,29 October 2020  11:18 PM,29 October 2020  11:38 PM,20,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:01 PM,4 October 2020  10:32 PM,91,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:11 AM,5 October 2020  12:16 AM,5,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  1:38 PM,4 October 2020  2:18 PM,40,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,29 September 2020  10:01 PM,29 September 2020  10:32 PM,31,16.00,5.00,3.00,4.00,-,4.00,0.00,0.00
Finished,4 October 2020  10:50 PM,4 October 2020  11:23 PM,33,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:12 AM,4 October 2020  12:15 PM,62,18.00,5.00,3.00,4.00,0.00,4.00,1.00,1.00
Finished,4 October 2020  6:37 PM,4 October 2020  7:34 PM,58,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:41 PM,4 October 2020  10:18 PM,96,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:17 AM,5 October 2020  12:24 AM,7,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:23 PM,4 October 2020  6:52 PM,29,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  3:02 PM,4 October 2020  4:10 PM,68,11.89,3.89,3.00,4.00,0.00,0.00,0.00,1.00
Finished,4 October 2020  3:40 PM,4 October 2020  4:18 PM,38,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:55 PM,3 October 2020  4:03 PM,8,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:49 PM,3 October 2020  3:56 PM,7,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:53 PM,5 October 2020  12:34 AM,41,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  5:22 PM,4 October 2020  5:30 PM,8,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,28 September 2020  9:43 PM,28 September 2020  10:38 PM,55,14.00,5.00,3.00,4.00,0.00,0.00,1.00,1.00
Finished,4 October 2020  10:50 PM,4 October 2020  11:24 PM,34,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:08 PM,4 October 2020  7:57 PM,108,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  1:36 AM,5 October 2020  2:55 AM,78,12.33,3.33,0.00,4.00,0.00,4.00,0.00,1.00
Finished,5 October 2020  12:06 AM,5 October 2020  12:43 AM,38,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:34 PM,5 October 2020  12:04 AM,30,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  1:10 PM,4 October 2020  2:06 PM,56,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  1:33 PM,4 October 2020  2:20 PM,46,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  7:31 AM,5 October 2020  8:06 AM,36,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:05 AM,4 October 2020  11:24 AM,19,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  10:00 PM,4 October 2020  11:42 PM,102,17.44,4.44,3.00,4.00,0.00,4.00,1.00,1.00
Finished,4 October 2020  10:46 AM,4 October 2020  11:20 AM,34,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:37 PM,4 October 2020  8:19 PM,101,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,30 September 2020  9:31 AM,30 September 2020  9:48 AM,16,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  5:16 PM,4 October 2020  5:47 PM,32,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  5:26 PM,3 October 2020  6:42 PM,75,15.44,4.44,3.00,4.00,0.00,4.00,0.00,0.00
Finished,5 October 2020  5:03 AM,5 October 2020  6:59 AM,115,8.56,0.56,3.00,4.00,0.00,0.00,0.00,1.00
Finished,3 October 2020  4:29 PM,3 October 2020  4:47 PM,18,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,3 October 2020  4:09 PM,3 October 2020  5:31 PM,81,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,5 October 2020  2:28 AM,5 October 2020  2:47 AM,19,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  4:55 PM,4 October 2020  5:57 PM,61,13.33,3.33,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  5:47 PM,4 October 2020  6:50 PM,63,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  10:17 AM,3 October 2020  10:54 AM,37,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:44 PM,5 October 2020  12:40 AM,115,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:50 PM,4 October 2020  11:21 PM,31,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  2:35 PM,3 October 2020  3:31 PM,56,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  1:45 PM,4 October 2020  3:13 PM,88,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:28 PM,4 October 2020  11:12 PM,44,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,4 October 2020  7:54 PM,4 October 2020  9:54 PM,119,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,4 October 2020  8:50 PM,4 October 2020  9:48 PM,58,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:11 PM,3 October 2020  4:25 PM,73,15.56,0.56,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:22 PM,3 October 2020  3:55 PM,33,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:49 PM,4 October 2020  11:10 PM,21,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  11:16 PM,2 October 2020  11:26 PM,11,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  11:27 PM,5 October 2020  12:07 AM,40,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,30 September 2020  11:57 AM,30 September 2020  12:12 PM,15,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  11:19 PM,5 October 2020  12:10 AM,51,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:08 AM,5 October 2020  12:36 AM,28,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  10:22 PM,4 October 2020  10:46 PM,24,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  3:05 PM,4 October 2020  4:36 PM,91,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,29 September 2020  2:15 PM,29 September 2020  3:15 PM,59,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:48 PM,4 October 2020  10:29 PM,41,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,5 October 2020  9:30 AM,5 October 2020  9:57 AM,28,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,29 September 2020  3:11 PM,29 September 2020  3:47 PM,35,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,3 October 2020  9:14 AM,3 October 2020  9:35 AM,20,17.00,5.00,3.00,4.00,0.00,4.00,0.00,1.00
Finished,4 October 2020  9:47 PM,4 October 2020  10:25 PM,37,14.44,4.44,3.00,4.00,2.00,0.00,0.00,1.00
Finished,3 October 2020  5:23 PM,3 October 2020  5:37 PM,14,13.89,3.89,3.00,4.00,2.00,0.00,0.00,1.00
Finished,5 October 2020  8:47 AM,5 October 2020  8:55 AM,8,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  2:35 PM,3 October 2020  3:31 PM,56,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:52 AM,5 October 2020  9:07 AM,15,18.00,5.00,3.00,4.00,0.00,4.00,1.00,1.00
Finished,5 October 2020  9:37 AM,5 October 2020  10:42 AM,64,18.89,3.89,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  1:24 PM,3 October 2020  2:08 PM,45,15.56,0.56,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:39 PM,5 October 2020  1:06 AM,86,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  2:42 PM,4 October 2020  4:07 PM,84,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  5:01 PM,4 October 2020  5:17 PM,16,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:49 AM,5 October 2020  1:50 AM,60,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:41 PM,4 October 2020  11:13 PM,32,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:31 AM,5 October 2020  9:33 AM,61,15.00,-,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:09 AM,5 October 2020  8:32 AM,23,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,30 September 2020  12:08 PM,30 September 2020  12:27 PM,19,18.00,5.00,3.00,4.00,0.00,4.00,1.00,1.00
Finished,5 October 2020  12:17 AM,5 October 2020  12:54 AM,37,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:56 PM,4 October 2020  9:02 PM,6,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:27 PM,4 October 2020  11:03 PM,36,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  3:10 PM,4 October 2020  3:47 PM,37,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,28 September 2020  9:48 PM,28 September 2020  10:35 PM,47,14.00,5.00,3.00,4.00,0.00,0.00,1.00,1.00
Finished,5 October 2020  6:16 AM,5 October 2020  8:20 AM,124,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:29 PM,4 October 2020  10:07 PM,38,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  10:00 PM,3 October 2020  10:32 PM,31,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:57 AM,4 October 2020  11:39 AM,41,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:28 PM,4 October 2020  9:57 PM,89,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:45 AM,4 October 2020  11:10 AM,25,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  11:13 PM,4 October 2020  11:47 PM,34,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:59 PM,4 October 2020  7:45 PM,46,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  7:51 AM,5 October 2020  8:56 AM,65,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:50 PM,3 October 2020  4:34 PM,44,13.89,3.89,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  5:00 PM,4 October 2020  6:48 PM,107,18.33,3.33,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:40 AM,5 October 2020  9:07 AM,27,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:23 PM,4 October 2020  6:53 PM,30,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  3:35 PM,4 October 2020  4:04 PM,28,19.00,5.00,3.00,3.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:35 PM,5 October 2020  12:05 AM,30,18.89,3.89,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:18 PM,4 October 2020  8:56 PM,38,12.00,5.00,0.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  9:43 PM,4 October 2020  10:15 PM,32,19.44,4.44,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:47 PM,4 October 2020  11:02 PM,14,19.00,5.00,3.00,4.00,2.00,4.00,0.00,1.00
Finished,2 October 2020  10:46 AM,2 October 2020  11:22 AM,36,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:10 AM,5 October 2020  12:32 AM,22,13.00,5.00,3.00,4.00,0.00,0.00,0.00,1.00
Finished,4 October 2020  2:34 PM,4 October 2020  3:12 PM,39,18.00,5.00,3.00,4.00,0.00,4.00,1.00,1.00
Finished,2 October 2020  3:58 PM,2 October 2020  4:40 PM,42,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  7:57 PM,4 October 2020  8:33 PM,35,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:00 AM,4 October 2020  10:10 AM,10,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:19 PM,4 October 2020  10:26 PM,6,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  12:29 PM,4 October 2020  1:04 PM,35,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:53 PM,4 October 2020  10:24 PM,32,18.00,5.00,2.00,3.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:51 PM,4 October 2020  9:02 PM,11,16.00,5.00,3.00,4.00,0.00,4.00,0.00,0.00
Finished,5 October 2020  8:41 AM,5 October 2020  9:05 AM,24,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  3:39 PM,3 October 2020  4:33 PM,54,13.89,3.89,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  5:07 PM,4 October 2020  5:53 PM,45,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  8:25 PM,4 October 2020  9:54 PM,89,15.33,3.33,3.00,4.00,0.00,4.00,1.00,0.00
Finished,3 October 2020  3:22 PM,3 October 2020  3:55 PM,33,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:57 PM,4 October 2020  11:16 PM,19,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  8:49 AM,5 October 2020  10:45 AM,116,6.44,4.44,1.00,-,-,-,1.00,0.00
Finished,4 October 2020  6:48 PM,4 October 2020  7:10 PM,22,18.00,5.00,3.00,4.00,2.00,4.00,0.00,0.00
Finished,4 October 2020  11:27 PM,5 October 2020  12:27 AM,60,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,1 October 2020  4:49 PM,1 October 2020  5:34 PM,45,18.00,5.00,3.00,4.00,2.00,4.00,0.00,0.00
Finished,29 September 2020  7:23 PM,29 September 2020  8:42 PM,79,8.33,3.33,3.00,1.00,0.00,0.00,0.00,1.00
Finished,28 September 2020  9:51 PM,28 September 2020  10:37 PM,46,14.00,5.00,3.00,4.00,0.00,0.00,1.00,1.00
Finished,3 October 2020  12:39 PM,3 October 2020  1:09 PM,31,18.33,3.33,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  10:16 PM,4 October 2020  10:29 PM,13,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:32 PM,4 October 2020  10:23 PM,110,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:11 AM,5 October 2020  1:12 AM,60,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  12:25 AM,5 October 2020  1:19 AM,55,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  1:01 AM,5 October 2020  2:27 AM,86,10.67,1.67,2.00,3.00,2.00,0.00,1.00,1.00
Finished,4 October 2020  5:14 PM,4 October 2020  6:35 PM,81,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  11:03 PM,4 October 2020  11:06 PM,4,19.00,5.00,3.00,3.00,2.00,4.00,1.00,1.00
Finished,1 October 2020  2:02 PM,1 October 2020  2:20 PM,18,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  2:26 PM,4 October 2020  4:26 PM,119,18.00,5.00,3.00,4.00,2.00,4.00,0.00,-
Finished,4 October 2020  6:47 PM,4 October 2020  7:57 PM,69,17.00,5.00,3.00,4.00,0.00,4.00,0.00,1.00
Finished,4 October 2020  11:19 PM,5 October 2020  12:35 AM,76,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,28 September 2020  8:53 PM,28 September 2020  9:07 PM,14,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
Finished,3 October 2020  4:30 PM,3 October 2020  4:42 PM,12,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  6:08 PM,4 October 2020  7:34 PM,86,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:25 PM,4 October 2020  10:12 PM,46,19.00,5.00,2.00,4.00,2.00,4.00,1.00,1.00
Finished,5 October 2020  10:16 AM,5 October 2020  10:44 AM,28,6.00,0.00,3.00,2.00,0.00,0.00,0.00,1.00
Finished,4 October 2020  2:25 PM,4 October 2020  2:43 PM,18,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  1:11 PM,4 October 2020  1:46 PM,35,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,3 October 2020  4:45 PM,3 October 2020  5:05 PM,20,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:28 PM,4 October 2020  8:33 PM,5,18.00,5.00,3.00,4.00,2.00,4.00,0.00,0.00
Finished,3 October 2020  9:01 PM,3 October 2020  9:32 PM,31,13.33,3.33,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  9:19 PM,4 October 2020  9:29 PM,10,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  6:44 PM,4 October 2020  7:13 PM,29,19.00,5.00,3.00,4.00,2.00,4.00,1.00,0.00
Finished,2 October 2020  12:56 PM,2 October 2020  1:28 PM,32,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  6:52 PM,4 October 2020  7:36 PM,44,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,2 October 2020  5:38 PM,2 October 2020  5:51 PM,13,15.00,5.00,3.00,4.00,2.00,0.00,0.00,1.00
Finished,4 October 2020  6:32 PM,4 October 2020  7:13 PM,40,18.89,3.89,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  8:00 PM,4 October 2020  8:31 PM,31,10.89,3.89,3.00,4.00,0.00,0.00,0.00,0.00
Finished,4 October 2020  9:44 PM,4 October 2020  11:10 PM,85,20.00,5.00,3.00,4.00,2.00,4.00,1.00,1.00
Finished,4 October 2020  9:40 PM,4 October 2020  10:03 PM,23,16.00,5.00,3.00,4.00,2.00,0.00,1.00,1.00
