State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /7.00,Q. 2 /1.00,Q. 3 /2.00,Q. 4 /3.00,Q. 5 /1.00,Q. 6 /6.00
Finished,25 October 2020  8:35 AM,25 October 2020  9:09 AM,34,11.57,7.00,1.00,0.00,0.00,1.00,2.57
Finished,24 October 2020  2:08 PM,24 October 2020  2:27 PM,19,14.57,5.00,1.00,2.00,3.00,1.00,2.57
Finished,25 October 2020  5:01 PM,25 October 2020  5:23 PM,23,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:09 AM,26 October 2020  12:15 AM,6,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:01 PM,25 October 2020  11:17 PM,16,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  4:39 PM,25 October 2020  5:26 PM,47,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,20 October 2020  2:01 PM,20 October 2020  2:29 PM,28,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:47 PM,25 October 2020  11:10 PM,23,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  1:46 PM,25 October 2020  2:16 PM,30,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:41 PM,26 October 2020  12:17 AM,36,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:56 AM,26 October 2020  9:41 AM,45,13.57,4.00,1.00,2.00,3.00,1.00,2.57
Finished,25 October 2020  9:08 AM,25 October 2020  9:21 AM,14,15.71,7.00,1.00,2.00,3.00,1.00,1.71
Finished,26 October 2020  12:45 AM,26 October 2020  1:30 AM,45,19.14,7.00,1.00,2.00,3.00,1.00,5.14
Finished,25 October 2020  12:06 PM,25 October 2020  12:14 PM,8,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  4:57 AM,26 October 2020  5:32 AM,35,17.50,4.50,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  6:16 PM,21 October 2020  6:26 PM,10,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:29 PM,24 October 2020  2:48 PM,19,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  8:34 PM,25 October 2020  9:16 PM,42,14.86,7.00,1.00,2.00,0.00,1.00,3.86
Finished,20 October 2020  2:01 PM,20 October 2020  2:29 PM,28,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  12:52 AM,25 October 2020  1:11 AM,19,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:27 PM,25 October 2020  11:56 PM,29,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:30 AM,26 October 2020  8:55 AM,25,17.86,7.00,1.00,2.00,3.00,1.00,3.86
Finished,19 October 2020  12:30 PM,19 October 2020  1:44 PM,73,15.57,7.00,0.00,2.00,3.00,1.00,2.57
Finished,24 October 2020  6:54 PM,24 October 2020  7:25 PM,31,19.07,6.50,1.00,2.00,3.00,1.00,5.57
Finished,25 October 2020  4:42 PM,25 October 2020  5:00 PM,18,17.86,7.00,1.00,2.00,3.00,1.00,3.86
Finished,25 October 2020  9:43 PM,25 October 2020  10:23 PM,40,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:55 AM,26 October 2020  10:28 AM,93,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  4:53 PM,25 October 2020  5:17 PM,24,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:08 PM,25 October 2020  10:52 PM,44,9.00,7.00,0.00,0.00,1.00,1.00,0.00
Finished,24 October 2020  9:06 PM,24 October 2020  9:30 PM,24,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  5:36 AM,26 October 2020  6:00 AM,25,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  7:56 PM,25 October 2020  8:02 PM,6,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  8:28 PM,24 October 2020  9:29 PM,61,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  11:31 PM,24 October 2020  11:51 PM,20,19.50,6.50,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  11:27 PM,24 October 2020  11:34 PM,7,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  2:33 AM,26 October 2020  3:01 AM,28,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  6:53 PM,24 October 2020  7:25 PM,32,19.07,6.50,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  7:28 AM,26 October 2020  8:33 AM,64,19.14,7.00,1.00,2.00,3.00,1.00,5.14
Finished,25 October 2020  9:48 PM,25 October 2020  10:49 PM,60,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  5:47 PM,25 October 2020  6:15 PM,28,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  8:29 PM,25 October 2020  9:18 PM,49,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  5:36 PM,25 October 2020  5:48 PM,13,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  7:25 AM,26 October 2020  7:39 AM,13,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  1:31 AM,26 October 2020  1:39 AM,9,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  8:28 PM,25 October 2020  9:13 PM,46,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  10:37 PM,25 October 2020  11:41 PM,64,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,25 October 2020  8:27 AM,25 October 2020  9:02 AM,35,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:05 PM,24 October 2020  2:58 PM,53,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  9:30 AM,21 October 2020  9:40 AM,11,18.00,7.00,1.00,2.00,1.00,1.00,6.00
Finished,24 October 2020  8:47 PM,24 October 2020  9:40 PM,53,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:36 PM,24 October 2020  3:21 PM,44,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:55 PM,26 October 2020  12:53 AM,58,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,24 October 2020  10:29 PM,24 October 2020  10:55 PM,26,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  1:33 PM,25 October 2020  1:53 PM,20,17.50,6.50,1.00,0.00,3.00,1.00,6.00
Finished,24 October 2020  8:11 PM,24 October 2020  8:28 PM,17,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,25 October 2020  7:06 PM,25 October 2020  7:53 PM,47,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:02 PM,25 October 2020  9:46 PM,44,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,22 October 2020  2:04 PM,22 October 2020  2:19 PM,15,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:34 PM,26 October 2020  12:13 AM,99,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  6:54 PM,24 October 2020  7:25 PM,32,19.50,6.50,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  9:54 PM,24 October 2020  10:48 PM,54,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  7:26 AM,26 October 2020  7:48 AM,22,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  6:57 PM,25 October 2020  7:06 PM,10,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  10:17 PM,23 October 2020  10:47 PM,29,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:40 AM,26 October 2020  12:50 AM,10,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  8:10 PM,24 October 2020  8:32 PM,21,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:00 PM,25 October 2020  9:39 PM,39,12.64,6.50,1.00,2.00,1.00,0.00,2.14
Finished,23 October 2020  12:00 AM,23 October 2020  12:37 AM,37,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,22 October 2020  8:59 PM,22 October 2020  9:17 PM,18,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:07 PM,25 October 2020  11:31 PM,24,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:16 PM,24 October 2020  2:55 PM,38,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:13 AM,26 October 2020  12:44 AM,31,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  5:00 PM,25 October 2020  5:32 PM,32,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:32 PM,25 October 2020  10:35 PM,62,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  10:26 PM,25 October 2020  10:50 PM,24,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  4:50 PM,25 October 2020  5:32 PM,42,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,20 October 2020  5:31 PM,20 October 2020  5:45 PM,15,16.00,7.00,1.00,0.00,1.00,1.00,6.00
Finished,25 October 2020  2:24 PM,25 October 2020  2:46 PM,21,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:08 AM,26 October 2020  8:36 AM,28,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,20 October 2020  2:01 PM,20 October 2020  2:32 PM,31,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  8:58 PM,21 October 2020  9:08 PM,10,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,25 October 2020  10:25 PM,25 October 2020  11:45 PM,80,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  6:26 PM,24 October 2020  6:50 PM,24,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  9:54 PM,24 October 2020  10:48 PM,54,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  3:04 AM,26 October 2020  3:52 AM,48,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  12:46 PM,25 October 2020  1:06 PM,20,18.21,6.50,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  9:50 AM,26 October 2020  10:44 AM,54,13.07,6.50,0.00,-,0.00,1.00,5.57
Finished,24 October 2020  1:28 PM,24 October 2020  2:30 PM,61,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:58 PM,26 October 2020  12:32 AM,35,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  3:37 PM,25 October 2020  4:14 PM,37,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:24 PM,25 October 2020  10:10 PM,46,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  12:31 AM,25 October 2020  12:46 AM,15,15.07,5.50,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  1:17 AM,26 October 2020  1:51 AM,33,15.86,7.00,1.00,2.00,1.00,1.00,3.86
Finished,25 October 2020  6:46 PM,25 October 2020  7:34 PM,48,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  7:22 PM,24 October 2020  8:12 PM,50,12.21,4.50,1.00,0.00,1.00,1.00,4.71
Finished,25 October 2020  5:25 AM,25 October 2020  5:28 AM,3,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  7:59 AM,26 October 2020  8:10 AM,11,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:02 PM,25 October 2020  10:17 PM,15,10.79,6.50,1.00,0.00,1.00,1.00,1.29
Finished,24 October 2020  2:44 PM,24 October 2020  4:29 PM,104,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:50 PM,26 October 2020  12:05 AM,15,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:32 AM,26 October 2020  1:06 AM,34,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:43 PM,25 October 2020  10:46 PM,2,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,19 October 2020  10:12 PM,19 October 2020  10:47 PM,34,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  7:47 AM,26 October 2020  8:54 AM,66,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:22 PM,25 October 2020  11:41 PM,19,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  10:29 PM,24 October 2020  10:56 PM,27,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  1:13 PM,24 October 2020  1:46 PM,33,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  7:06 PM,24 October 2020  8:26 PM,80,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  1:25 AM,26 October 2020  2:31 AM,66,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  11:40 AM,23 October 2020  11:43 AM,4,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:59 AM,26 October 2020  9:30 AM,31,16.07,6.50,1.00,2.00,3.00,1.00,2.57
Finished,23 October 2020  11:37 PM,23 October 2020  11:42 PM,5,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  7:06 AM,26 October 2020  7:22 AM,17,18.50,5.50,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  6:26 PM,24 October 2020  6:49 PM,24,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  10:09 PM,21 October 2020  10:21 PM,12,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  9:15 AM,26 October 2020  10:14 AM,59,13.50,6.50,0.00,-,0.00,1.00,6.00
Finished,25 October 2020  7:48 PM,25 October 2020  8:15 PM,28,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:01 AM,25 October 2020  12:09 PM,68,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:24 PM,25 October 2020  11:41 PM,16,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  12:29 AM,26 October 2020  1:02 AM,32,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,26 October 2020  12:53 AM,26 October 2020  2:04 AM,70,15.14,7.00,1.00,0.00,1.00,1.00,5.14
Finished,26 October 2020  12:55 AM,26 October 2020  12:59 AM,4,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  12:12 PM,24 October 2020  1:29 PM,77,19.00,6.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:27 PM,25 October 2020  10:51 PM,24,15.86,5.00,1.00,2.00,3.00,1.00,3.86
Finished,26 October 2020  12:01 AM,26 October 2020  12:35 AM,35,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  10:47 AM,23 October 2020  11:13 AM,26,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  11:01 PM,23 October 2020  11:37 PM,36,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:21 AM,25 October 2020  10:24 AM,3,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  9:35 PM,25 October 2020  9:40 PM,4,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  12:55 PM,25 October 2020  1:03 PM,7,17.43,7.00,1.00,2.00,3.00,1.00,3.43
Finished,24 October 2020  6:26 PM,24 October 2020  6:54 PM,27,19.50,6.50,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:06 PM,25 October 2020  11:47 PM,41,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  7:14 PM,25 October 2020  8:12 PM,58,6.86,1.00,1.00,2.00,1.00,1.00,0.86
Finished,25 October 2020  1:23 PM,25 October 2020  2:18 PM,55,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  12:47 AM,26 October 2020  1:02 AM,15,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:45 AM,26 October 2020  10:42 AM,117,16.14,7.00,1.00,2.00,3.00,1.00,2.14
Finished,25 October 2020  8:53 AM,25 October 2020  9:18 AM,25,18.00,5.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  6:45 PM,25 October 2020  7:02 PM,17,17.14,7.00,1.00,2.00,1.00,1.00,5.14
Finished,25 October 2020  11:39 PM,26 October 2020  12:18 AM,39,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,20 October 2020  12:29 PM,20 October 2020  12:42 PM,13,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,19 October 2020  10:13 PM,19 October 2020  10:47 PM,34,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,25 October 2020  11:56 AM,25 October 2020  12:19 PM,23,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  7:38 PM,25 October 2020  8:40 PM,61,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  11:05 PM,25 October 2020  11:25 PM,19,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:45 PM,25 October 2020  11:55 PM,69,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  1:57 AM,26 October 2020  3:35 AM,98,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,26 October 2020  8:40 AM,26 October 2020  9:40 AM,59,8.79,4.50,1.00,0.00,1.00,1.00,1.29
Finished,24 October 2020  2:25 PM,24 October 2020  2:59 PM,34,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,23 October 2020  11:30 AM,23 October 2020  11:36 AM,6,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,20 October 2020  2:04 PM,20 October 2020  2:29 PM,25,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  3:28 PM,25 October 2020  5:28 PM,120,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  5:05 PM,25 October 2020  5:34 PM,28,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  9:32 PM,21 October 2020  10:13 PM,41,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,20 October 2020  6:32 AM,20 October 2020  6:41 AM,9,19.50,6.50,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  4:19 PM,25 October 2020  4:26 PM,8,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:32 PM,25 October 2020  11:16 PM,104,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  11:09 PM,25 October 2020  11:13 PM,4,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,25 October 2020  4:09 AM,25 October 2020  4:59 AM,50,14.57,7.00,1.00,2.00,1.00,1.00,2.57
Finished,25 October 2020  3:03 PM,25 October 2020  3:29 PM,27,18.57,7.00,1.00,2.00,3.00,0.00,5.57
Finished,25 October 2020  4:03 PM,25 October 2020  4:25 PM,22,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:47 PM,25 October 2020  11:17 PM,90,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,21 October 2020  2:16 PM,21 October 2020  2:31 PM,16,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:53 PM,25 October 2020  10:38 PM,44,18.14,6.00,1.00,2.00,3.00,1.00,5.14
Finished,25 October 2020  1:01 PM,25 October 2020  1:26 PM,25,18.21,6.50,1.00,2.00,3.00,1.00,4.71
Finished,22 October 2020  9:34 PM,22 October 2020  9:41 PM,6,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,25 October 2020  12:31 AM,25 October 2020  12:53 AM,23,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,24 October 2020  4:25 PM,24 October 2020  5:28 PM,63,17.50,6.50,1.00,0.00,3.00,1.00,6.00
Finished,24 October 2020  8:17 PM,24 October 2020  9:27 PM,69,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  7:05 PM,24 October 2020  7:32 PM,27,17.36,6.50,1.00,2.00,3.00,1.00,3.86
Finished,25 October 2020  8:15 PM,25 October 2020  9:25 PM,70,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,26 October 2020  12:37 AM,26 October 2020  12:47 AM,11,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  3:54 PM,25 October 2020  4:36 PM,43,18.71,7.00,1.00,2.00,3.00,1.00,4.71
Finished,24 October 2020  9:06 PM,24 October 2020  9:37 PM,31,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  12:04 AM,26 October 2020  1:11 AM,66,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  9:53 PM,25 October 2020  10:38 PM,45,17.00,4.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:33 PM,24 October 2020  2:45 PM,13,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,24 October 2020  2:20 PM,24 October 2020  2:39 PM,19,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  10:35 PM,25 October 2020  10:59 PM,24,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,26 October 2020  8:38 AM,26 October 2020  9:41 AM,62,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  2:38 PM,25 October 2020  2:44 PM,5,19.57,7.00,1.00,2.00,3.00,1.00,5.57
Finished,24 October 2020  9:28 AM,24 October 2020  10:13 AM,44,16.57,7.00,1.00,2.00,3.00,1.00,2.57
Finished,25 October 2020  3:43 PM,25 October 2020  4:10 PM,27,20.00,7.00,1.00,2.00,3.00,1.00,6.00
Finished,25 October 2020  12:45 AM,25 October 2020  1:05 AM,20,19.14,7.00,1.00,2.00,3.00,1.00,5.14
