ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /3.00,Q. 3 /4.00,Q. 4 /6.00,Q. 5 /1.00,Q. 6 /1.00
28602386.0,Finished,21 septembre 2021  12:10 ,21 septembre 2021  12:33 ,23.05,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3700630.0,Finished,26 septembre 2021  4:50 ,26 septembre 2021  6:03 ,73.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600769.0,Finished,23 septembre 2021  5:12 ,23 septembre 2021  5:37 ,25.55,14.89,3.89,3.00,4.00,3.00,0.00,1.00
28606830.0,Finished,26 septembre 2021  3:21 ,26 septembre 2021  3:51 ,30.22,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600492.0,Finished,27 septembre 2021  10:21 ,27 septembre 2021  10:29 ,7.87,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28605022.0,Finished,25 septembre 2021  8:00 ,25 septembre 2021  8:22 ,21.78,18.00,5.00,3.00,2.00,6.00,1.00,1.00
3801873.0,Finished,27 septembre 2021  9:59 ,27 septembre 2021  10:54 ,54.85,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28711440.0,Finished,26 septembre 2021  2:33 ,26 septembre 2021  2:47 ,14.5,16.00,5.00,3.00,4.00,3.00,0.00,1.00
3702996.0,Finished,20 septembre 2021  3:34 ,20 septembre 2021  3:57 ,23.33,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28610207.0,Finished,27 septembre 2021  12:08 ,27 septembre 2021  12:52 ,44.22,17.44,4.44,3.00,2.00,6.00,1.00,1.00
28600464.0,Finished,25 septembre 2021  10:09 ,25 septembre 2021  11:06 ,56.3,18.00,5.00,3.00,4.00,6.00,0.00,0.00
28506638.0,Finished,26 septembre 2021  6:31 ,26 septembre 2021  6:45 ,13.52,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3800477.0,Finished,27 septembre 2021  12:13 ,27 septembre 2021  1:01 ,47.98,19.00,5.00,2.00,4.00,6.00,1.00,1.00
28604304.0,Finished,26 septembre 2021  11:26 ,26 septembre 2021  12:10 ,44.68,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28608396.0,Finished,26 septembre 2021  11:26 ,26 septembre 2021  12:23 ,57.42,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3708782.0,Finished,26 septembre 2021  3:56 ,26 septembre 2021  4:09 ,13.6,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28610448.0,Finished,26 septembre 2021  10:31 ,26 septembre 2021  11:22 ,50.78,16.00,5.00,3.00,4.00,3.00,0.00,1.00
28610117.0,Finished,26 septembre 2021  8:53 ,26 septembre 2021  9:20 ,27.12,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28601953.0,Finished,26 septembre 2021  9:53 ,26 septembre 2021  10:19 ,26.17,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600470.0,Finished,26 septembre 2021  4:24 ,26 septembre 2021  4:54 ,29.78,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28607314.0,Finished,26 septembre 2021  11:24 ,27 septembre 2021  12:13 ,48.7,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3800583.0,Finished,26 septembre 2021  7:18 ,26 septembre 2021  9:18 ,120.0,3.89,3.89,-,-,-,-,-
3702809.0,Finished,26 septembre 2021  11:14 ,26 septembre 2021  11:51 ,36.58,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3701883.0,Finished,23 septembre 2021  9:56 ,23 septembre 2021  10:41 ,45.47,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21116436.0,Finished,26 septembre 2021  6:54 ,26 septembre 2021  7:04 ,9.27,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28601301.0,Finished,25 septembre 2021  3:23 ,25 septembre 2021  4:10 ,47.65,19.00,5.00,2.00,4.00,6.00,1.00,1.00
28605864.0,Finished,25 septembre 2021  9:11 ,25 septembre 2021  9:49 ,38.2,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3700453.0,Finished,26 septembre 2021  11:41 ,27 septembre 2021  1:07 ,85.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3808875.0,Finished,21 septembre 2021  8:14 ,21 septembre 2021  9:04 ,49.88,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21114731.0,Finished,24 septembre 2021  11:06 ,24 septembre 2021  11:44 ,37.6,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600559.0,Finished,26 septembre 2021  8:49 ,26 septembre 2021  9:31 ,41.63,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3801610.0,Finished,26 septembre 2021  8:49 ,26 septembre 2021  9:31 ,42.15,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28610130.0,Finished,26 septembre 2021  1:43 ,26 septembre 2021  2:51 ,68.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28717594.0,Finished,24 septembre 2021  8:16 ,24 septembre 2021  9:24 ,68.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28614924.0,Finished,27 septembre 2021  10:29 ,27 septembre 2021  10:48 ,19.25,15.89,3.89,3.00,4.00,3.00,1.00,1.00
3800162.0,Finished,27 septembre 2021  1:06 ,27 septembre 2021  1:59 ,53.03,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21109170.0,Finished,26 septembre 2021  10:35 ,26 septembre 2021  11:30 ,54.63,16.00,5.00,3.00,4.00,3.00,0.00,1.00
3709743.0,Finished,24 septembre 2021  2:10 ,24 septembre 2021  2:31 ,21.55,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21100776.0,Finished,26 septembre 2021  12:29 ,26 septembre 2021  1:31 ,61.0,19.44,4.44,3.00,4.00,6.00,1.00,1.00
3802257.0,Finished,26 septembre 2021  6:41 ,26 septembre 2021  7:51 ,70.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28610667.0,Finished,26 septembre 2021  5:35 ,26 septembre 2021  6:24 ,48.9,16.00,5.00,3.00,4.00,3.00,0.00,1.00
3672320.0,Finished,26 septembre 2021  9:53 ,26 septembre 2021  10:24 ,31.33,12.44,4.44,3.00,3.00,0.00,1.00,1.00
28610190.0,Finished,27 septembre 2021  7:35 ,27 septembre 2021  7:52 ,17.15,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21108842.0,Finished,26 septembre 2021  9:20 ,26 septembre 2021  10:24 ,64.0,14.00,5.00,1.00,4.00,3.00,0.00,1.00
3810768.0,Finished,25 septembre 2021  3:37 ,25 septembre 2021  4:55 ,78.0,19.00,5.00,2.00,4.00,6.00,1.00,1.00
3876023.0,Finished,24 septembre 2021  8:51 ,24 septembre 2021  10:50 ,118.0,16.00,5.00,3.00,4.00,3.00,1.00,0.00
28601393.0,Finished,27 septembre 2021  12:27 ,27 septembre 2021  12:53 ,26.12,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28610187.0,Finished,21 septembre 2021  9:48 ,21 septembre 2021  11:17 ,88.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3309154.0,Finished,27 septembre 2021  9:53 ,27 septembre 2021  10:39 ,46.4,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3812676.0,Finished,21 septembre 2021  4:58 ,21 septembre 2021  6:14 ,76.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28602292.0,Finished,26 septembre 2021  5:29 ,26 septembre 2021  7:29 ,120.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600563.0,Finished,25 septembre 2021  3:50 ,25 septembre 2021  4:44 ,54.92,16.00,5.00,3.00,4.00,3.00,0.00,1.00
28607223.0,Finished,26 septembre 2021  11:35 ,26 septembre 2021  11:58 ,22.55,14.89,3.89,3.00,4.00,3.00,0.00,1.00
28620155.0,Finished,26 septembre 2021  10:48 ,26 septembre 2021  11:35 ,46.85,16.00,5.00,3.00,4.00,3.00,0.00,1.00
3415756.0,Finished,26 septembre 2021  10:51 ,27 septembre 2021  12:11 ,79.0,19.00,5.00,3.00,4.00,6.00,1.00,0.00
3522190.0,Finished,20 septembre 2021  9:17 ,20 septembre 2021  9:47 ,30.13,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28609645.0,Finished,25 septembre 2021  11:35 ,25 septembre 2021  12:26 ,50.55,18.00,5.00,1.00,4.00,6.00,1.00,1.00
28605064.0,Finished,26 septembre 2021  9:29 ,26 septembre 2021  11:21 ,112.0,13.00,5.00,3.00,4.00,0.00,0.00,1.00
28617603.0,Finished,24 septembre 2021  8:16 ,24 septembre 2021  9:24 ,68.0,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28600712.0,Finished,25 septembre 2021  12:57 ,25 septembre 2021  1:13 ,16.05,15.00,5.00,3.00,4.00,3.00,0.00,0.00
28610127.0,Finished,27 septembre 2021  12:02 ,27 septembre 2021  12:19 ,16.72,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28602563.0,Finished,27 septembre 2021  1:26 ,27 septembre 2021  1:34 ,8.7,10.00,5.00,3.00,0.00,0.00,1.00,1.00
28610328.0,Finished,26 septembre 2021  6:46 ,26 septembre 2021  7:32 ,45.58,15.00,5.00,3.00,4.00,3.00,0.00,0.00
28717871.0,Finished,25 septembre 2021  2:08 ,25 septembre 2021  2:57 ,48.35,19.00,5.00,3.00,4.00,6.00,1.00,0.00
28601343.0,Finished,25 septembre 2021  1:49 ,25 septembre 2021  2:30 ,41.05,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3603679.0,Finished,21 septembre 2021  5:17 ,21 septembre 2021  5:25 ,8.28,19.00,5.00,2.00,4.00,6.00,1.00,1.00
3809215.0,Finished,26 septembre 2021  5:12 ,26 septembre 2021  6:03 ,51.45,20.00,5.00,3.00,4.00,6.00,1.00,1.00
3800646.0,Finished,26 septembre 2021  2:36 ,26 septembre 2021  3:17 ,40.85,20.00,5.00,3.00,4.00,6.00,1.00,1.00
28603036.0,Finished,25 septembre 2021  3:40 ,25 septembre 2021  4:13 ,33.12,20.00,5.00,3.00,4.00,6.00,1.00,1.00
21109001.0,Finished,25 septembre 2021  12:26 ,25 septembre 2021  12:48 ,21.88,20.00,5.00,3.00,4.00,6.00,1.00,1.00
