ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /5.00,Q. 2 /5.00,Q. 3 /5.00,Q. 4 /5.00
3703339.0,Finished,27 novembre 2021  11:41 ,28 novembre 2021  12:26 ,45.08,12.22,3.89,5.00,2.50,0.83
21116094.0,Finished,29 novembre 2021  12:11 ,29 novembre 2021  12:41 ,30.32,17.50,5.00,5.00,5.00,2.50
28614980.0,Finished,27 novembre 2021  4:07 ,27 novembre 2021  5:41 ,93.0,12.50,2.50,3.33,2.50,4.17
28615820.0,Finished,27 novembre 2021  7:34 ,27 novembre 2021  8:52 ,77.0,12.50,5.00,3.33,0.00,4.17
28603688.0,Finished,29 novembre 2021  12:02 ,29 novembre 2021  12:48 ,46.03,15.00,5.00,3.33,2.50,4.17
28606345.0,Finished,28 novembre 2021  2:11 ,28 novembre 2021  3:36 ,85.0,19.17,5.00,5.00,5.00,4.17
3811248.0,Finished,25 novembre 2021  2:07 ,25 novembre 2021  4:02 ,115.0,7.78,1.11,3.33,2.50,0.83
28600150.0,Finished,28 novembre 2021  8:13 ,28 novembre 2021  9:36 ,83.0,14.44,4.44,5.00,2.50,2.50
3804657.0,Finished,29 novembre 2021  9:54 ,29 novembre 2021  10:30 ,35.05,10.56,3.89,3.33,2.50,0.83
3801327.0,Finished,27 novembre 2021  6:29 ,27 novembre 2021  7:47 ,78.0,15.83,5.00,3.33,2.50,5.00
21116827.0,Finished,28 novembre 2021  1:58 ,28 novembre 2021  3:51 ,113.0,15.00,5.00,5.00,2.50,2.50
3800191.0,Finished,28 novembre 2021  3:56 ,28 novembre 2021  4:24 ,27.3,14.72,4.72,5.00,2.50,2.50
28600741.0,Finished,27 novembre 2021  4:37 ,27 novembre 2021  6:29 ,112.0,6.39,2.22,3.33,0.00,0.83
28606994.0,Finished,28 novembre 2021  11:40 ,29 novembre 2021  12:22 ,41.42,12.50,5.00,3.33,2.50,1.67
28604113.0,Finished,25 novembre 2021  7:24 ,25 novembre 2021  9:02 ,98.0,15.00,5.00,3.33,2.50,4.17
21107392.0,Finished,29 novembre 2021  12:01 ,29 novembre 2021  12:44 ,43.57,13.33,5.00,3.33,2.50,2.50
