ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /0.35,Q. 2 /2.11,Q. 3 /0.35,Q. 4 /4.21,Q. 5 /0.35,Q. 6 /4.91,Q. 7 /1.05,Q. 8 /3.16,Q. 9 /3.51
3804494.0,Finished,19 September 2022  4:10 PM,19 September 2022  4:48 PM,37.55,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28706052.0,Finished,19 September 2022  4:11 PM,19 September 2022  5:09 PM,58.28,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
21200809.0,Finished,19 September 2022  4:12 PM,19 September 2022  4:31 PM,19.08,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28608893.0,Finished,19 September 2022  4:12 PM,19 September 2022  4:59 PM,46.8,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
21215887.0,Finished,19 September 2022  4:12 PM,19 September 2022  4:41 PM,28.6,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28706848.0,Finished,19 September 2022  4:12 PM,19 September 2022  4:51 PM,38.93,18.60,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,2.11
28717247.0,Finished,19 September 2022  4:12 PM,19 September 2022  5:18 PM,65.0,18.25,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,2.11
28708067.0,Finished,19 September 2022  4:12 PM,19 September 2022  4:53 PM,40.28,19.25,0.35,2.11,0.35,4.21,0.26,4.91,1.05,2.84,3.16
28706415.0,Finished,19 September 2022  4:13 PM,19 September 2022  5:07 PM,54.52,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28710344.0,Finished,19 September 2022  4:14 PM,19 September 2022  5:11 PM,56.63,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28720263.0,Finished,19 September 2022  4:16 PM,19 September 2022  5:07 PM,50.92,18.98,0.35,2.11,0.35,4.21,0.35,4.56,1.05,2.84,3.16
28616341.0,Finished,19 September 2022  4:17 PM,19 September 2022  5:06 PM,49.43,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
28710067.0,Finished,19 September 2022  4:17 PM,19 September 2022  5:06 PM,49.23,17.54,0.35,1.75,0.35,4.21,0.35,4.21,1.05,3.16,2.11
28706762.0,Finished,19 September 2022  4:17 PM,19 September 2022  5:16 PM,58.37,17.58,0.35,1.05,0.35,4.21,0.35,4.91,0.35,2.84,3.16
3800655.0,Finished,19 September 2022  4:17 PM,19 September 2022  5:30 PM,72.0,19.30,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.16
28706664.0,Finished,19 September 2022  4:18 PM,19 September 2022  5:03 PM,45.2,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28706138.0,Finished,19 September 2022  4:29 PM,19 September 2022  5:05 PM,35.85,17.93,0.35,2.11,0.35,4.21,0.35,4.91,1.05,2.84,1.75
28707726.0,Finished,19 September 2022  4:29 PM,19 September 2022  5:21 PM,52.02,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28713149.0,Finished,19 September 2022  4:29 PM,19 September 2022  5:40 PM,71.0,17.23,0.35,2.11,0.35,4.21,0.35,4.91,0.00,2.84,2.11
21207306.0,Finished,19 September 2022  4:29 PM,19 September 2022  5:05 PM,35.62,19.02,0.35,2.11,0.35,4.21,0.35,4.91,1.05,2.53,3.16
3702042.0,Finished,19 September 2022  4:30 PM,19 September 2022  5:22 PM,51.48,17.58,0.35,2.11,0.35,4.21,0.35,4.91,0.70,2.84,1.75
21208193.0,Finished,19 September 2022  4:31 PM,19 September 2022  5:21 PM,50.22,18.63,0.35,1.75,0.35,4.21,0.35,4.91,0.35,2.84,3.51
21113008.0,Finished,19 September 2022  4:31 PM,19 September 2022  5:23 PM,51.25,18.32,0.35,2.11,0.35,4.21,0.35,4.56,0.70,2.53,3.16
21212724.0,Finished,19 September 2022  4:36 PM,19 September 2022  6:21 PM,105.0,0.00,-,-,-,-,-,-,-,-,-
28706331.0,Finished,20 September 2022  4:00 PM,20 September 2022  4:34 PM,34.45,17.93,0.35,2.11,0.35,4.21,0.35,4.91,1.05,2.84,1.75
28706938.0,Finished,20 September 2022  4:00 PM,20 September 2022  4:45 PM,45.47,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
28600768.0,Finished,20 September 2022  4:00 PM,20 September 2022  5:16 PM,75.0,18.98,0.35,2.11,0.35,4.21,0.35,4.91,0.35,2.84,3.51
3803088.0,Finished,20 September 2022  4:00 PM,20 September 2022  5:23 PM,82.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28720764.0,Finished,20 September 2022  4:01 PM,20 September 2022  5:07 PM,66.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28708487.0,Finished,20 September 2022  4:01 PM,20 September 2022  5:29 PM,88.0,19.30,0.35,2.11,0.35,4.21,0.35,4.21,1.05,3.16,3.51
28708212.0,Finished,20 September 2022  4:01 PM,20 September 2022  5:10 PM,68.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28705959.0,Finished,20 September 2022  4:01 PM,20 September 2022  4:51 PM,49.48,18.60,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,2.11
28609357.0,Finished,20 September 2022  4:02 PM,20 September 2022  4:49 PM,46.93,14.39,0.35,1.40,0.35,2.81,0.35,3.16,1.05,3.16,1.75
28711733.0,Finished,20 September 2022  4:02 PM,20 September 2022  4:52 PM,49.57,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
28708274.0,Finished,20 September 2022  4:02 PM,20 September 2022  4:48 PM,45.7,18.25,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,2.11
3702933.0,Finished,20 September 2022  4:02 PM,20 September 2022  4:32 PM,29.83,18.60,0.35,2.11,0.35,4.21,0.35,3.86,0.70,3.16,3.51
28713301.0,Finished,20 September 2022  4:04 PM,20 September 2022  5:24 PM,80.0,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
28608444.0,Finished,20 September 2022  4:04 PM,20 September 2022  4:40 PM,36.43,18.60,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,2.11
3701324.0,Finished,20 September 2022  4:04 PM,20 September 2022  5:26 PM,81.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28711002.0,Finished,20 September 2022  4:05 PM,20 September 2022  5:00 PM,55.5,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28706636.0,Finished,20 September 2022  4:05 PM,20 September 2022  4:49 PM,44.28,18.60,0.35,1.40,0.35,3.51,0.35,4.91,1.05,3.16,3.51
21200527.0,Finished,20 September 2022  4:05 PM,20 September 2022  4:52 PM,46.37,18.95,0.35,2.11,0.35,4.21,0.35,4.21,0.70,3.16,3.51
21215141.0,Finished,20 September 2022  4:05 PM,20 September 2022  4:45 PM,39.52,18.60,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,2.11
28607928.0,Finished,20 September 2022  4:06 PM,20 September 2022  4:37 PM,31.2,18.98,0.35,2.11,0.35,4.21,0.35,4.91,0.70,2.84,3.16
28711288.0,Finished,20 September 2022  4:06 PM,20 September 2022  5:27 PM,81.0,18.98,0.35,2.11,0.35,4.21,0.35,4.91,0.70,2.84,3.16
21119283.0,Finished,20 September 2022  4:06 PM,20 September 2022  4:49 PM,42.22,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
21200397.0,Finished,20 September 2022  4:07 PM,20 September 2022  4:52 PM,45.23,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28712638.0,Finished,20 September 2022  4:08 PM,20 September 2022  4:38 PM,30.73,18.25,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,2.11
3672079.0,Finished,20 September 2022  4:08 PM,20 September 2022  5:22 PM,73.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28705948.0,Finished,20 September 2022  4:10 PM,20 September 2022  5:20 PM,70.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
21218316.0,Finished,20 September 2022  4:15 PM,20 September 2022  4:59 PM,44.63,18.04,0.35,2.11,0.35,4.21,0.35,4.91,0.35,1.89,3.51
3702508.0,Finished,20 September 2022  4:17 PM,20 September 2022  4:57 PM,39.58,18.60,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,2.11
21113286.0,Finished,20 September 2022  4:25 PM,20 September 2022  5:55 PM,89.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
3803944.0,Finished,20 September 2022  5:04 PM,20 September 2022  5:17 PM,12.83,19.68,0.35,2.11,0.35,4.21,0.35,4.91,1.05,2.84,3.51
28721870.0,Finished,21 September 2022  10:51 AM,21 September 2022  11:37 AM,45.67,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28708078.0,Finished,21 September 2022  10:51 AM,21 September 2022  11:29 AM,37.62,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28627904.0,Finished,21 September 2022  10:52 AM,21 September 2022  11:24 AM,32.15,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28705957.0,Finished,21 September 2022  10:52 AM,21 September 2022  11:40 AM,48.07,16.14,0.35,1.40,0.35,2.81,0.35,3.16,1.05,3.16,3.51
28600769.0,Finished,21 September 2022  10:53 AM,21 September 2022  11:28 AM,35.25,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28613143.0,Finished,21 September 2022  10:53 AM,21 September 2022  11:40 AM,46.97,16.14,0.35,1.40,0.35,2.81,0.35,3.16,1.05,3.16,3.51
28706902.0,Finished,21 September 2022  10:53 AM,21 September 2022  11:37 AM,44.4,16.14,0.35,1.40,0.35,2.81,0.35,3.16,1.05,3.16,3.51
28706827.0,Finished,21 September 2022  10:53 AM,21 September 2022  11:38 AM,44.63,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28602162.0,Finished,21 September 2022  10:53 AM,21 September 2022  11:42 AM,48.63,16.14,0.35,1.40,0.35,2.81,0.35,3.16,1.05,3.16,3.51
28706128.0,Finished,21 September 2022  10:54 AM,21 September 2022  11:32 AM,38.37,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28602815.0,Finished,21 September 2022  10:54 AM,21 September 2022  11:33 AM,39.63,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28602661.0,Finished,21 September 2022  10:54 AM,21 September 2022  11:41 AM,46.98,16.14,0.35,1.40,0.35,2.81,0.35,3.16,1.05,3.16,3.51
28609220.0,Finished,21 September 2022  10:54 AM,21 September 2022  11:34 AM,40.07,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28706508.0,Finished,21 September 2022  10:54 AM,21 September 2022  12:39 PM,105.0,0.00,-,-,-,-,-,-,-,-,-
28706456.0,Finished,21 September 2022  10:55 AM,21 September 2022  12:40 PM,105.0,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28606874.0,Finished,21 September 2022  10:56 AM,21 September 2022  11:36 AM,40.23,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28701368.0,Finished,21 September 2022  10:56 AM,21 September 2022  11:34 AM,38.08,17.54,0.35,1.75,0.35,4.21,0.35,4.21,1.05,3.16,2.11
28700380.0,Finished,21 September 2022  10:56 AM,21 September 2022  11:34 AM,37.55,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28602563.0,Finished,21 September 2022  11:01 AM,21 September 2022  11:35 AM,33.2,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
28707475.0,Finished,21 September 2022  4:01 PM,21 September 2022  4:54 PM,52.92,19.65,0.18,2.11,0.18,4.21,0.35,4.91,1.05,3.16,3.51
28607959.0,Finished,21 September 2022  4:01 PM,21 September 2022  4:54 PM,52.28,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28705835.0,Finished,21 September 2022  4:02 PM,21 September 2022  4:45 PM,43.78,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28707889.0,Finished,21 September 2022  4:03 PM,21 September 2022  4:41 PM,37.67,19.30,0.35,2.11,0.35,4.21,0.35,4.91,0.35,3.16,3.51
28717281.0,Finished,21 September 2022  4:04 PM,21 September 2022  4:51 PM,47.72,18.95,0.35,2.11,0.35,3.16,0.35,4.91,1.05,3.16,3.51
28717249.0,Finished,21 September 2022  4:04 PM,21 September 2022  5:49 PM,105.0,0.00,-,-,-,-,-,-,-,-,-
21117173.0,Finished,21 September 2022  4:04 PM,21 September 2022  4:55 PM,50.43,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28707917.0,Finished,21 September 2022  4:06 PM,21 September 2022  4:55 PM,49.47,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28710097.0,Finished,21 September 2022  4:07 PM,21 September 2022  4:55 PM,48.68,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28708160.0,Finished,21 September 2022  4:07 PM,21 September 2022  4:56 PM,48.23,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28738728.0,Finished,21 September 2022  4:08 PM,21 September 2022  4:47 PM,38.9,18.32,0.35,2.11,0.35,4.21,0.35,4.91,0.70,2.53,2.81
28602183.0,Finished,21 September 2022  4:10 PM,21 September 2022  4:53 PM,43.97,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28709278.0,Finished,21 September 2022  4:10 PM,21 September 2022  4:55 PM,45.47,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
21219706.0,Finished,21 September 2022  4:14 PM,21 September 2022  5:59 PM,105.0,17.19,0.35,2.11,0.35,4.21,0.35,2.11,1.05,3.16,3.51
21215817.0,Finished,21 September 2022  4:18 PM,21 September 2022  6:03 PM,105.0,16.35,0.35,2.11,0.18,2.81,0.35,3.16,1.05,2.84,3.51
21115284.0,Finished,22 September 2022  5:57 PM,22 September 2022  6:38 PM,41.17,19.65,0.35,2.11,0.35,4.21,0.35,4.56,1.05,3.16,3.51
28706346.0,Finished,22 September 2022  5:57 PM,22 September 2022  6:47 PM,50.32,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28711772.0,Finished,22 September 2022  5:58 PM,22 September 2022  6:45 PM,47.48,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28706745.0,Finished,22 September 2022  5:58 PM,22 September 2022  6:44 PM,46.17,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
21200572.0,Finished,22 September 2022  5:58 PM,22 September 2022  6:41 PM,42.22,17.19,0.35,2.11,0.35,3.16,0.35,4.91,0.70,3.16,2.11
28707195.0,Finished,22 September 2022  5:58 PM,22 September 2022  6:46 PM,47.12,17.91,0.35,2.11,0.26,4.21,0.35,4.91,0.70,2.21,2.81
21213030.0,Finished,22 September 2022  5:58 PM,22 September 2022  6:43 PM,44.33,19.65,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.16
28705425.0,Finished,22 September 2022  5:59 PM,22 September 2022  6:45 PM,46.23,18.32,0.35,2.11,0.35,4.21,0.35,4.91,0.70,2.53,2.81
3808418.0,Finished,22 September 2022  6:01 PM,22 September 2022  6:44 PM,42.97,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28712800.0,Finished,22 September 2022  6:04 PM,22 September 2022  6:47 PM,43.27,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28705401.0,Finished,22 September 2022  6:04 PM,22 September 2022  6:44 PM,39.65,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28720888.0,Finished,22 September 2022  6:07 PM,22 September 2022  6:43 PM,36.53,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28709531.0,Finished,22 September 2022  6:07 PM,22 September 2022  6:44 PM,36.73,19.65,0.35,2.11,0.35,4.21,0.35,4.56,1.05,3.16,3.51
28718611.0,Finished,22 September 2022  6:08 PM,22 September 2022  6:54 PM,46.27,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28711505.0,Finished,22 September 2022  6:09 PM,22 September 2022  6:50 PM,41.07,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28705068.0,Finished,22 September 2022  6:09 PM,22 September 2022  6:48 PM,39.33,19.33,0.35,2.11,0.35,4.21,0.35,4.91,1.05,2.84,3.16
28604542.0,Finished,22 September 2022  6:10 PM,22 September 2022  6:51 PM,41.23,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
21208240.0,Finished,22 September 2022  6:10 PM,22 September 2022  6:49 PM,39.48,17.93,0.35,2.11,0.35,4.21,0.35,4.91,1.05,2.84,1.75
28709630.0,Finished,22 September 2022  6:10 PM,22 September 2022  6:54 PM,43.77,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
3704907.0,Finished,22 September 2022  6:13 PM,22 September 2022  6:54 PM,40.23,19.65,0.35,2.11,0.35,4.21,0.35,4.91,0.70,3.16,3.51
28708645.0,Finished,22 September 2022  6:16 PM,22 September 2022  6:43 PM,26.53,18.60,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,2.11
28626896.0,Finished,22 September 2022  6:16 PM,22 September 2022  6:54 PM,37.42,20.00,0.35,2.11,0.35,4.21,0.35,4.91,1.05,3.16,3.51
28711664.0,Finished,2 October 2022  1:10 PM,2 October 2022  2:37 PM,87.0,12.98,0.00,1.05,0.00,2.11,0.00,2.81,0.35,3.16,3.51
28711626.0,Finished,2 October 2022  1:10 PM,2 October 2022  2:37 PM,86.0,13.68,0.00,1.05,0.00,2.11,0.00,2.81,1.05,3.16,3.51
