ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.94,Q. 2 /2.91,Q. 3 /2.91,Q. 4 /2.14,Q. 5 /0.19,Q. 6 /3.11,Q. 7 /1.55,Q. 8 /0.58,Q. 9 /1.17,Q. 10 /3.50
28706827.0,Finished,19 October 2022  10:29 AM,19 October 2022  11:54 AM,84.0,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28706128.0,Finished,19 October 2022  10:29 AM,19 October 2022  11:47 AM,78.0,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28602815.0,Finished,19 October 2022  10:36 AM,19 October 2022  11:52 AM,75.0,18.52,1.73,2.79,2.74,2.14,0.19,3.11,1.55,0.58,0.19,3.50
28705957.0,Finished,19 October 2022  10:54 AM,19 October 2022  12:05 PM,70.0,11.86,-,2.53,2.83,1.07,0.19,1.17,0.19,0.39,0.39,3.11
28600769.0,Finished,19 October 2022  11:25 AM,19 October 2022  12:18 PM,52.15,19.21,1.94,2.79,2.83,2.14,0.19,3.11,1.55,0.58,0.78,3.30
28707917.0,Finished,19 October 2022  3:56 PM,19 October 2022  5:05 PM,69.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28710097.0,Finished,19 October 2022  3:56 PM,19 October 2022  5:02 PM,65.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
21117173.0,Finished,19 October 2022  3:57 PM,19 October 2022  5:05 PM,68.0,19.91,1.94,2.91,2.83,2.14,0.19,3.11,1.55,0.58,1.17,3.50
21219706.0,Finished,19 October 2022  3:57 PM,19 October 2022  5:42 PM,105.0,0.00,-,-,-,-,-,-,-,-,-,-
28717281.0,Finished,19 October 2022  3:57 PM,19 October 2022  5:07 PM,69.0,19.74,1.94,2.91,2.66,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28602183.0,Finished,19 October 2022  3:58 PM,19 October 2022  5:37 PM,98.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
21213350.0,Finished,19 October 2022  3:58 PM,19 October 2022  5:15 PM,76.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28707475.0,Finished,19 October 2022  3:58 PM,19 October 2022  5:35 PM,96.0,20.00,1.94,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28712609.0,Finished,19 October 2022  3:59 PM,19 October 2022  5:36 PM,97.0,18.95,1.94,2.79,2.57,2.14,0.19,2.91,1.55,0.58,1.17,3.11
28707889.0,Finished,19 October 2022  3:59 PM,19 October 2022  5:39 PM,99.0,19.87,1.94,2.79,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
3802503.0,Finished,19 October 2022  4:00 PM,19 October 2022  4:48 PM,48.17,19.29,1.94,2.79,2.91,2.14,0.19,2.72,1.55,0.58,0.97,3.50
