ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.11,Q. 2 /1.11,Q. 3 /1.11,Q. 4 /1.11,Q. 5 /0.56,Q. 6 /1.11,Q. 7 /1.11,Q. 8 /0.56,Q. 9 /1.11,Q. 10 /2.22,Q. 11 /5.56,Q. 12 /1.11,Q. 13 /2.22
21201851.0,Finished,5 December 2022  3:56 PM,5 December 2022  5:41 PM,105.0,11.57,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,2.22,2.12,0.00,-
28708977.0,Finished,5 December 2022  3:58 PM,5 December 2022  5:42 PM,104.0,17.45,1.11,1.11,1.11,1.11,0.28,0.56,1.11,0.56,0.00,2.22,4.95,1.11,2.22
28706087.0,Finished,5 December 2022  3:58 PM,5 December 2022  5:42 PM,104.0,18.08,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,2.22,5.30,1.11,2.22
28707797.0,Finished,5 December 2022  3:58 PM,5 December 2022  5:42 PM,104.0,17.78,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,2.22,5.00,1.11,2.22
3808685.0,Finished,5 December 2022  3:58 PM,5 December 2022  5:42 PM,104.0,18.08,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,2.22,5.30,1.11,2.22
28706112.0,Finished,5 December 2022  3:58 PM,5 December 2022  5:42 PM,103.0,16.97,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,2.22,5.30,0.00,2.22
28720263.0,Finished,5 December 2022  4:00 PM,5 December 2022  5:37 PM,97.0,15.81,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,2.22,5.25,1.11,0.00
28617316.0,Finished,5 December 2022  4:00 PM,5 December 2022  5:39 PM,98.0,17.12,1.11,1.11,1.11,1.11,0.00,0.56,1.11,0.00,0.00,2.22,5.45,1.11,2.22
21207306.0,Finished,5 December 2022  4:00 PM,5 December 2022  5:24 PM,84.0,10.96,1.11,1.11,1.11,0.00,0.56,0.56,1.11,0.00,0.00,0.00,5.40,0.00,0.00
28614630.0,Finished,5 December 2022  4:00 PM,5 December 2022  5:40 PM,99.0,18.13,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,2.22,5.35,1.11,2.22
21218709.0,Finished,5 December 2022  4:00 PM,5 December 2022  5:45 PM,105.0,13.03,1.11,1.11,1.11,1.11,0.56,1.11,1.11,0.56,0.00,2.22,1.92,1.11,0.00
28725032.0,Finished,5 December 2022  4:00 PM,5 December 2022  5:14 PM,74.0,15.35,1.11,1.11,1.11,1.11,0.56,0.56,1.11,0.56,0.00,0.00,4.80,1.11,2.22
