ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /0.36,Q. 2 /0.36,Q. 3 /0.36,Q. 4 /0.36,Q. 5 /1.45,Q. 6 /0.36,Q. 7 /0.36,Q. 8 /1.45,Q. 9 /0.73,Q. 10 /4.36,Q. 11 /0.36,Q. 12 /1.45,Q. 13 /1.45,Q. 14 /4.36,Q. 15 /0.73,Q. 16 /1.45
21215887.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:28 PM,88.0,19.64,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.00,0.73,1.45
28706762.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:27 PM,87.0,18.82,0.36,0.36,0.36,0.36,1.36,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,3.27,0.73,1.45
28631974.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:16 PM,75.0,17.73,0.00,0.36,0.00,0.36,1.45,0.00,0.36,1.45,0.73,4.13,0.36,1.45,0.87,4.36,0.73,1.09
28720263.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:27 PM,87.0,18.55,0.00,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.00,0.73,0.73
21218709.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:29 PM,89.0,19.64,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.00,0.73,1.45
28725032.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:16 PM,75.0,19.05,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,0.87,4.36,0.73,1.09
3808685.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:21 PM,81.0,18.45,0.00,0.36,0.00,0.36,1.45,0.36,0.36,1.45,0.73,3.54,0.36,1.45,1.45,4.36,0.73,1.45
28706664.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:24 PM,83.0,18.91,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.36,4.36,0.36,1.45,1.45,4.00,0.73,1.09
28710621.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:39 PM,98.0,18.91,0.00,0.36,0.00,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.09
28706879.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:25 PM,84.0,18.98,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.16,4.36,0.73,0.73
21214576.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:19 PM,79.0,19.27,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.09,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.09
28605540.0,Finished,21 November 2022  4:00 PM,21 November 2022  5:25 PM,85.0,19.27,0.00,0.36,0.00,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.45
28707726.0,Finished,21 November 2022  4:01 PM,21 November 2022  5:29 PM,87.0,16.80,0.36,0.36,0.00,0.36,1.45,0.36,0.36,0.73,0.36,4.36,0.36,1.45,1.16,4.00,0.73,0.36
28706138.0,Finished,21 November 2022  4:01 PM,21 November 2022  5:23 PM,81.0,19.27,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,0.73
21201851.0,Finished,21 November 2022  4:02 PM,21 November 2022  5:37 PM,94.0,19.88,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.25,0.36,1.45,1.45,4.36,0.73,1.45
28716428.0,Finished,21 November 2022  4:03 PM,21 November 2022  5:27 PM,84.0,19.27,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.09,0.73,4.36,0.36,1.45,1.45,4.00,0.73,1.45
21207306.0,Finished,21 November 2022  4:03 PM,21 November 2022  5:08 PM,64.0,19.27,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,0.73
28706087.0,Finished,21 November 2022  4:04 PM,21 November 2022  5:07 PM,63.0,19.27,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,0.73
3520774.0,Finished,21 November 2022  4:04 PM,21 November 2022  5:49 PM,105.0,16.88,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,3.07,0.36,1.45,1.45,4.36,0.36,-
28710344.0,Finished,21 November 2022  4:04 PM,21 November 2022  5:35 PM,90.0,19.27,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.09,1.45,4.36,0.73,1.09
28608893.0,Finished,21 November 2022  4:04 PM,21 November 2022  5:21 PM,77.0,20.00,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.45
28707797.0,Finished,21 November 2022  4:04 PM,21 November 2022  5:23 PM,79.0,20.00,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.45
28614730.0,Finished,21 November 2022  4:04 PM,21 November 2022  5:26 PM,81.0,19.64,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.09
21113317.0,Finished,21 November 2022  4:05 PM,21 November 2022  5:50 PM,104.0,16.87,0.36,0.36,0.36,0.36,1.45,0.36,0.36,0.73,0.73,4.36,0.36,0.73,0.87,4.00,0.73,0.73
28710401.0,Finished,21 November 2022  4:05 PM,21 November 2022  5:28 PM,83.0,20.00,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.45
28634278.0,Finished,21 November 2022  4:06 PM,21 November 2022  5:17 PM,71.0,20.00,0.36,0.36,0.36,0.36,1.45,0.36,0.36,1.45,0.73,4.36,0.36,1.45,1.45,4.36,0.73,1.45
